Name,Address,Location,Category,Additional Info,Profession,Role,page
Premiato Sughificio Veneto,"Palazzo Surian, Fond. Cannaregio, 981",Premiato Sughificio Veneto,Mazzucco Cav. Giuseppe,Stab. Amm,Palazzo Surian,"Fond. Cannaregio,  981.",440
Premiato Mobilificio Casa dell'Artigiano Cav. Bruno Gasparini,Via D. Manin 39,Mestre,mobili,Mestre,Via D. Manin 39.,"Fond. Cannaregio,  981.",440
Pree e Figli,Via dell'Industria 2,Mestre,costruzioni stadali e ferroviarie,Mestre,Via dell'Industria 2.,"Fond. Cannaregio,  981.",440
Prco Ernesto e Figli,Via Giardino 5,Mestre,materiale per costruzioni edilizie,Mestre Via Giardino 5.,Via dell'Industria 2.,"Fond. Cannaregio,  981.",440
Presolana Società Anonima Minaria,San Marco 4090,Presolana Società Anonima Minaria,minerali,San Marco 4090.,Via dell'Industria 2.,"Fond. Cannaregio,  981.",440
Profumeria Ada,Cannareguo 1984-85,Profumeria Ada,bigiotterie,bigiotterie,Cannareguo 1984-85.,"Fond. Cannaregio,  981.",440
Profumeria Orientale,Castello 5617,Profumeria Orientale,chincaglierie,chincaglierie,Castello 5617.,"Fond. Cannaregio,  981.",440
Provided,"Castello 5617, Castello 494, D. Duro 2997, Cannaregio 278",Provided,alimentari (detto.),Castello 494,D. Duro 2997,Cannaregio 278.,440
Pugitto mons. comm. prof. Giuseppe,"Castello 5617, Castello 494, D. Duro 2997, Cannaregio 278",Pugitto mons. comm. prof. Giuseppe,cappelano,Castello 494,D. Duro 2997,Cannaregio 278.,440
duse SEDIARI,"Via XXI2 Marzo, 2288",Pugitto mons. comm. prof. Giuseppe,SEDIARI - MOBILI PER UFFICIO - MACCHINE CONTABILI - MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI,Castello 494,D. Duro 2997,Cannaregio 278.,440
Prando Emilia,S. Polo 1544,Pugitto mons. comm. prof. Giuseppe,cappelano S. Bingio (Chiesa della Marina).,trattoria,D. Duro 2997,Cannaregio 278.,440
Prandstilater Domenico,"Via Fiume 2, Via Verdi numero 13",Mestre,manifatture e tessuti (grossista),Castello 494,D. Duro 2997,Cannaregio 278.,440
