Name,Address,Location,Category,Additional Info,page,location_cleaned
Da Tos Modesto,Castello 3456,,Salumi (negozi),Ristoranti,285,True
De Toni Albino,Barbaria delle Tole 6476,Marghera,Salumi (negozi),Ristoranti,285,False
Del Negro Domenico,S. Marco 1014,,Salumi (negozi),Ristoranti,285,True
Del Negro Feuccio,Cannaregio 241,,Salumi (negozi),Ristoranti,285,True
Del Negro Fortunato,Castello 1779 e 4297,,Salumi (negozi),Ristoranti,285,True
Fontana Tiziano e Erminio F.lli,Dorsoduro 722,,Salumi (negozi),Ristoranti,285,True
Giolai Emilio,Castello 4833,,Salumi (negozi),Ristoranti,285,True
Lorenzini Pietro e Angelo,"Murano fondamente Vetrai 83, e fom. Cavour 13",Marghera,Salumi (negozi),Ristoranti,285,False
Marini Antonio,S. Polo 24,,Salumi (negozi),Ristoranti,285,True
Martini Luigi,Cannaregio 5443,,Salumi (negozi),Ristoranti,285,True
Pesenti F.lli,"S. Polo 1609, 1226, Cannaregio 812 San Marco 3455",,Salumi (negozi),Ristoranti,285,True
Rossi fratelli Emilio Eugenio,S. Marco 621,,Salumi (negozi),Ristoranti,285,True
Rossi Celeste,S. Marco 3706,,Salumi (negozi),Ristoranti,285,True
Rossi Ettore,S. Polo 1566,,Salumi (negozi),Ristoranti,285,True
Rossi Giovanni,S. Polo 2505,,Salumi (negozi),Ristoranti,285,True
Ruva Florindo,Cannaregio 2712,,Salumi (negozi),Ristoranti,285,True
Rudatis Bartolomeo,Cannaregio 1513,,Salumi (negozi),Ristoranti,285,True
Rudatis Ginevra,Cannaregio 1815,,Salumi (negozi),Ristoranti,285,True
Rudatis Giovanni,"Castello 772, 1132",,Salumi (negozi),Ristoranti,285,True
Soc. An. Salumificio Melzese,S. Polo 1999,,Salumi (negozi),Ristoranti,285,True
Vio Candido Angelo,Via Galuppi 139,Burano,Salumi (negozi),Ristoranti,285,False
Zago Vittorio,Via Pepe 10,Marghera,Salumi (negozi),Ristoranti,285,False
MAZZUOCO Cav. Giuseppe,"Fond. Cannaregio, 970",Marghera,Salvagenti,Premiato Sughriflcio Veneto,285,False
Brunello Gino,Castello 3419,,Saponi comuni medicinali e profumati,Ristoranti,285,True
Carbottto R. A.,Castello 3419,,Saponi comuni medicinali e profumati,Piaz. Umbert. I,285,True
Giorgi Cav. Cesare,Dorsoduro 995,,Saponi comuni medicinali e profumati,Ristoranti,285,True
Lazzari Antonio,S. Croce 1081,,Saponi comuni medicinali e profumati,Ristoranti,285,True
Robassa Amelia,Via Circonvallazione 1,Mestre,Saponi comuni medicinali e profumati,Ristoranti,285,False
Vidal Angelo,Via Circonvallazione 1,Marghera,Saponi comuni medicinali e profumati,Telefono 50-807 | Fabbrica ed Uffiol Marghra,285,False
Agatella Angelina,Castello 4753,,Sarte,Ristoranti,285,True
Alberti Adelia in De Marchi,Dorsoduro 1240,,Sarte,Ristoranti,285,True
Ballarin Teresa,Castello 2115,,Sarte,Ristoranti,285,True
Battaglia Linda,Castello 2115,,Sarte,Bacino Orseolo,285,True
Bettin Maria,Cannaregio 5877,,Sarte,Ristoranti,285,True
Biasi Rosa,S. Polo 6558,Marghera,Sarte,Ristoranti,285,False
Bierti Carmen,Zattere 1401,,Sarte,Ristoranti,285,True
Bianchi Ida,Frezzerie 1692,Marghera,Sarte,Ristoranti,285,False
Bianchi Maria,Cannaregio 2980,,Sarte,Ristoranti,285,True
Bon Elsa,Castello 2684,,Sarte,Ristoranti,285,True
Bonzio Emilia,Castello 2584,,Sarte,Ristoranti,285,True
Bordignon Maria,SS. Apostoli 4910,,Sarte,Ristoranti,285,True
Bordin Luisa,S. Croce 191,,Sarte,Ristoranti,285,True
Boscariola Aida,Cannaregio 1517,,Sarte,Ristoranti,285,True
Bossi Anna,Rialto 668,,Sarte,P. III,285,True
Bovo Gisella in Antonelli,Cannaregio 6308,Marghera,Sarte,Ristoranti,285,False
Brocca Dionisia,S. Croce 621,,Sarte,Ristoranti,285,True
Bruci Adele,Castello 5920,,Sarte,Ristoranti,285,True
Busetto Maria,Castello 5920,,Sarte,Patronato Birri,285,True
Busetto Rosina ved. Scarpa,S. Stae 1971,,Sarte,Ristoranti,285,True
Cacciatori Rita,"S. Elena, Via Montesancto 1-35",Marghera,Sarte,Ristoranti,285,False
Calzavara Eletta,Cannaregio 1370,,Sarte,Ristoranti,285,True
Calzavara Luisa,S. Simeone 926,,Sarte,Ristoranti,285,True
Campana Giovanna,S. Leonardo 1300,Marghera,Sarte,Ristoranti,285,False
Canciani Ida,S. Marco 1617,,Sarte,Ristoranti,285,True
Carbonese M. Antoinet.,S. Margherita 2902,Marghera,Sarte,Ristoranti,285,False
Cardin Virginia,Cannaregio 2411,,Sarte,Ristoranti,285,True
Caretit Elvira in Vereti,S. Marco 825,,Sarte,Ristoranti,285,True
Carminl Angela in Spellanzon,Dorsoduro 189,,Sarte,Ristoranti,285,True
Castigliani Ida,S. Croce 1764,,Sarte,Ristoranti,285,True
Catto Rina,S. Marco 1787,,Sarte,Ristoranti,285,True
Cavallin Pani Emma,S. Marco 2722,,Sarte,Ristoranti,285,True
Cecchetti Bianca,S. Marco 1776,,Sarte,Ristoranti,285,True
Cenedese Marina Luisa in Vio,Tolentini 207-A,Marghera,Sarte,Ristoranti,285,False
Centazzo Teresa,Cannaregio 5158-C,,Sarte,Ristoranti,285,True
Chiaruzzi Olga,Cannaregio 5158-C,,Sarte,S. Elena Ramo Zugna,285,True
Chiesura Ada,S. Polo 1258,,Sarte,Ristoranti,285,True
Cilia Regina,S. Croce 1431,,Sarte,Ristoranti,285,True
Cominotto Teresa in Torresin,Dorsoduro 3523,Marghera,Sarte,Ristoranti,285,False
Corà Ialydne,Cannaregio 3573,,Sarte,Ristoranti,285,True
Corò Iolanda,Castello 2219-A,,Sarte,Ristoranti,285,True
Corò Rosa in Zanta,S. Marco 532,,Sarte,Ristoranti,285,True
Corradini Maria,Cannaregio 531,,Sarte,Ristoranti,285,True
Crovatin Maria,S. Marco 4452,,Sarte,Ristoranti,285,True
Cucchin,Calle Larga S. Marco,Marghera,Sarte,Ristoranti,285,False
Dalla Fiorentina Giuseppe,S. Marco 3816,,Sarte,Ristoranti,285,True
Da Lio Elena,Cannaregio 3453,,Sarte,Ristoranti,285,True
Dal Pozzolo Caterina,S. Croce 629,,Sarte,Ristoranti,285,True
D'Antiga Maria,S. Giuseppe di Castello 985,,Sarte,Ristoranti,285,True
Darduino Francesca,Cannaregio 1682,,Sarte,Ristoranti,285,True
Da Re Alda,Cannaregio 1506,,Sarte,Ristoranti,285,True
De Curti Zenonra Rosa,S. Polo 899,,Sarte,Ristoranti,285,True
Demini Maria,S. Croce 111-A,Marghera,Sarte,Ristoranti,285,False
De Orlano Norma in Arazano,Giudecca 918,,Sarte,Ristoranti,285,True
De Pol Giannina,S. Croce 2146,,Sarte,Ristoranti,285,True
De Prà Nelia,Castello 5203,,Sarte,Ristoranti,285,True
De Rai Carlotta,Dorsoduro 3593,Marghera,Sarte,Ristoranti,285,False
De Santolo Maria,Cannaregio 3469,Marghera,Sarte,Ristoranti,285,False
De Vita Adele e Sofia,S. Marco 4291,,Sarte,Ristoranti,285,True
D'Este Sorelle,Cannaregio 4971,,Sarte,Ristoranti,285,True
De Virtus Antonia,Calle Saoneri 2686,Marghera,Sarte,Ristoranti,285,False
Dina Linda,Cannaregio 386,,Sarte,Ristoranti,285,True
Dozzo Elviza ved. Pianton,Castello 2982,Marghera,Sarte,Ristoranti,285,False
Fagherazzi Anna,S. Marco 801,,Sarte,Ristoranti,285,True
Faniello Amelia,"S. Croce 1155, int. 9",,Sarte,Ristoranti,285,True
Falletti Teresa,S. Marco 495,,Sarte,Ristoranti,285,True
Fantinl Gemma,Frari 3025,,Sarte,Ristoranti,285,True
Faresin Antonia,Cannaregio 2863,,Sarte,Ristoranti,285,True
Fassini Amalia,S. Giacomo dall'Orio 1627,,Sarte,Ristoranti,285,True
Fazzini Amalia,Cannaregio 5882,,Sarte,Ristoranti,285,True
Fazioli Argentina,S. Croce 1763,,Sarte,Ristoranti,285,True
Ferialdi Maria,Cannaregio 1019,,Sarte,Ristoranti,285,True
Fogliata Leonilde,S. Elena 17,Marghera,Sarte,Ristoranti,285,False
Folin Giovanna,S. Lio 5449,,Sarte,Ristoranti,285,True
Fort Rosina,S. Apostoli 4326,,Sarte,Ristoranti,285,True
Furlon Antonia,S. Geremia 1346,,Sarte,Ristoranti,285,True
Frello Elisa in Bettini,Cannaregio 4118,,Sarte,Ristoranti,285,True
Gaggio Adele,S. Alvise 3240,Marghera,Sarte,Ristoranti,285,False
Gaggio Elsa,Cannaregio 1677,Marghera,Sarte,Ristoranti,285,False
Gamba Erminia,Castello 3629,,Sarte,Ristoranti,285,True
“d u s e” OFFICINA RIPARAZION MACCHINE PER SCRIVERE,"Via XXII Marzo, 2288",Venezia,Salumi (negozi),Ristoranti,285,False
