Name,Address,Location,Role,Profession,Additional Info,page
Marcalini padre Domenico O. P.,- SS. Giovanni e Paolo,Curia Patriarcale,Parroco,PARROCCHIE E SUCCURSALI,Fabbricata dai Padri Domenicani dal 1246 al 1390,89
Manzoni mons. Emilio,- San Giovanni in Bragora,Curia Patriarcale,Parroco,PARROCCHIE E SUCCURSALI,La sua prima fondazione risale al 611,89
Posi don Giorgio,- SAN ANTONINO PRETE M.,Curia Patriarcale,Vicario,PARROCCHIE E SUCCURSALI,Risale la sua origine al sec. VII,89
Zaniol Mons. Giovanni,- SAN ANTONINO PRETE M.,Curia Patriarcale,Rettore,PARROCCHIE E SUCCURSALI,Edificata nel 1745,89
P. Giulio da Schio O. F.M. Capp.,- SAN ANTONINO PRETE M.,Curia Patriarcale,Rettore,PARROCCHIE E SUCCURSALI,Risale la sua origine al sec. VI,89
Noro don Luigi,- San Giuseppe di Castello,Curia Patriarcale,Parroco,PARROCCHIE E SUCCURSALI,Chiesa antichissima,89
Bosa don Giuseppe,- San Giuseppe di Castello,Curia Patriarcale,Cooperatore,PARROCCHIE E SUCCURSALI,Chiesa antichissima,89
Bevilacqua don Giuseppe,- San Lodovico (San Alvise),Curia Patriarcale,Parroco,PARROCCHIE E SUCCURSALI,Edificata nel 1388,89
Arrigoni don Adolfo,- SAN GIROLAMO,Curia Patriarcale,Rettore,PARROCCHIE E SUCCURSALI,La Chiesa di S. Girolamo è chiusa al culto,89
Calderan don Attilio,- San Luca,Curia Patriarcale,Parroco,PARROCCHIE E SUCCURSALI,Risale al sec. XI,89
Tramontin don Silvio,- San Luca,Curia Patriarcale,Cooperatore,PARROCCHIE E SUCCURSALI,Risale al sec. XI,89
Da Villa Don Aldo,- SAN BENEDETTO,Curia Patriarcale,Vicario,PARROCCHIE E SUCCURSALI,Fabbricata verso la fine del X sec.,89
Seno mons. Riccardo,- S. MARCO EVANGELISTA,Curia Patriarcale,Arciprete-parroco,Arciprete-parroco,",",89
Schiavon don Giovanni,- S. MARCO EVANGELISTA,Curia Patriarcale,Primo sacrista,Arciprete-parroco,",",89
Camilla don Otello,- S. MARCO EVANGELISTA,Curia Patriarcale,Secondo sacrista,Arciprete-parroco,",",89
Olivotti Mons. Giuseppe,- S. MARCO EVANGELISTA,Curia Patriarcale,Cooperatore,Arciprete-parroco,",",89
Benzoni don Eugenio,- SAN MOISÈ,Curia Patriarcale,Vicario,Arciprete-parroco,Fondata nel 736 o 787,89
Bonifacio don Giuseppe,- SAN GIULIANO,Curia Patriarcale,Rettore,Arciprete-parroco,Edificata nell'829,89
Baldo don Mario,- SAN GALLO,Curia Patriarcale,Rettore,Arciprete-parroco,Dove sorge l'attuale chiesetta,89
Chialina padre Vettore O. M. C.,- S. Maria Gloriosa dei Frari,Curia Patriarcale,Parroco,Arciprete-parroco,La sua erezione si riferisce alla fine del secolo XIV,89
