Name,Address,Location,Category,Additional Info,page
Società Adriatica di Elettricità,"S, Croce 60., Azienda « Cellina » Distribuzione di energia elettrica nella provincia di Venezia, Direzione S. Luca 4423A Telefono 26-064., Azienda idroelettrica, Impianti di produzione e trasporto energia elettrica. Direzione S. Luca 4423-A, Telefono 26-064.",Mestre,Elettricità,Telefono 50341 | Porto Industriale Ovest (Centrale Termoelettrica di Marghera),197
La Luce « RA »,"S. Marco, S. Samuele 3357",Mestre,Elettricità,"Elettricità, Concessionario per Le Tre Venezie, Tel.: 27-875",197
A.F.E.,"S. Marco, S. Samuele 3357", S. Marvo, S. Samuele 3357,"Elettricità idraulice e gas, | Amedeo Fuga",197
Aldegani Arturo fu Francesco, Cann. 191,Mestre,Elettricità,",",197
Ballia n° Angelo, Via Malamocco 98, Lido,Elettricità,",",197
Baron Albino,"(Cpl. Micelin 7), Murano",Mestre,Elettricità,",",197
Benzon S. G & G. Magozini, S. Polo 706,Mestre,Elettricità,",",197
Boccasile Gaetano fu Natale, S. Marco 1734,Mestre,Elettricità,",",197
Bortali Luigi é Figli, SS. Apostoli 4774,Mestre,Elettricità,Elettrodomestica,197
Gimarosti & Fabris, Via Cattapan 37 A, Mestre,Elettricità,",",197
Cimarosti Umb, Via Mestrina 25, Mestre,Elettricità,",",197
Collauto Domenico di Antonio, Castel. 6474,Mestre,Elettricità,",",197
Cortinovis Annibale fu Giovanni, Castel. 6099,Mestre,Elettricità,",",197
Costantini Aldo fu Giov., Castello 2459,Mestre,Elettricità,",",197
Crovato Antonio, Campo S. M. Formosa 5584,Mestre,Elettricità,"idrauli., bandaio, Telefono 25-131",197
ANTONIO CROVATO, S. MARIA FORMOSA 5584-554,Mestre,Elettricità,"IMPIANTI ELETTRICI, IDRAULICI SANITARI, Deposito e Officina - Lavori Bandaio - Ottonaio, Telefono 25-131",197
Dalla Chiaa Medardo,"San-Aponal, Calle di Mezzo 1239",Mestre,Elettricità,"Elettricista, Idraulico, Imp. luce, acqua, gas grondaie",197
Luigi Bortoli & Figli, SS. APOSTOLI. CORTE REMER 4774,Mestre,Elettricità,"Impianti eletrici d’ogni genere, Officina specializzata per riparazioni di fornelli, cucine, forni eletrici, TELRF. 27-354",197
Caberlotto Giovanni, Piazza Cesare Battisti 16, Mestre,Elettricità,"Riscaldamento, Termosifone, Impianti a Termosifone, impianti e forniture per Idraulica, Gaz, Elettricità, Telefono 50-533",197
Cargassachi Pietro,Piazza Cesare Battisti 16, Marco, Calle della Bissa 5475,"Elettricità, Impianti completi elettrici ed idraulici, Riscaldamento, Manutenzioni, Telefono 26-584 | S",197
PIETRO CARGASACCHI,"S. Marco, Calle della Bissa 5475",Mestre,Elettricità,"FORNITURE GENERALI PER IMPIANTI ELETTRICI, Deposito LAMPADINE OSRAM E NAZIONALI, Ricco assortimento LAMPAĐARI, LAMPADE PORTATILI-Apparecchi ELETTRICI da RISCALDAMENTO PREV ENTIVI, Tel. 26-584",197
Ceola Angelo di Giovanni, Cannar. 2731,Mestre,Elettricità,",",197
Ceola & Polato, P.zza 27 Ott. 4, Mestre,Elettricità,",",197
Gino Medardo Dalla Chiara,P.zza 27 Ott. 4, Calle di Mezzo, 1239,"ELETTRICISTA, IDRAULICO, IMPIANTI LUCE, ACQUA - GAS, GRONDAIE, Telefono 20-104 | S. Aponal",197
Dal Prà Guido di Eugenio, Cannareggio 1801,Mestre,Elettricità,",",197
De Santi Ferruccio fu Giov., S. Marco 3367h,Mestre,Elettricità,",",197
Fabbris Guglielmo fu Michele, Castello 3013,Mestre,Elettricità,",",197
Falci Cesare, Castello 4439 B,Mestre,Elettricità,",",197
Fanello Giuseppe fu Marco, Castello 6125,Mestre,Elettricità,",",197
"Fanello Adolfo ài Fanello rag, Mario", Ponte della Guerra 5386-70,Mestre,idraulica,"Gas, Piastrelle, Metalli, Telef. 24-531",197
Fuga Amedeo (A.F.E.), S. Samuele 3357,Mestre,Elettricità,",",197
Giacomelli Riccardo fu Angelo, Galleria Vittorio Emanuele 12, Mestre,Elettricità,",",197
Jagodkin Giusto fu Giuscp., Ducros 3225,Mestre,Elettricità,",",197
I. P. Isabela, Cannareggio 5589-id,Mestre,Elettricità,",",197
Lazzari Fausto di Antonio, Cannareggio 4025,Mestre,Elettricità,",",197
Livian Silvio fu Lorenzo, S. Polo 2845,Mestre,Elettricità,",",197
Lunetta Giovanni Alfredo di Bellino, Fond. Vetrai 54, Murano,Elettricità,",",197
Magolino Emilio di Francesco, Castel. 2312,Mestre,Elettricità,",",197
Malusa Romano, Via Jacopo Nani 7, Lido,Elettricità,",",197
UMBERRTO CIMAROSTI, VIA MESTRINA. 25, MESTRE,Elettricità,"INSTALLAZIONI idrauhiche - elettriche - Impianti, Eseguiiscco lavori anche fuori Provinee-PREVENTIVI",197
ZAGO F.LLI,VIA MESTRINA. 25, Polo," 1079""","Ritratti artistici - Lavori industriali - Reparto ele, Cinematografico- vendita materiale fotocinematografico, Telefono* 24-396 | ""S",197
