Name,Address,Location,Role,Profession,Additional Info,page
Trevisiol don Giovanni Battista,SAN ANDREA APOSTOLO,Pietro Apostolo,Parroco,Arciprete-parroco,S. MARIA ASSUNTA,91
Rinaldi don Angelo,San Pantaleone,Pietro Apostolo,Parroco,Arciprete-parroco,S. MARIA ASSUNTA,91
Carli don Antenore,San Pantaleone,Pietro Apostolo,Cooperatore,Arciprete-parroco,S. MARIA ASSUNTA,91
Ferrarese cav. uff. don Tullio,San Paolo Apostolo,San Paolo Apostolo,Parroco,Arciprete-parroco,S. MARIA ASSUNTA,91
Bevilacqua don Mario,San Paolo Apostolo,San Paolo Apostolo,Arciprete,Arciprete-parroco,S. MARIA ASSUNTA,91
Rizzati don Angelo,San Paolo Apostolo,San Paolo Apostolo,Cooperatore,Arciprete-parroco,S. MARIA ASSUNTA,91
Tiraaro don Armindo,SAN FRANCESCO DI PAOLA,San Paolo Apostolo,Vicario,Arciprete-parroco,S. MARIA ASSUNTA,91
Dorla Don Orazio,San Raffaele Arcangelo,San Paolo Apostolo,Parroco,Arciprete-parroco,S. MARIA ASSUNTA,91
Scarpa mons. Giuseppe,San Salvatore,San Paolo Apostolo,Parroco,Arciprete-parroco,S. MARIA ASSUNTA,91
Bacci don Edoardo,San Salvatore,San Paolo Apostolo,Cooperatore,Arciprete-parroco,S. MARIA ASSUNTA,91
Gidoni prof. don Mario,SAN NICOLO' DEI MENDICOLI,San Paolo Apostolo,Vicario,Arciprete-parroco,S. MARIA ASSUNTA,91
Fort don Umberto,SAN BARTOLOMEO,San Paolo Apostolo,Vicario,Arciprete-parroco,S. MARIA ASSUNTA,91
Moro don Giovanni,San Silvestro,San Paolo Apostolo,Parroco,Arciprete-parroco,S. MARIA ASSUNTA,91
Vlo don Agostino,SAN GIOVANNI ELEMOSINARIO,San Paolo Apostolo,Vicario,Arciprete-parroco,S. MARIA ASSUNTA,91
Furlanì don Mario,SAN APOLLINARE,San Paolo Apostolo,Rettore,Arciprete-parroco,S. MARIA ASSUNTA,91
Dell'Andrea Mons. Marcello,SAN GIACOMO APOSTOLO,San Paolo Apostolo,Rettore,Arciprete-parroco,S. MARIA ASSUNTA,91
