Name,Address,Location,Category,Additional Info,page,location_cleaned
Casadoro Luigi,"S. Tomà, 2808",Camicerie da uomo,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Cazzagon Vittorio,"S. Tomà, 2808",,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,True
Cellere Antonio,"S. Tomà, 2808",,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,True
Da Venezia Umberto e F.lli,Cann. 1771,Camicerie da uomo,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
De Luigi Eugenio,S. Boldo 2271,Camicerie da uomo,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Gabotti Mario,Via A.joch 14,Mestre,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Ghezzo Vittorio,Via Duca d'Aosta 106.13,Mestre,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Girardi Angelo,S. Croce 942,Camicerie da uomo,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Lanza Francesco,Cann. 2710,Camicerie da uomo,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Lastra Umberto,Cann. 3175,Camicerie da uomo,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Lazzi Luigi,S. Croce 2250,Camicerie da uomo,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Mattinazzi Giovanni,Ma.ghera v. degli Antoni 35,Camicerie da uomo,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Mello prof. Bruno,S. Marco 1735,Camicerie da uomo,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Miotto Alessandro,Cann. 3593,Camicerie da uomo,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Morelli Gino,S. Polo 1954,Camicerie da uomo,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Padoan Bruno,ramo Convento 7,Murano,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Pasinetti Luigi (ditta) di Giovanni Pasinetti,S. Giacomo dall'Orio 1774-B,Camicerie da uomo,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Paulon P. e De Stefani G.,"S. Croce, 2003",Camicerie da uomo,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Pedrocco Piero,"Via Cappuccina, 22",Camicerie da uomo,Mestre,"benzina e derivati,",271,False
Polese Nicolò,Castello 3297,Camicerie da uomo,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Potenz Giuseppe e Attilio,Dorsoduro 4721,Camicerie da uomo,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Rodi Giovanni,Castello 3723,Camicerie da uomo,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
R.manin Floriano,"Lido, Via Malamocco 41",Camicerie da uomo,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Sa.lustriani Vittorio,Via L'erden a 7,Mestre,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Rossetto Mario,Via D. Manin 49,Mestre,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Sandei Mario,S. Polo 2531,Camicerie da uomo,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Scopepin Enrico,"Lido, Via Nicosia 49",Camicerie da uomo,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Solemi Fernando,Cann. 2539,Camicerie da uomo,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Sboliari Giovanni,S. Polo 2832,Camicerie da uomo,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Vanin Armando,Via Colombo 1,Mestre,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Vendramin Angelo,Via Colombo 1,Mestre,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Venerus Alfredo,S. Marco 3981.A,Camicerie da uomo,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Visentin Giovanni,Castello 5533,Camicerie da uomo,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Visentin prof. Virginio,S. Lio 5538-35,Camicerie da uomo,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Vietori Aldo,Castello 6478,Camicerie da uomo,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Zecchini Attilio,Cann. 425-A,Camicerie da uomo,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Zena-ro Romano,S. Polo 2827,Camicerie da uomo,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Brandolisio Umberto,S. Marco 2380,Pittori e decoratori industriali,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Cabbia Candido,"Azienda appalti. cartelli stradali, Cannaregio 3319",Pitturazioni industriali,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
De Rai Rino,Castello 1578,Pitturazioni industriali,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Battiuston Sebastiano,S. Marco 1320,Pizzi e ricami,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Berti,S. Marco 4487-A,Pizzi e ricami,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Burigano Olga Maria,Dorsoduro 3744,Pizzi e ricami,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Discecca ti Giuseppe,Crose'a S. Pantalon n. 3955-56,Pizzi e ricami,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Leardini Ignazio,S. Lorenzo 5107,Pizzi e ricami,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Secco Margherita,S. Marco 691,Pizzi e ricami,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Molinari Giulio,Via Cappuccina 107,Mestre,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Belli u Giulio Natale,S. Marco 4662,Pollerie,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Bellinato Giuseppe,Piazza Da Re,Mestre,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Benvenisti Tulio,Cannaregio 4441,Pollerie,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Berton Attilio,Cannaregio 4441,Chirignago Catene,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Bottazzo Gino,Cannaregio 4441,Chirignago Catene,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Castori Giovanni,Castello 1792,Pollerie,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Emiliani Stella,Cannaregio 5580,Pollerie,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Fogli Ma~io,S. Polo 43,Pollerie,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Gomirato Antonio,S. Polo 222,Pollerie,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Lugatto Giacomo e Vincenzo f.lli,S. Polo n. 204,Pollerie,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Nesto Amedeo,Burano Treporti 50,,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,True
Nisato Andrea,Burano Treporti 50,,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,True
Nisato Giuseppe,Burano Treporti 50,,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,True
Pieretti Emilia,D. Duro 1169,Pollerie,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Pretto Narciso,"Lido, Gran Viale 43",Pollerie,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Schierato Teresa,S. Polo 972,Pollerie,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Semenzato Natale,S. Marco 3170,Pollerie,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
T'@manotin Luigi,Castello 1342,Pollerie,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Trevisanato Antonio,S. Polo 78,Pollerie,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Trevisanato Ermene.gi ldo,Castello 5766,Pollerie,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
"Trevisanato F.lli Pietro, Vittorio ed Enrico",Castello 5766,Chirignago,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Trevisanato Gino Aldo,S. Polo 355,Pollerie,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
S. A. Litarpomice Veneta,S. Polo 355,"Pomici, detriti e conglomerati",Macchine per scrivere - Calcolatrici - Duplicatori,"P. Marghera, Canale Industriale Ovest",271,False
Fanello Giuseppe,S. Maria Formosa 6128,Pompe funebri,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
"Pagliarin Francesco, Impresa Pompe Funebri","Via Giacinto Gallina, 6145",Pompe funebri,"Premiata Fabbrica Casse Mortuarie Comunali di Lusso, Assortimento Fannli e Portaforrl m Bronzo, Croci in Marmo per Campi Comunli, Tel. (giorno e notte) n. 23.070","benzina e derivati,",271,False
"Rallo Antonio (Ditta), Fabbro.azione propria Casse mortuarie comun. di lusso, zincoate. Arredi funebri ed affini, Servizi In puntuale, Prezzi modic1, Assumono c~ni lncarico per pratlca di Legge tre· sporti funebri per Citt<i e Provincia e per l'Estero","Mestre, Via Cesare Battisti, Strada Ospedale, 4, Tel 50-113",Pompe funebri,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Servizio Municipalizzato dei T-asporti Funebri,SS. Apostoli 4463,Pompe funebri,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Mazzau],S Marco 3568,"Pompe, motopompe, elettropompe",Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
Perani Antonio,Via Piave 113,Mestre,Macchine per scrivere - Calcolatrici - Duplicatori,"benzina e derivati,",271,False
d.u@s.e. ,VENEZIA - Via XXII Marzo 2288,Macchine per scrivere - Calcolatrici - Duplicatori,Macchine per scrivere - Calcolatrici - Duplicatori,"OCCASIONI - CAMBI - RICOSTRUZIONI - NOLEGGI, Telefono n. 25.889",271,False
