Name,Address,Location,Category,Additional Info,page,location_cleaned
INTREV Agenzia,Via Mazzini 5110,Mestre,Agenzie d’informazioni,Bollettino quotidiano d’informazioni,136,False
Adriatic Shipping Company s. r. l.,"S. Marco, 2031",,Agenzie marittime,"affittanze,  mediazioni ammazione,",136,True
Agenzia Marittima Molin,"S. Marco, 2400",,Agenzie marittime,"affittanze,  mediazioni ammazione,",136,True
Bavaro Gennaro,"Castello, 4979",,Agenzie marittime,"affittanze,  mediazioni ammazione,",136,True
Boldrin e Masin,"Salizzada S. Pantalon, 132",,Agenzie marittime,Tel. 25-101,136,True
Bonato e Bisotto Soc. in N. Collet,"S. Marco, 1074",,Agenzie marittime,"affittanze,  mediazioni ammazione,",136,True
Cinotti A. P.,"S. Marco, 1269",,Agenzie marittime,"affittanze,  mediazioni ammazione,",136,True
Consorzio fra gli Agenti Marittimi,"San Marco, 866. Tel. 23-745, Tel. Abitazione 27-380",,Agenzie marittime,"affittanze,  mediazioni ammazione,",136,True
Contrini Luigi,"San Marco, 860",,Agenzia Marittima,"Spedizioni,  Noleggi,  Trasporti fluviali,  Autotrasporti,  Mediazioni,  Compera vendita navi,  Tel. 23-745,  Tel. Abitazione 27-308",136,True
Ditta Carlo Tonolo fu Matteo,"San Marco, 1341",,Agenzia Marittima e Casa di Spedizioni,"Telefoni 22-848 ; 22-768,  Abitazione Tonolo Davide: Dorsoduro 3131A,  Tel. 23-881",136,True
Eibenstein Gustavo,S. Marco,Mestre,Agenzie marittime,"affittanze,  mediazioni ammazione,",136,False
Grendi Marcantonio e Figlio,S. Marco 2353,,Agenzie marittime,"affittanze,  mediazioni ammazione,",136,True
Meneghini e C. di Meneghini Vincenzo,"San Marco, 2474",,Agenzie marittime,"affittanze,  mediazioni ammazione,",136,True
Neermann Gastone,S. Marco 2474,,Agenzie marittime,"affittanze,  mediazioni ammazione,",136,True
Olivieri,S. Marco 1328,,Agenzie marittime,Bellini e Michelini,136,True
Panfilo ing. Giuseppe,S. Marco 1328,,Agenzie marittime,"affittanze,  mediazioni ammazione,",136,True
Pellerano Alberto,S. Marco 3242,,Agenzie marittime,"affittanze,  mediazioni ammazione,",136,True
Pragna del dr. Giorgio Médail,S. Marco 2670 A,,Agenzie marittime,"affittanze,  mediazioni ammazione,",136,True
PRAGMA AGENZIA MARITTIMA,"S. Marco, 2670 a",,Agenzie marittime,"Forniture Industriali,  Acciai,  Utensileria Meccanica,  Telefono 24-987",136,True
Radoniceich fu D.,S. Marco 1341,,Lloyd’s Agen.,"affittanze,  mediazioni ammazione,",136,True
Raineri Salvatore (Ditta),"S. Marco, 2013 A",,Agenzie marittime,"affittanze,  mediazioni ammazione,",136,True
Rizzato Cap. Giovanni,Giudecca 40,,Agenzie marittime,"affittanze,  mediazioni ammazione,",136,True
S. A. Aurelio Mezcozzi e C.,"Salizzada S. Moisè, 1470",Mestre,Agenzie marittime,"affittanze,  mediazioni ammazione,",136,False
S. A. Gestione Agenzie Marittime Adriatiche,"S. Marco, 1128",Mestre,Agenzie marittime,"affittanze,  mediazioni ammazione,",136,False
Salvagno Gino Egidio,"S. Marco, 1463",,Anonima di Navigazione, Tel. 24-369 ; 24-370,136,True
Succ. N. Cavinato,"S. Marco, 4557",,Agenzie marittime,"affittanze,  mediazioni ammazione,",136,True
Tarabocchia G. e C. S. A.,"S Marco Fond. della Fenice, 2564",,Agenzie marittime,Tel. 23-497,136,True
Tripcovich D.,Via XXII Marzo,Mestre,Soc. di Navigazione,"affittanze,  mediazioni ammazione,",136,False
Tuillier Sebastiano,Zattere 402-A,,Agenzie marittime,"affittanze,  mediazioni ammazione,",136,True
Davarda Ottone,"S. Croce, 2252",,Agenzie di pagno,"affittanze,  mediazioni ammazione,",136,True
S.I.C.A.P.,S. Marco 50,,Agenzie di pubblicità,"affittanze,  mediazioni ammazione,",136,True
Società per la Pubblicità in Italia S. P. J.,San Marco 144,,Agenzie di pubblicità,"affittanze,  mediazioni ammazione,",136,True
S.F.E.A.T.,San Marco 144,,Soc. Elenchi Abbonati al Telelef. An.,pr. Telve | S. Salvatore,136,True
