Name,Address,Location,Category,Additional Info,page
Benvenuti Giacomo,Via Manin,Mestre,Vini (grossisti),Category: Vetri industriali,317
Bertocco Giuseppe,Via Tesera 430,Favaro Veneto,Vini (grossisti),Category: Vetri industriali,317
Biscontini Cristiano,"Via Tesera 430, Dorsoduro 992",Lido,Vini (grossisti),Category: Vetri industriali,317
Bolla F.lli,S. Salvatore 5228,Lido,Vini (grossisti),Category: Vetri industriali,317
Bonecchi Valente,"S. Salvatore 5228, S. Polo 2759",Lido,Vini (grossisti),Category: Vetri industriali,317
Bonotto P. A e Figli,Premiate Cantine S. Polo di Piave (Treviso),Deposito di Venezia, S. Cassiano," Calle della Regina,  2198 A, , ",317
Breda Pasquale,Via Cappuccina 32,Mestre,Vini (grossisti),Category: Vetri industriali,317
Calò Giovanni,"Cannaregio, 5224 - 25 e 1305",Lido,Vini (grossisti),Category: Vetri industriali,317
Canena Angelo,"Cannaregio, 5224 - 25 e 1305, Castello 6165",Lido,Vini (grossisti),Category: Vetri industriali,317
Cantina Sociale Coop. di Tezze di Piave,Castello 5490,Lido,Vini (grossisti),Category: Vetri industriali,317
Ca-bonem. Achille,"Castello 5490, Castello 4682 A",Lido,Vini (grossisti),Category: Vetri industriali,317
Carrer Giuseppe,"Castello 5490, Castello 4682 A",Favaro loc. Dese,Vini (grossisti),Category: Vetri industriali,317
Cattapan Basilio ed Elia Luigi,Via Palazzo 4,Mestre,Vini (grossisti),Category: Vetri industriali,317
Cazzador Mario,Via Gazzera al Forte 24,Mestre,Vini (grossisti),Category: Vetri industriali,317
Cecchetti Giacomo,Via Cattapan 121,Mestre,Vini (grossisti),Category: Vetri industriali,317
Cecchiciano Angelo,Via Cattapan 121,Carpenedo,Vini (grossisti),Category: Vetri industriali,317
Cestari Bianca,Via Com. Zugna,Mestre,Vini (grossisti),Category: Vetri industriali,317
Colonna Andrea,"Via Com. Zugna, Cannaregio 3289",Lido,Vini (grossisti),Category: Vetri industriali,317
Colussi Eugenio e Figli,"Via Com. Zugna, Cannaregio 3289, Cann. 1697 A",Lido,Vini (grossisti),Category: Vetri industriali,317
Coag.regazione Armena,"Via Com. Zugna, Cannaregio 3289, Cann. 1697 A", Bura,Vini (grossisti),Mechitaristi,317
Cons. Martino,Depos. 5,Lido,Vini (grossisti),Category: Vetri industriali,317
Consorzio Veneziano Importazione Vini — Soc. a. r. l.,Santa Croce 89,Lido,Vini (grossisti),Category: Vetri industriali,317
Costantini Emilio,Via Pontinello 187,Burano,Vini (grossisti),Category: Vetri industriali,317
Costantini Gino,"Murano fdm, Vetrai 47-B",Lido,Vini (grossisti),Category: Vetri industriali,317
Crosera Rosina ved. Foschi,"Murano fdm, Vetrai 47-B, Castello 5032",Lido,Vini (grossisti),Category: Vetri industriali,317
Dalla Venezia Giovanni,"Murano fdm, Vetrai 47-B, Castello 5032, Cannaregio 1506",Lido,Vini (grossisti),Category: Vetri industriali,317
Del Rossi Luigi Vittorio,"Murano fdm, Vetrai 47-B, Castello 5032, Cannaregio 1506",Burano Cavanna,Vini (grossisti),Category: Vetri industriali,317
De Re Santina,Via Calvi,Marghera,Vini (grossisti),Category: Vetri industriali,317
De Vita Bartolomeo e Figli,"Via Calvi, Cann. 1334 C",Lido,Vini (grossisti),Category: Vetri industriali,317
Distilleria Maraschinio e liquori,Romano Via ​hoy. Castello 6041,Lido,Vini (grossisti),Category: Vetri industriali,317
Fanucchi Emilio,"Romano Via ​hoy. Castello 6041, Castello 5997 B",Lido,Vini (grossisti),Category: Vetri industriali,317
F.lli Guadalupi di Carmelo,"Campo Manin, 4458",Lido,Vini (grossisti),"Vini Marsala,  Vermouth,  Olii,  Aceto,  Tel. 22-555,  Depositl; S. Zan Degola,  Tel. 24-871,  S. Maria,  Tel. 22-218",317
F.lli Moe,"Campo Manin, 4458, Ca. sa fondata nel 1878",Lido, S. Croce,"Ruga Belia,  1084, Telef. 22.622,  Depositi: S. Mar. t 8,  Telefono 22.218. | Negozianti e produttori vini",317
Foschi Francesco,fond. S. Lorenzo 5082,Lido,Vini (grossisti),Category: Vetri industriali,317
Girardi Antonio,Via Olivi 21,Mestre,Vini (grossisti),Category: Vetri industriali,317
Girardi Ugo,"Via Olivi 21, Castello 4972",Lido,Vini (grossisti),Category: Vetri industriali,317
Gottardo F.lli,Via C. Battisti 545,Mestre,Vini (grossisti),Category: Vetri industriali,317
Gottardo Vittorio,Via Ospedale,Mestre,Vini (grossisti),Category: Vetri industriali,317
Guadagnì Maria,Via Dante 111,Mestre,Vini (grossisti),Category: Vetri industriali,317
Guadalupe F.lli,"Via Dante 111, S. Marco 4283",Lido,Vini (grossisti),Category: Vetri industriali,317
La Gatta Desiderio,"Via Dante 111, S. Marco 4283, Cannaregio 5903",Lido,Vini (grossisti),Category: Vetri industriali,317
Lambert Pompeo,Via Michel.,Lido,Vini (grossisti),Category: Vetri industriali,317
Lewotorto Giuseppe,Via Zambecari,Mestre,Vini (grossisti),Category: Vetri industriali,317
