Name,Address,Location,Category,Additional Info,Profession,Role,page
Barbier Giuseppe,Dorsoduro 523,Dorsoduro,Alimentari,gross.,,",",343
Barbier Giuseppe,Rialto 849-A,,Salumi,grossisti,,",",343
Barbier Orsolina,San Marco 4340,San Marco,Parrucchiere,"per signora, e berbiere",,",",343
Barbier-Pierina Faustinelli,S. Marco 4849,S. Marco,Fotografe,gaginetti di posa,,",",343
Barbiero Florindo,"Mestre, Via Gazzera Forte 30",Mestre,Scopino,ORGANIZATION,,",",343
Barbiero Marco,"Mestre, Via Gazzera Forte 30",Zelarino,Scopino,ORGANIZATION,,",",343
Barbin Fiorenzo,Castello 1567,Castello,Sarto,da uomo,,",",343
Barbin Pio,S. Marco 283,S. Marco,Specialità Veneziane,credi,,",",343
Barbin Riccardo,"Murano, Via Daniele Mann 86",Murano,Alimentari,dett.,,",",343
Barbin Sergio,Castello 3899,Castello,Radio,riparazioni,,",",343
Barbini Biagio,"Mestre, Via E. Toti 9",Mestre,Impresa Edile,ORGANIZATION,,",",343
Barbini Giuseppe,"Giudecca 54, Dorsoduro 523",Giudecca,Alimentari,dett.,,",",343
Barbini Guglielmo,"Murano, Fondamenta Vetrai 6",Murano,Vetri Decorati,ORGANIZATION,,",",343
Barbini Guido,"Murano, Fondamenta Vetrai 6",,Procuratore,Banco di Roma,,",",343
Barbini & Longega,"Murano, Fondamenta Vetrai 6",Murano,"Vetri ""Cristalli e Specchi""","Vetri incisi, stabilimento",,",",343
Barbini Pio,Castello 4158,Castello,Fertilizzanti,e anticrittogamici,,",",343
Barbini Arturo,Castello 4158,,Consigliere Municipale,ORGANIZATION,,",",343
Barbini Pio,S. Marco 483,S. Marco,Oggetti Artistici,ORGANIZATION,,",",343
Barbini dr. Pirro,S. Lio 5778,S. Lio,Presidente,Opera Pia: Asili di Carità per L'Infanzia,,",",343
Barbini Vittorio & F.lli,S. M. del Giglio 2516,S. M. del Giglio,Materiali Refrattari,Prodotti chimici,,",",343
Barbinari Pietro,San Polo 614,San Polo,Materiale per Costruzioni Edili,ORGANIZATION,,",",343
Barbisan Domenico,Cannaregio 6051,Cannaregio,Alimentari,dett.,,",",343
Barbon Caterina,Cannaregio 6051,Mestre,Ostetrica,ORGANIZATION,,",",343
Barbon f. & C.,Campo S. Maria del Giglio 3469-53,,Casa di Spedizioni,"Autotrasporti, Traslochi, Spedizioni, Commis.",,",",343
Barbon Lodovico,Cannaregio 5119,Cannaregio,Rappresentante Macchinari,ORGANIZATION,,",",343
Barbon Marino,"Mestre, Via Fratelli Bandiera 20",Mestre,Articuli Tecnici,ORGANIZATION,,",",343
Baretto Alteste di Dalla Pasqua Giulia,Cannaregio 2629,Cannaregio,Tessuti Filati,ORGANIZATION,,",",343
Bardella Luigi,"S. Elena, IV Novembre 14-15-16",S. Elena,Bottiglieri,ORGANIZATION,,",",343
Bardelle Carlo & C.,"S. Elena, IV Novembre 14-15-16",,Cantieri Navali,"360.,A.",,",",343
Bardelle S. A.,Merceria dell’Orologio 263,,Foto,Ottica,Geodesia,",",343
Bareto A. & I.,Merceria dell’Orologio 263,Mestre,Cicli e Motocicli,"Accessori, riparazioni, vendite, commercio",,",",343
Barra Carlo,S. Salvatore 4948,S. Salvatore,Strumenti Musicali,ORGANIZATION,,",",343
Baretta Aless. & Figlio,Santa Croce 1319,Santa Croce,Decoratori e Pittori,ORGANIZATION,,",",343
Barettin Giacomo,S. Marco 1296,S. Marco,Oggetti Artistici,ORGANIZATION,,",",343
Barettin Angelo,S. Marco 1296,Accademia,Edicola,Giornali &(vendita),,",",343
Baretto Luigi,Cannaregio 5942,Cannaregio,Alimentari,dett.,,",",343
Baretton Silvio,Cannaregio 5942,,C. Reparto ,"Uf. personale Ferrovia dello Stato, Direzione 5. Lade",,",",343
Baretto Umberto,Cannaregio 5941,Cannaregio,Alimentari,dett.,,",",343
Bari Alfredo,SS. Apostoli 4807,,Impresa Edile,ORGANIZATION,,",",343
Barcella Don Gastone,SS. Apostoli 4807,Campo San Zaccaria,Vicario,S. Sebastiano,,",",343
Bar Geieteria „Da Nico“,Zattere 922,Zattere,Gelateria,ORGANIZATION,,",",343
Barigazzi Elde,S. Marco 344,S. Marco,Profumeria,ORGANIZATION,,",",343
Barina Camillo,S. Marco 344,Ca' d'Oro,Industria Ghiala,Caser au Sile,,",",343
Barina Giacomo,Castello 3452,Castello,Bottiglieria,ORGANIZATION,,",",343
Barinso Primo,"Mestre, Via 27 Ottobre 90",Mestre,Calzaturificio,ORGANIZATION,,",",343
Barision Giuseppe,S. Croce 1613,S. Croce,Tappezziere,ORGANIZATION,,",",343
Barlese Raffaello,"Mestre, Via Locchi num. 9",Mestre,Geometra,ORGANIZATION,,",",343
Barnio dr. Giovanni,Dorsoduro 2797,Dorsoduro,Medicina Generale,ORGANIZATION,,",",343
Baro Giuseppe,"Mestre, Via Carducci 27",Mestre,Autonoleggi,ORGANIZATION,,",",343
Baro Olindo,"Dorsoduro 530, San Marco 5407",Dorsoduro,Ferramenta e Metalli,ORGANIZATION,,",",343
Barolini Antonio & Alttie F.lli,Castello 5123,Castello,Vini,grossisti,,",",343
"Barolini, G. B.","Castello 5123, S. Cananico 5829",,"Groscisti commerciti vini, ",Uffici: Magazzini: Santa Marta,,",",343
Baron Albino,"Murano, Cpl. Michel 4",Murano,Elettricità Idraulica e Gas,ORGANIZATION,,",",343
Baron Arualdo,Cannaregio 2616,Cannaregio,Oggetti Usati,ORGANIZATION,,",",343
Baroncelli Andrea,S. Marco 1645,S. Marco,Modisteria,"Stoffe, tessuti",,",",343
Barone &iggi,S. Marco 1645,Mestre,Ricupert Autarcchici,Piazza Umberto I,,",",343
Baroni Andrea,S. Marco 1994,S. Marco,Tipografa,ORGANIZATION,,",",343
Baroni Arnaldo,Cannaregio 2381,Cannaregio,Carta e Stracci per Caritere,ORGANIZATION,,",",343
Baroni Giovanni,Castello 3473,Castello,Latteria,ORGANIZATION,,",",343
Baroni dr. Giuseppe,Cannaregio 4093,Cannaregio,Attuario,ORGANIZATION,,",",343
Baroni Tessai,S. Polo 1058,S. Polo,Lattera,ORGANIZATION,,",",343
Baronis comm. Ottorino,S. Polo 1058,Campo San Zaccaria,Comandante ,"Legione Terri, del Carabincri",,",",343
Barosco Romolo,"Mestre, Via Torre Belfredo",Mestre,Pastificio,ORGANIZATION,,",",343
Barovier Antonio & C.,San Giobbe Calle della Madonna 985,San Giobbe,Vetri e Artistici,ORGANIZATION,,",",343
Barovier Toso & C. & A. I.,Murano Fondamenta Vetrai 28,Murano,GUÏDA COMMERCIALE DI VENEZIA E PROVINCIA,Perle e Vetri,produtt. e commercio,",",343
Barozzi Alvise,San Marco 5401,San Marco,Antichita Belle Arti,ORGANIZATION,,",",343
Barozzi Dino,S. Marco 2898,S. Marco,Antichita Belle Arti,ORGANIZATION,,",",343
