Name,Address,Location,Role,Profession,Additional Info,page
Dr. Ing. Cav. uff. Alfonso Roselli,ex Convento S. Salvador,,Ispettore di Zona,,,63
Marini cav. uff. rag. Giovanni,ex Convento S. Salvador,,Vice Ispettore di Zona,,,63
Dr. Ing. Antonio Dani,Palazzo telefoni Mestre,,Capo Ufficio Trasmissioni,,,63
Cav. Venerio Umberto,Palazzo telefoni Mestre,,Capo Ufficio Interurbano di Stato,,,63
Ambrosi dr. ing. Augusto,"Via Jacopo Nani, 15 Lido",,Presidente,,,63
Fonda Savio sig. Antonio,"Via Jacopo Nani, 15 Lido",,Vice Presidente,,,63
Gatti dr. ing. Giovanni,"Via Jacopo Nani, 15 Lido",,Consigliere,,,63
Reiss Romoli sig. Guglielmo,"Via Jacopo Nani, 15 Lido",,Consigliere,,,63
Scarpa dr Amedeo Antonio,"Via Jacopo Nani, 15 Lido",,Consigliere,,,63
Sconoda prof. Giovanni,"Via Jacopo Nani, 15 Lido",,Consigliere,,,63
Tiribelli dr ing. Mario,"Via Jacopo Nani, 15 Lido",,Consigliere,,,63
Traldi sig. Luigi,"Via Jacopo Nani, 15 Lido",,Consigliere,,,63
Ungaro dr. ing. Mario,"Via Jacopo Nani, 15 Lido",,Consigliere,,,63
Vlagarani sig. Francesco,"Via Jacopo Nani, 15 Lido",,Consigliere,,,63
Rapallino sig. Eugenio,"Via Orso, Appartamento n. 3 Lido",,V. Direttore,,,63
Loly ing. Salone,S. Fantin numero 1879,,V. Direttore,,,63
Nordio dr. Arduino,Via Nexponte 16 B Lido,,Segretario,,,63
Pallecchini gr. uff. dr. ing. Annibale,Rialto 19,,Presidente,,,63
N. X.,Rialto 19,,Vice Presidente,,,63
Tortarolo comm. ing. dr. Giuseppe,Rialto 19,,Ispettore Superiore del Genio edile,,,63
Meloni comm. ing. dr. Francesco,Rialto 19,,Ispettore Superiore del Genio edile,,,63
Paunini comm. ing. dr. Giulio,Rialto 19,,Ispettore Superiore del Genio edile,,,63
Boni comm. dr. Guido,Rialto 19,,Capo Ufficio,Direttore: capo Divisione,,63
Boni comm. dr. Guido,Rialto 19,,Divisione Seconda,,,63
Vitale cav uff. Dionigi,Rialto 19,,Economo,,,63
Antoci Comm. prof. Francesco,Rialto 19,,Capo Ufficio,,,63
Paunini comm. dr. Giulio,Rialto 19,,Direttore,Ufficio Idrografico,,63
Alessi Comm. Dino,Palazzo Dieci Savi - Sottoport. di Rialto 50,,Ingegnere Capo,,,63
Pavanello cav. Luigi,Palazzo Dieci Savi - Sottoport. di Rialto 50,,Ing. Princ. di Sez.,,,63
Adami cav. Mario,Palazzo Dieci Savi - Sottoport. di Rialto 50,,Ing. Princ. di Sez.,,,63
Mascaro cav. Nicola,Palazzo Dieci Savi - Sottoport. di Rialto 50,,Ing. Princ. di Sez.,,,63
Corner sig. Giuseppe,Palazzo Dieci Savi - Sottoport. di Rialto 50,,Ing. Princ. di Sez.,,,63
Jacuzzi Comm. Agostino,Palazzo Dieci Savi - Sottoport. di Rialto 50,,Ing. Princ. di Sez.,,,63
Zille cav. uff. G. Giacomo,Palazzo Dieci Savi - Sottoport. di Rialto 50,,Geometra capo,,,63
Sforza cav. Attendolo,Palazzo Dieci Savi - Sottoport. di Rialto 50,,Geometra capo,,,63
Veronese cav. Sante,Palazzo Dieci Savi - Sottoport. di Rialto 50,,Geometra principale,,,63
Dal Santo Ing. Gino,Palazzo Dieci Savi - Sottoport. di Rialto 50,,Geometra principale,,,63
Muzzi cav. Ulrico,Palazzo Dieci Savi - Sottoport. di Rialto 50,,Geometra principale,,,63
Viti cav. Gino,Palazzo Dieci Savi - Sottoport. di Rialto 50,,Geometra principale,,,63
Lazzarini cav. Giuseppe,Palazzo Dieci Savi - Sottoport. di Rialto 50,,Geometra principale,,,63
Colbachini cav. Guglielmo,Palazzo Dieci Savi - Sottoport. di Rialto 50,,Geometra principale,,,63
Ciara cav,Palazzo Dieci Savi - Sottoport. di Rialto 50,,Corpo del Genio Civile,Primo archivista,Mariano,63
Veronese cav. Mario,Palazzo Dieci Savi - Sottoport. di Rialto 50,,Primo archivista,,,63
Seno Jole,Palazzo Dieci Savi - Sottoport. di Rialto 50,,Applicata,,,63
Lucerca cav. Ercolano,Palazzo Dieci Savi - Sottoport. di Rialto 50,,Primo Assistente,,,63
Moni cav. Massimo,Palazzo Dieci Savi - Sottoport. di Rialto 50,,Primo Assistente,,,63
Bisoffi Guido,Palazzo Dieci Savi - Sottoport. di Rialto 50,,Primo Assistente,,,63
