Name,Address,Location,Category,Additional Info,page
Fassetta Osvaldo,Via F.lli Bandiera 25,Mestre,Autotrasporti,PELLESTRINA,150
Fioravanti Antonio,Via F.lli Bandiera 25,Malamocco,Autotrasporti,Piazza,150
Garage Lévora,Via Rosa 46,Mestre,Autotrasporti,PELLESTRINA,150
Gasparini Mario,Via Mestrina,Mestre,Autotrasporti,PELLESTRINA,150
Marangoni Mario,Via Torre Belfr.,Mestre,Autotrasporti,PELLESTRINA,150
Marcon Pietro,Via Piave 63,Mestre,Autotrasporti,PELLESTRINA,150
Marinato Antonietta,Via Piave 16,Mestre,Autotrasporti,PELLESTRINA,150
Masiero Severino,Via Piave 16,Mestre,Autotrasporti,PELLESTRINA,150
Mattiazzo F.lli,Via Carducci 6,Mestre,Autotrasporti,PELLESTRINA,150
Micheluzzi Augusto,Via Circonvall. 1,Mestre,Autotrasporti,PELLESTRINA,150
Polato Virgilio,P.za Umberto l. 64,Mestre,Autotrasporti,PELLESTRINA,150
Pregueria Alberto,P.za Umberto l. 64,Carpenedo,Autotrasporti,PELLESTRINA,150
Rebeschini Vittorio,P.za Umberto l. 64,Mestre,Autotrasporti,Viale Stazion,150
"S. A., L. Serena",Via Cappuccina 141,Mestre,Autotrasporti,PELLESTRINA,150
S. A. Autonoleggi Bornì,Via Cappuccina 141,Piazzale Roma,Autotrasporti,PELLESTRINA,150
Scanferrato Elio,Via Zero Alto,Zelarino,Autotrasporti,PELLESTRINA,150
Soc. An. Gestione Autorimesse S.A.G.A.,San Marco 181,Mestre,Autotrasporti,PELLESTRINA,150
Soc. Autorimessa Roma a. r. l. (S. A. R.),Via Piave 17,Mestre,Autotrasporti,PELLESTRINA,150
"S.C.A., Servizio Custodia Automezzi di Baldi Aldo",Via F.lli Bandiera 5,Mestre,Autotrasporti,PELLESTRINA,150
"Soc. Commerciale Anonima Auto Trasporti, S.C.A.A.T.",Via F.lli Bandiera 5,Mestre,Autotrasporti,Stazione,150
Soc. Commerciale in nome coll. Gheller & Rossi,Via F.lli Bandiera 5,Mestre,Autotrasporti,PELLESTRINA,150
Tonini Pietro,Via Piave,Mestre,Autotrasporti,PELLESTRINA,150
Ugolini Gino,Via Rosa 26,Mestre,Autotrasporti,PELLESTRINA,150
Zalvianini Olga,Via Manin 14,Mestre,Autotrasporti,PELLESTRINA,150
Zara Carlo,Via F.lli Bandiera,Mestre,Autotrasporti,PELLESTRINA,150
L'Automeccanica Società d.f.,Via F.lli Bandiera 14 (fermata Tramvia Soc. Veneta),Marghera,Autoofficine,"Officina specializzata per la riparazione Automezzi, Banco Prova pompe iniezione ed iniettori, Alesatura cilindri motore, Barenatura, Carica batterie",150
Esservizio Officine di Naletto Giuseppe,Via F.lli Bandiera 14 (fermata Tramvia Soc. Veneta),Piazzale Roma,Autotrasporti,PELLESTRINA,150
Francescani Ing. Carlino.,Via Cappuccina,Mestre,Autotrasporti,telef. 50-100 e 51-388,150
Francescani Ing. Carlino.,Piazzale Roma S. Croce 274,Venezia,Autotrasporti,telef. 26889,150
S. A. Autostrade di Venezia e di Padova,"Via 22 Marzo, 2309",Marghera,Autostrade,PELLESTRINA,150
Autoscuola Fraccaro,Via Card. 76,Mestre,Autoscuole,PELLESTRINA,150
Primaria Scuola automobilistica Giulio dalla Mura,Via Piave,Mestre,Autoscuole,PELLESTRINA,150
An. Carburanti combustibili e affini S. A.,"S. Marco, 2781",Marghera,Autotrasporti,PELLESTRINA,150
GARAGE CENTRALE,Via Rosa,Mestre,Noleggio auto di lusso,"Rifornimenti, Riparazioni e Posteggi",150
S. A. R.,Via Rosa,Marghera,Officina riparazioni,"Ricambi, Stazione servizio | SOCIETA' AUTORIMESSA ROMA",150
FRANCESCONI Ing. CARLINO,Via Cappuccina,Mestre,"Magazzino Ricambi Auto, Moto, Industrie","Moderna Officina Specializzata, Rettifiche, Ricostruzioni",150
FRANCESCONI Ing. CARLINO,Piazzale Roma S. Croce 274,Venezia,Autotrasporti,Tel. 26-889,150
