Name,Address,Location,Category,Additional Info,page,location_cleaned
Fassetta Osvaldo,Via F.lli Bandiera 25,Mestre,Autotrasporti,PELLESTRINA,150,False
Fioravanti Antonio,Via F.lli Bandiera 25,Malamocco,Autotrasporti,Piazza,150,False
Garage Lévora,Via Rosa 46,Mestre,Autotrasporti,PELLESTRINA,150,False
Gasparini Mario,Via Mestrina,Mestre,Autotrasporti,PELLESTRINA,150,False
Marangoni Mario,Via Torre Belfr.,Mestre,Autotrasporti,PELLESTRINA,150,False
Marcon Pietro,Via Piave 63,Mestre,Autotrasporti,PELLESTRINA,150,False
Marinato Antonietta,Via Piave 16,Mestre,Autotrasporti,PELLESTRINA,150,False
Masiero Severino,Via Piave 16,Mestre,Autotrasporti,PELLESTRINA,150,False
Mattiazzo F.lli,Via Carducci 6,Mestre,Autotrasporti,PELLESTRINA,150,False
Micheluzzi Augusto,Via Circonvall. 1,Mestre,Autotrasporti,PELLESTRINA,150,False
Polato Virgilio,P.za Umberto l. 64,Mestre,Autotrasporti,PELLESTRINA,150,False
Pregueria Alberto,P.za Umberto l. 64,Carpenedo,Autotrasporti,PELLESTRINA,150,False
Rebeschini Vittorio,P.za Umberto l. 64,Mestre,Autotrasporti,Viale Stazion,150,False
"S. A., L. Serena",Via Cappuccina 141,Mestre,Autotrasporti,PELLESTRINA,150,False
S. A. Autonoleggi Bornì,Via Cappuccina 141,Piazzale Roma,Autotrasporti,PELLESTRINA,150,False
Scanferrato Elio,Via Zero Alto,Zelarino,Autotrasporti,PELLESTRINA,150,False
Soc. An. Gestione Autorimesse S.A.G.A.,San Marco 181,,Autotrasporti,PELLESTRINA,150,True
Soc. Autorimessa Roma a. r. l. (S. A. R.),Via Piave 17,Mestre,Autotrasporti,PELLESTRINA,150,False
"S.C.A., Servizio Custodia Automezzi di Baldi Aldo",Via F.lli Bandiera 5,Mestre,Autotrasporti,PELLESTRINA,150,False
"Soc. Commerciale Anonima Auto Trasporti, S.C.A.A.T.",Via F.lli Bandiera 5,Mestre,Autotrasporti,Stazione,150,False
Soc. Commerciale in nome coll. Gheller & Rossi,Via F.lli Bandiera 5,Mestre,Autotrasporti,PELLESTRINA,150,False
Tonini Pietro,Via Piave,Mestre,Autotrasporti,PELLESTRINA,150,False
Ugolini Gino,Via Rosa 26,Mestre,Autotrasporti,PELLESTRINA,150,False
Zalvianini Olga,Via Manin 14,Mestre,Autotrasporti,PELLESTRINA,150,False
Zara Carlo,Via F.lli Bandiera,Mestre,Autotrasporti,PELLESTRINA,150,False
L'Automeccanica Società d.f.,Via F.lli Bandiera 14 (fermata Tramvia Soc. Veneta),Marghera,Autoofficine,"Officina specializzata per la riparazione Automezzi, Banco Prova pompe iniezione ed iniettori, Alesatura cilindri motore, Barenatura, Carica batterie",150,False
Esservizio Officine di Naletto Giuseppe,Via F.lli Bandiera 14 (fermata Tramvia Soc. Veneta),Piazzale Roma,Autotrasporti,PELLESTRINA,150,False
Francescani Ing. Carlino.,Via Cappuccina,Mestre,Autotrasporti,telef. 50-100 e 51-388,150,False
Francescani Ing. Carlino.,Piazzale Roma S. Croce 274,Venezia,Autotrasporti,telef. 26889,150,False
S. A. Autostrade di Venezia e di Padova,"Via 22 Marzo, 2309",Marghera,Autostrade,PELLESTRINA,150,False
Autoscuola Fraccaro,Via Card. 76,Mestre,Autoscuole,PELLESTRINA,150,False
Primaria Scuola automobilistica Giulio dalla Mura,Via Piave,Mestre,Autoscuole,PELLESTRINA,150,False
An. Carburanti combustibili e affini S. A.,"S. Marco, 2781",,Autotrasporti,PELLESTRINA,150,True
GARAGE CENTRALE,Via Rosa,Mestre,Noleggio auto di lusso,"Rifornimenti, Riparazioni e Posteggi",150,False
S. A. R.,Via Rosa,Marghera,Officina riparazioni,"Ricambi, Stazione servizio | SOCIETA' AUTORIMESSA ROMA",150,False
FRANCESCONI Ing. CARLINO,Via Cappuccina,Mestre,"Magazzino Ricambi Auto, Moto, Industrie","Moderna Officina Specializzata, Rettifiche, Ricostruzioni",150,False
FRANCESCONI Ing. CARLINO,Piazzale Roma S. Croce 274,Venezia,Autotrasporti,Tel. 26-889,150,False
