row_id,Name,Address,Category,Role,Profession,source,occupation,contradiction,reasoning
50,,S. Marco. Ascensione 1300 - tel. 22-373,,Servizi Filoviari,CIMITERI COMUNALI,Role,Servizi Filoviari,True,"The role suggests a public transport service, while the profession refers to municipal cemeteries."
51,,S. Marco. Ascensione 1300 - tel. 22-373,,Servizi Filoviari,CIMITERI COMUNALI,Role,Servizi Filoviari,True,"The role suggests a public transport service, while the profession refers to municipal cemeteries."
52,,S. Marco. Ascensione 1300 - tel. 22-373,,Servizi Filoviari,CIMITERI COMUNALI,Role,Servizi Filoviari,True,"The role suggests a public transport service, while the profession refers to municipal cemeteries."
53,,S. Marco. Ascensione 1300 - tel. 22-373,,Servizi Filoviari,CIMITERI COMUNALI,Role,Servizi Filoviari,True,"The role suggests a public transport service, while the profession refers to municipal cemeteries."
55,,"S. Marco. Ascensione 1300 - tel. 22-373, ""Riva Schiavoni 4129",,Cantiere Navale,CIMITERI COMUNALI,Role,Cantiere Navale,True,"The role refers to a shipyard, while the profession refers to municipal cemeteries."
56,,San Marco 4102,,SERVIZIO COMUNALE DELLE PUBBLICHE AFFISSIONI,CIMITERI COMUNALI,Role,SERVIZIO COMUNALE DELLE PUBBLICHE AFFISSIONI,True,"The role refers to public advertising services, while the profession refers to municipal cemeteries."
97,Dr. Antonio Ratti,Cannaregio 2606a,,Membro,Vetrocke,Profession,Vetrocke,True,The profession is unrelated to the cemetery business indicated by others.
107,Sig. Giovanni Zucchi,San Marco 4844,,Membro,presso Albergo Danieli,Role+Profession,presso Albergo Danieli,True,The role 'Membro' does not align with the profession 'presso Albergo Danieli'.
191,Tissi dr. Guido,San Luca 4041,,Presidente,Commissariato di S. Elena,Role,Presidente,True,"The Role indicates a position of leadership, while the Profession refers to a specific location, creating a contradiction."
192,Bellano dr. Giuseppe,San Luca 4041,,consigliere effettivo,Commissariato di S. Elena,Role,consigliere effettivo,True,"The Role suggests a specific advisory position, while the Profession refers to a location, indicating a contradiction."
193,Tissi dr. Guido,San Luca 4041,,Presidente,Commissariato di S. Elena,Role,Presidente,True,"The Role indicates a leadership position, while the Profession refers to a location, creating a contradiction."
195,Modena dr. Marco,Rialto numero 199,,Presidente,al Porto di Venezia,Role,Presidente,True,"The Role indicates a leadership position, while the Profession refers to a location, creating a contradiction."
196,Guerrazzi dr. Guerrazzo,Rialto numero 199,,Consigliere,consigliere effettivo,Role,Consigliere,True,"The Role suggests an advisory position, while the Profession refers to a specific location, indicating a contradiction."
