Provincia,Section,Role_or_Profession,Name,Address,page
,ISTITUZIONI DI BENEFICENZA,Asilo,Asilo Spagnaro,,563
,ISTITUZIONI DI BENEFICENZA,Asilo,Asilo Infantile Comunale,,563
,ISTITUZIONI DI BENEFICENZA,Comitato,Comitato Comunale Maternità ed Infanzia,,563
,ISTITUZIONI DI BENEFICENZA,Associazione,Associazione Madri e Vedove di Guerra,,563
,SOCIETÀ SPORTIVE,Società Ciclistica Presidente,Favaro Tranquillo,,563
,SOCIETÀ SPORTIVE,Società Filodrammatica e Mandolinistica,,,563
,SOCIETÀ SPORTIVE,Associazione Motociclistica Presidente,Munarin Lino,,563
,ASSOCIAZIONE D’ARMA,Sezione Carabinieri in congedo,,,563
,ASSOCIAZIONE D’ARMA,Sez. ex Artiglieri Capomueio,Romato Pietro,,563
,ASSOCIAZIONE D’ARMA,Società Ciclistica Presidente,Favaro Tranquillo,,563
,SALE DI DIVERTIMENTO,Cinema,Teatro del Popolo,,563
,PROFESSIONISTI,Farmacisti,Bortignon Romano,,563
,PROFESSIONISTI,Medici,Fanzago Achille,,563
,PROFESSIONISTI,Medici,Milensndo dr. Giuseppe,,563
,PROFESSIONISTI,Ostetriche,Milan Mirta,,563
,PROFESSIONISTI,Ostetriche,Carissin Maria,,563
,PROFESSIONISTI,Ostetriche,Olivetti Ida,,563
,PROFESSIONISTI,Geometri,Scialabrin Sergio,,563
,COMMERCIO E INDUSTRIA,Acque gasose seltz (Fabbriche),Rigo Innocente,,563
,COMMERCIO E INDUSTRIA,Articoli casalinghi,Moroni Giovanni,,563
,COMMERCIO E INDUSTRIA,Articoli di ferro,Moroni Giovanni,,563
,COMMERCIO E INDUSTRIA,Automobili (Garage, noleggio),Favaro Ferruccio,,563
,COMMERCIO E INDUSTRIA,Auto garage riparazioni auto,Tonetto Erat,,563
,COMMERCIO E INDUSTRIA,Barbieri,Pellizzari Pietro,,563
,COMMERCIO E INDUSTRIA,Barbieri,Spigaipoli Librente,,563
,COMMERCIO E INDUSTRIA,Barbieri,Simionato Fratelli fu Agostino,,563
,COMMERCIO E INDUSTRIA,Barbieri,Castellani Lino,,563
,COMMERCIO E INDUSTRIA,Biada, Sartor Giovanni,,563
,COMMERCIO E INDUSTRIA,Biada, Baldo Angela ved. Michieletto,,563
,COMMERCIO E INDUSTRIA,Biada, Calzavara Amedeo,,563
,COMMERCIO E INDUSTRIA,Biada,Fohas Vittorio e Figlio,,563
,COMMERCIO E INDUSTRIA,Biada,Fachinello Angela Favaro Giuseppe,,563
,COMMERCIO E INDUSTRIA,Biada, Michieltto Maria Luigia,,563
,COMMERCIO E INDUSTRIA,Biada,Scattolin Giovanni,,563
,COMMERCIO E INDUSTRIA,Biada,Vanin Maria ved. Masttruzzo,,563
,COMMERCIO E INDUSTRIA,Biada,Zanetti Rinaldo,,563
,COMMERCIO E INDUSTRIA,Biada,Zorzetti M.a nata Casarin,,563
,COMMERCIO E INDUSTRIA,Biciclette,Favaro Tranquillo,,563
,COMMERCIO E INDUSTRIA,Biciclette,Gallinaro Emilio,,563
,COMMERCIO E INDUSTRIA,Biciclette,Zardo Fratelli,,563
,COMMERCIO E INDUSTRIA,Biciclette,Beggio Alberto,,563
,COMMERCIO E INDUSTRIA,Biciclette,Berto F.lli,,563
,COMMERCIO E INDUSTRIA,Caffè (Esercizi),Crespani Erina,,563
