Name,Address,Location,Role,Profession,page
Longobardo Cesare,San Trovaso,,Assistente incaricato,",",74
Zappa Gino,San Trovaso,,Direttore,",",74
Zanni Lino,San Trovaso,,Assistente,",",74
Cudini Giuseppe,San Trovaso,,Assistente incaricato,",",74
Dell'Amore Gino Giordano,San Trovaso,,Direttore,",",74
Ugge Albino,San Trovaso,,Direttore,",",74
Colombu Bernardo,San Trovaso,,Assistente incaricato,",",74
Dell'Agnola Carlo Alberto,San Trovaso,,Direttore,",",74
Zecchin Luigi,San Trovaso,,Assistente incaricato,",",74
Luzzatto Gino,San Trovaso,,Direttore,",",74
Beltrami Daniele,San Trovaso,,Assistente incaricato,",",74
Brunetti Antonio,San Trovaso,,Direttore,",",74
Genovese Anteo e D'Aloja Leonello,San Trovaso,,Assistenti incaricati,",",74
Siciliano Italo,San Trovaso,,Direttore,",",74
Gambier Enrico,San Trovaso,,Lettore,",",74
Ludici Maria,San Trovaso,,Lettrice,",",74
Mitter Ladislao,San Trovaso,,Direttore,",",74
Botlioni Alberto,San Trovaso,,Lettore,",",74
Freund Anna,San Trovaso,,Lettrice,",",74
Polacci Silvio,San Trovaso,,Direttore,",",74
Izzo Carlo,San Trovaso,,Lettore,",",74
Botlalla Ugo,San Trovaso,,Assistente vol.,",",74
Bertini Giovanni Maria,San Trovaso,,Direttore,",",74
Broch y Lloy Francisco,San Trovaso,,Lettore,",",74
Mariutti Angela,San Trovaso,,Lettrice,",",74
Gasparini Evel,San Trovaso,,Direttore,",",74
Giacalone Pampel Germana,San Trovaso,,Lettrice,",",74
Giuseppe Samona,San Trovaso,"""San Trovaso","Palazzo Giustinian""","Direttto: Prof. dr. ing.,",74
Guido Cirilli,San Trovaso,"""San Trovaso",Commissario Straordinario,"Gr. uff, dr. arch., ",74
Monaco dr. Guido,San Trovaso,"""San Trovaso","Palazzo Giustinian""","Primo Ragioniere con funzioni di Direttore Amministrativo, ",74
Scarpi Rino,San Trovaso,"""San Trovaso","Palazzo Giustinian""","Applicato, ",74
Guarini Mario,San Trovaso,"""San Trovaso","Palazzo Giustinian""","Applicato, ",74
Samona dr. ing. Giuseppe,San Trovaso,"""San Trovaso","Palazzo Giustinian""","di Elementi di architettura e rilievo dei monumenti, ",74
Miletic dr. ing. Carlo,San Trovaso,"""San Trovaso","Palazzo Giustinian""","di Scienza delle costruzioni, ",74
Azzini dr. Ferruccio,San Trovaso,"""San Trovaso","Palazzo Giustinian""","per Mineralogia e geologia, ",74
Ballarin dr. ing. Mario,San Trovaso,"""San Trovaso","Palazzo Giustinian""","per Tecnologia dei materiali e tecnica delle costruzioni, ",74
Creaxia dr. Enrico,San Trovaso,"""San Trovaso","Palazzo Giustinian""","per Chimica generale ed applicata, ",74
Croostro dr. ing. Tullio,San Trovaso,"""San Trovaso","Palazzo Giustinian""","per impianti tecnici, Estimo ed esercizio professionale, ",74
De Rios d'. ing. Sante Luigi,San Trovaso,"""San Trovaso","Palazzo Giustinian""","per Meccanica razionale e statistica grafica, ",74
Fabris dr. Cesare,San Trovaso,"""San Trovaso","Palazzo Giustinian""","per Fisica, Fisica tecnica, ",74
Franco dr. ing. arch. Fausto,San Trovaso,"""San Trovaso","Palazzo Giustinian""","per Caratteri stilistici e costruttivi dei monumenti, ",74
Genovesi dr. avv. Angelo,San Trovaso,"""San Trovaso","Palazzo Giustinian""","per Matere i radiche, ",74
Lazzarini dr. Lino,San Trovaso,"""San Trovaso","Palazzo Giustinian""","per Letteratura italiana, ",74
Lorenzetti dr. Giulio,San Trovaso,"""San Trovaso","Palazzo Giustinian""","per Storia dell'arte e storia e stili dell'arch., ",74
Marini Wenter dr. ing. arch. Giorgio,San Trovaso,"""San Trovaso","Palazzo Giustinian""","per Architettura degli interni, arredamento e decorazione, ",74
Marini Iscra arch. Gastone,San Trovaso,"""San Trovaso","Palazzo Giustinian""","per Applicazioni di geometria descrittiva, Elementi di composizione, ",74
Ori dr. Alessandro,San Trovaso,"""San Trovaso","Palazzo Giustinian""","per Igiene edilizia, ",74
Pavani dr. Giulio,San Trovaso,"""San Trovaso","Palazzo Giustinian""","per analisi matematica e geometria analitica (2.0 anno), ",74
Puppo dr. ing. Augusto,San Trovaso,"""San Trovaso","Palazzo Giustinian""","per Analisi matematica e geometria analitica (1.0 anno), Topografia e costruzioni stradali, ",74
Samona dr. ing. Giuseppe,San Trovaso,"""San Trovaso","Palazzo Giustinian""","per Composizione architettonica, ",74
Scattolin d'. arch. Angelo,San Trovaso,"""San Trovaso","Palazzo Giustinian""","per Restauro dei monumenti, ",74
Romanelli scult. Giuseppe,San Trovaso,"""San Trovaso","Palazzo Giustinian""","per Plastica ornamentale, ",74
Scarpa Carlo,San Trovaso,"""San Trovaso","Palazzo Giustinian""","per Decorazione, ",74
Scarpa dr. Mario,San Trovaso,"""San Trovaso","Palazzo Giustinian""","per Geometria descrittiva ed elementi di protettiva, ",74
Sullan dr. ing. arch. Guido,San Trovaso,"""San Trovaso","Palazzo Giustinian""","per Elementi costruttivi, ",74
Torres Arch. Duilio,San Trovaso,"""San Trovaso","Palazzo Giustinian""","per Carattei; distributivi degli edifici, Urbanistica, ",74
Venturini dr. Arch. Enrico,San Trovaso,"""San Trovaso","Palazzo Giustinian""","per Disegno dal vero, ",74
Triucanato dr. arch. Egle,San Trovaso,"""San Trovaso","Palazzo Giustinian""","di Elementi di architettura e rilievo dei monumenti, ",74
Cristofoli dr. arch. Carlo,San Trovaso,"""San Trovaso","Palazzo Giustinian""","di Composizione architettonica, ",74
Della Toffola dr. Arch. Icomberto,San Trovaso,"""San Trovaso","Palazzo Giustinian""",di Scienza delle costruzioni,74
