Name,Address,Location,Category,Additional Info,page
Cartiera Burgo,S. Marco 2030,Murano,Legne per cellulosa,Macchine per scrivere - Calcolatrici - Duplicatori,234
Soc. produzione di legname da cellulose ed affini s. a. r. l.,S. Polo 1429,Murano,Legne per cellulosa,Macchine per scrivere - Calcolatrici - Duplicatori,234
Leus Lionello,Cannaregio 3585,Murano,Legname compensato,Macchine per scrivere - Calcolatrici - Duplicatori,234
Piaotto Antonio,Cannaregio 3585,"Mestre, Via Gozzi",Legname compensato,Macchine per scrivere - Calcolatrici - Duplicatori,234
S. A. Legname Compensato ed affini,"Cannaregio 3585, Marghera Via Elettricità 1",Murano,Legname compensato,S A L. C. A.,234
Tagliapietra Augusto,Cannaregio 4098,Murano,Legname compensato,Macchine per scrivere - Calcolatrici - Duplicatori,234
Rossi Marco Isidoro e Figlio,"Castello, Campo S. Pietro, 68",Murano,Legnami,"Imprese Lavori, Commercio Legnami, Forniture, Demolizioni, Costruzioni in Legno, Appalti",234
Bagarotto Ernesto,Cannaregio 3101,Murano,Legnami e pali da costruzioni,commercio,234
Bagarotto Luigi,S. Girolamo 3101,Murano,"Industria e commercio legnami, Industria lavorazione del legno, Masons. e, Compensati, Impalgatoature","Casa Fondata nel 1875,  Telefono 23.454",234
Bedeschi Adriano,Lido Via Iacopo Nani 14,Lido,Legnami e pali da costruzioni,commercio,234
Bellemio Primo,Castello 345,Murano,Legnami e pali da costruzioni,commercio,234
Bettonè dr. Giuseppe,S. Marco 2026,Murano,Legnami e pali da costruzioni,commercio,234
Billacuglia dr. Sergio,S. Polo 451,Murano,Legnami e pali da costruzioni,commercio,234
Botterò dr. Santo,S. Marco 2030,Murano,Legnami e pali da costruzioni,commercio,234
Costantini F.lli,S. Marco 2030,Murano,legname per vetti,Burano,234
Cassarìn Federico,"S. Marco 2030, Mestre, Via Cà Rossa 2",Murano,Legnami e pali da costruzioni,commercio,234
Dal Vescovo Ignazio,S. Marco 3727 A,Murano,Legnami e pali da costruzioni,commercio,234
D' Este Francesco,Burano Via Galuppi,Murano,Legnami e pali da costruzioni,commercio,234
De Zandonati Carlo,Cannaregio 3693-A,Murano,Legnami e pali da costruzioni,commercio,234
Furlanetto Luciano,"Cannaregio 3693-A, Mestre, Via Fornace 65",Murano,Legnami e pali da costruzioni,commercio,234
Gatti e Marchesi,S. Marco 235,Murano,Legnami e pali da costruzioni,commercio,234
Gerotto Gio Batta & Piccoli Armando,Cannaregio 1955,Murano,Legnami e pali da costruzioni,commercio,234
Industria del Barile e. a. r. l.,S. Marco 3223,Murano,Legnami e pali da costruzioni,commercio,234
La Mercantile Azienda Veneta,S. Marco Cl. Ramo S. Antonio 4651,Murano,Legnami e pali da costruzioni,"Rappresentanze Commerciali Industriali, Telef. 24-278",234
Lancerotto Eugenio,S. Marco Cl. Ramo S. Antonio 4651,Chirignago Via Miranese,Legnami e pali da costruzioni,commercio,234
Lewis Anna Maria,S. Polo 2311,Murano,Legnami e pali da costruzioni,commercio,234
Levis Lionello,Cannaregio 3555,Murano,Legnami e pali da costruzioni,commercio,234
Miotto Carlo,Dorsoduro 3937,Murano,a. s. r. l.,commercio,234
Mestre,Calile del Sale 20,Mestre,Legnami e pali da costruzioni,commercio,234
