Name,Address,Location,Role,Profession,Additional Info,page
Ferretto don Luigi,S. MARIA AD NIVES (LIO PICCOLO),Grisoleara,"Cappellano, curato",Torcello,",",93
Tenderini don Albino,SS. TRINITA’,Grisoleara,Parroco,Torcello,",",93
Spolaor don Emilio,S. MARIA ELISABETTA,Grisoleara,Parroco,Torcello,",",93
Giorda don Angelo,SAN PIETRO E CATERINA,Grisoleara,Parroco,Torcello,",",93
Pasquini don Giuseppe,SAN PIETRO E CATERINA,Tre Pallade (PORTGRANDI),Parroco,Torcello,",",93
Guzzola don Pietro,SS. Ermo ed Erasmo ora Cristo Re,Tre Pallade (PORTGRANDI),Parroco,Torcello,",",93
Marchesan don Felice,SS. Ermo ed Erasmo ora Cristo Re,Caorle,Arciprete,Torcello,",",93
Gomirato don Giuseppe,SS. Ermo ed Erasmo ora Cristo Re,Caorle,Cooperatore,Torcello,",",93
Marin don Alessandro,SS. Ermo ed Erasmo ora Cristo Re,Villaviera,Cappellano,Torcello,",",93
Petuggià don Giuseppe,SS. Ermo ed Erasmo ora Cristo Re,Ca’ Cattoni,Vicario parrocchiale,Torcello,",",93
Scatolin don Carlo,San Michela del Quarto,Ca’ Cattoni,Parruco,Torcello,",",93
Mezzaroba don Umberto,San Michela del Quarto,Grisoleara,Arciprete,Torcello,",",93
Perini don Marcello,San Michela del Quarto,Grisoleara,Cooperatori,Torcello,",",93
Mazzaris don Nardino,San Michela del Quarto,Grisoleara,Cooperatori,Torcello,",",93
De Felice don Luigi,San Michela del Quarto,Torre di Fine,Curato,Torcello,",",93
Voltolina don Robetto,San Michela del Quarto,Stretti,Curato,Torcello,",",93
