Name,Address,Location,Category,Additional Info,page
Cantieri S.A.I..X.A.O.M.,Cannaregio 3027 c.,Mestre,Imprese opere marittime,Section: Murano,224
Bonaldo Ermenegildo e Noè Giacomo,Santa Croce 422 E.,Mestre,Imprese opere marittime,Section: Murano,224
Imprese Marittime Adriatiche di Raimondo Donati,Zattere 1392,Mestre,Imprese opere marittime,Section: Murano,224
G. A. Segurini,Lorenzo 5062,Mestre,Imprese opere marittime,Section: Murano,224
Giacinto Scarone (Ditta),Riva Schiav. 4132,Mestre,Imprese opere marittime,Section: Murano,224
Sperco Enrico e Figlio,S. Marco 1322,Mestre,Imprese opere marittime,Section: Murano,224
Tarabocchia e C. S. A.,S. Marco 2654,Mestre,Imprese opere marittime,Section: Murano,224
Paglirin Francesco,Via G. Gallina 6145,Mestre,Imprese e pompe funebri,Section: Murano,224
Rallo Antonio (Ditta),Via G. Gallina 6145,Mestre,Fabbricazione propria Casse mortuarie comuni," di lusso,  zincate,  Arredi funebri ed affini,  Servizio puntuale,  Prezzi modici,  Assume ogni Incarico per pratiche di Legge e trasporti funebri per Città e Provincia e per l'Estero, ",224
Soc. An. Trasporti e Pompe Funebri,SS. Apostoli 4463,Mestre,Imprese e pompe funebri,Section: Murano,224
S.I.M.I.,Fond. della Fenice 2554,Mestre,Imprese portuali maritt.,Section: Murano,224
Regrini Mario (ditta),Cannaregio 4925,Mestre,Inchiostri,Section: Murano,224
Mazzetti Elvira,Via G. Bruno 2,Mestre,Inchiostri,Section: Murano,224
Ceccon Guido,S. Marco 1662,Mestre,"Incisori, cesellatori sbolzatori",Section: Murano,224
Colombo Candido,S. Marco 670,Mestre,"Incisori, cesellatori sbolzatori",Section: Murano,224
De Candido Giacomo,Cannaregio 5076,Mestre,"Incisori, cesellatori sbolzatori",Section: Murano,224
Ruffini Giuseppe,S. Marco 4987,Mestre,"Incisori, cesellatori sbolzatori",Section: Murano,224
Ditta GIUSEPPE RUFFINI,S. MARCO - NICCHIA S. SALVADOR - N. 4987,Mestre,Incisioni artistiche e commerciali,"Fabbrica timbri, targhe, distintivi, medaglie",224
