Name,Address,Location,Role,Profession,Additional Info,page
Accademia di Belle Arti e Liceo Artistico,,,,,39,14
Agenzia Nazionale Stampa Associata A.N.S.A,,,,,64,14
Agricoltura,,,,,26,14
Agricoltura Veneziana (periodico quindicinale),,,, ,65,14
Amministrazione Imposte Consumo del Comune,,,,,13,14
Amministrazione della Provincia di Venezia,,,,,7,14
Arciconfraternità di San Cristoforo e Compagnia della Misericordia,,,,,7,14
Architetti,,,,,69,14
Archivio Notarile Regionale,,,,,27,14
Archivio di Stato,,,,,27,14
Artigianato,,,,,29,14
Artisti di Belle Arti,,,,,69,14
Asili Bambini Lattanti e Slattati «G. B. Giustinian»,,,,,46,14
Asili Infantili,,,,,45,14
Asilo per Minorensi «S. Girolamo»,,,,,15,14
Associazione tra gli Agricoltori della Provincia di Venezia,,,,,28,14
Associazione dell’Arma di Linea di Venezia,,,,,31,14
Associazione Armatori Adriatico Occidentale,,,,,10,14
Associazione dei Commercianti di Venezia,,,,,29,14
Associazione fra i Dirigenti di Aziende Commerciali della Provincia di Venezia,,,,,30,14
Associazione tra i Dirigenti Case di Spedizioni della Provincia di Venezia,,,,,28,14
Associazione Esercenti Pubblici Esercizi della Provincia di Venezia,,,,,30,14
Associazione Imprese Elettriche Veneto Adriatiche,,,,,29,14
Associazione degli Industriali della Provincia di Venezia,,,,,20,14
Associazione tra le Industrie di Marghera per lo studio dei problemi economici,,,,,29,14
Associazione Inquilini e Senza Tetto,,,,,32,14
Associazione Nazionale Combattenti,,,,,60,14
Associazione Nazionale Mutilati ed Invalidi di Guerra,,,,,60,14
Associazione Nazionale Partigiani d’Italia A.N.P.I.,,,, ,60,14
Associazione Nazionale Reduci,,,,,60,14
Associazione dei Panificatori di Venezia e Provincia,,,,,30,14
Associazione fra Proprietari di Fabbricati della Provincia di Venezia,,,,,32,14
Associazione Provinciale tra gli Agenti di Assicurazioni,,,,,31,14
Associazione Provinciale fra Dirigenti di Aziende Industriali,,,,,29,14
Associazione Provinciale tra le Industrie Poligrafiche di Venezia,,,,,29,14
Associazione Regionale fra gli Industriali,,,,,27,14
Associazione Regionale Veneta per la Tutela delle Vittime del Fascismo,,,,,32,14
Associazione Sportiva Veneziana «C. Reger»,,,,,62,14
Associazione Veneta delle Cooperative,,,,,31,14
Associazioni Combattentistiche e di Arma,,,,,60,14
Associazioni Sportive,,,,,61,14
Associazioni Varie,,,,,60,14
«Ateneo Veneto» (rivista quadrimestrale),,,, ,65,14
Ateneo di Venezia,,,,,44,14
Attuari,,,,,70,14
Automobile Club d’Italia,,,,,62,14
Avvocati e Procuratori,,,,,71,14
Avvocatura dello Stato,,,,,27,14
Azienda Comunale per la Navigazione Interna Lagunare,,,,,13,14
Azienda di Stato per i Servizi Telefonici,,,,,26,14
Berlitz School of languages,,,,,41,14
Biblioteca Nazionale Marciana e Soprintendenze Bibliografica per le Venezia,,,,,43,14
