Name,Address,Location,Category,Additional Info,Profession,Role,page
Cav. BRUNO GASPARINI,"Via Manin, N. 39 - MESTRE",,2288,"RAZIONI MACCHINE PER SCRIVERE ""d u s e""",Tutti i prodotti ZAMPIRONI INSETTIFUGHI di massima fiducia,", ,",424
Montagna ing cav. Mario,"Via Manin, N. 39 - MESTRE",,Ferrovie dello Stato,Capo Sez. Materiale Trazione,Tutti i prodotti ZAMPIRONI INSETTIFUGHI di massima fiducia,", ,",424
Montagnaro Pietro,Santa Croce 37,,carbone e legna,"RAZIONI MACCHINE PER SCRIVERE ""d u s e""",dettaglio,", ,",424
Montagne: Carolina,Cannaregio 1078,,alimentari,dett.,Tutti i prodotti ZAMPIRONI INSETTIFUGHI di massima fiducia,", ,",424
Montagner Ermeneigildo,Cannaregio numero 3384,,macelleria,"RAZIONI MACCHINE PER SCRIVERE ""d u s e""",Tutti i prodotti ZAMPIRONI INSETTIFUGHI di massima fiducia,", ,",424
Montagner Vincenzo,Cannaregio numero 5569,,sarto da uomo,"RAZIONI MACCHINE PER SCRIVERE ""d u s e""",Tutti i prodotti ZAMPIRONI INSETTIFUGHI di massima fiducia,", ,",424
Montaguin Emilia in Gallina,Castello 6149,,ostetrica,"RAZIONI MACCHINE PER SCRIVERE ""d u s e""",Tutti i prodotti ZAMPIRONI INSETTIFUGHI di massima fiducia,", ,",424
Mantalto Giovanni,S. Marco 5314,,avv.,"RAZIONI MACCHINE PER SCRIVERE ""d u s e""",Tutti i prodotti ZAMPIRONI INSETTIFUGHI di massima fiducia,", ,",424
Montalto dr. Ugo,Dorsoduro numero 1177,,medicina generale,"RAZIONI MACCHINE PER SCRIVERE ""d u s e""",Tutti i prodotti ZAMPIRONI INSETTIFUGHI di massima fiducia,", ,",424
Montanari Italo,Calle del Sale 19,Mestre,vini,"RAZIONI MACCHINE PER SCRIVERE ""d u s e""",grossista,", ,",424
Montanari dr. Viscardo,Calle del Sale 19,,Ispettorato Agrario,Ispettore Compartimentale,Ministero dell'Agricoltura e Foreste,", ,",424
Montecarlo,S. Marco 465,,pensione albergo,"RAZIONI MACCHINE PER SCRIVERE ""d u s e""",Tutti i prodotti ZAMPIRONI INSETTIFUGHI di massima fiducia,", ,",424
"«Montecatini Soc. Gen per l'Industria Mineraria ed Agricola»""",Via dell’Industria,Marghera,concimi e prodotti chimici,"RAZIONI MACCHINE PER SCRIVERE ""d u s e""",Tutti i prodotti ZAMPIRONI INSETTIFUGHI di massima fiducia,", ,",424
Montecchio Luigi,San Marco numero 3625,,caffè,commestio,Tutti i prodotti ZAMPIRONI INSETTIFUGHI di massima fiducia,", ,",424
Montemezzo dr. Federico,San Canzian 5394-C,,medicina generale,"RAZIONI MACCHINE PER SCRIVERE ""d u s e""",Tutti i prodotti ZAMPIRONI INSETTIFUGHI di massima fiducia,", ,",424
Montemezzo rag. Gaetano,San Canzian 5394-C,,Banca Commerciale Italiana,"RAZIONI MACCHINE PER SCRIVERE ""d u s e""",Vice Direttore,", ,",424
Montalto Ettore,Castello numero 460,,mobili usati,"RAZIONI MACCHINE PER SCRIVERE ""d u s e""",Tutti i prodotti ZAMPIRONI INSETTIFUGHI di massima fiducia,", ,",424
