Name,Address,Location,Category,Additional Info,page
Fidenza Soc. An. Vetraria,"S. Moisè, 2052",Murano,Illuminazione,"Vetri diffusori prismataci per Illuminazione, Proiettori, Rappresentante: S. A. Super Lux, Tel. 22-220 ; 26-986",215
S.A. Super Lux,"S. Moisè, 2052",Murano,Illuminazione,"Impianti elettrici, Lampadari, Apparecchi e materiale elettrico, Rappresentante della Società: Compagnia Elettrotecnica Italiana, Fabbriche Riunite Neon",215
Calidi Gino e Fabbi Maria,Murano Fond. Cavour 38,Murano,Illuminazione,(fabbriche),215
Fabbriche Riunite Neon,"S. Moisè, 2052",Murano,Illuminazione e Neon,"Insegne decorazioni al Neon, Impianti di illuminazione, Agente per il Veneto: S. A. Super Lux, Tel. 22-220 ; 26-986",215
Società Adriatica di Elettricità,Cellina S. Luca 4428a,Murano,Illuminazione pubblica,(fabbriche),215
S. A. Magnetti Marelli,Cellina S. Luca 4428a,Stazione di Venezia,Illuminazione ferovi FF. SS.,(fabbriche),215
Fabbrica Italiana nomeo Maestri,"S. Moisè, 2053",Murano,Imballaggi in genere,"Articoli imballaggi di sicurezza, Rappresentante per Tre Venezie, Tel. 26-996 ; 22-220",215
Molero Fulvio,Cannaregio 3087,Murano,Imballaggi in genere,imballaggi in legno,215
Muner L.igo,Cannaregio 3148,Murano,Imballaggi in genere,"legnami e imballaggi, tel. 20-743",215
Nardi Eligio,"P. Marghera, Via Eleltr. 46",Murano,Imballaggi in genere,"S.A.F.F.A., Milano, Ufficio Commerciale di Venezia S.anti Giobbe 465",215
Trevisan Emilio,"Giudecca, Fond. Convertite, 755",Giudecca,Imballaggi in genere,Industria Legnami,215
Carraro Pietro,Dorsoduro 2242,Dorsoduro,Imbarcazioni,(fabbriche),215
Azienda Trasporti Portuali,Dorsoduro 2242,Murano,Imberchi e sbarchi,S. Chiara,215
Boulado,"Dorsoduro 2242, S. Croce 499",Murano,S. Croce,"Imberchi e sbarchi, | Pesante e C.",215
Casagrade Augusto e Figli,Zatt. 1392-a,Murano,Imberchi e sbarchi,(fabbriche),215
Ditta E.lli Scarso,Castello 1432,Castello,Imberchi e sbarchi,(fabbriche),215
Farina Pietro e Nipote,V.letre 1491,Murano,Imberchi e sbarchi,(fabbriche),215
Fontanin Giuseppe,S. Stae 1851,Murano,Imberchi e sbarchi,(fabbriche),215
Goattin Giuliano e Figli,"Mestre, Via Marghera 29",Mestre,Imberchi e sbarchi,(fabbriche),215
Mainoi Tito,"Mestre, Viale Stazione 14",Mestre,Imberchi e sbarchi,(fabbriche),215
Raineri Salvatore,S. Marco 2913-A,S. Marco,Imberchi e sbarchi,(fabbriche),215
Ravagnan Antonio,Cannaregio 3841,Cannaregio,Imberchi e sbarchi,(fabbriche),215
Rosada Antonio e Figli,Dorsoduro 1612-a,Dorsoduro,Imberchi e sbarchi,(fabbriche),215
S. A. Aurelio Mocosssi e C.,Salizada San Moisè 1470,Murano,Imberchi e sbarchi,(fabbriche),215
S. A. Parulo e Bassani,S. Marco 2414,S. Marco,Imberchi e sbarchi,(fabbriche),215
S.A.T.T.I.S.,"S. Marco 2414, S. Moisè, 1474",Murano,Imberchi e sbarchi,Società Adriatica Trasporti Turismo Imbarchi e Sbarchi,215
Brighenti Renato,"Frezziera, 1584",Murano,Impermeabili,"Impermeabili Pirelli e delle migliori Marche, Scarpa Superga, Tel. 23-472",215
