Name,Address,Location,Category,Additional Info,page
Agenzia Cinematografica Triveneta S. A.,"San Luca, Calle Loredan 4147",,Agenzia di Noleggio,ciclo cinema,333
Agenzia d'Affari d'Automobili,Via Olivi 31,Mestre,Agenzia d'Affari,OCCASIONI - CAMBI - RICOSTRUZIONI - NOLEGGI,333
Agenzia d'Affari eL. Ferro,Gran Viale 19,Lido,Agenzia d'Affari,OCCASIONI - CAMBI - RICOSTRUZIONI - NOLEGGI,333
Agenzia Dubied,Calle Goldoni 4482,,Macchine per Maglierie,OCCASIONI - CAMBI - RICOSTRUZIONI - NOLEGGI,333
Agenzia Filippini Antonio,Palazzo Poste,,Recapito Telegrammi ed Espressi,San Marco,333
Agenzia Fotografica Internazionale (A.F.I),"Calle Stagneri, 5238",S. Marco,Foto Reportages,"Foto industriale, Foto artistiche",333
Agenzia Marittima Adriatica «Gustavo Eibenstein»,Castello 2838,,Spedizioni e Trasporti,OCCASIONI - CAMBI - RICOSTRUZIONI - NOLEGGI,333
Agenzia Marittima Molin,Calle Vallaresso,,Spedizioni e Trasporti,OCCASIONI - CAMBI - RICOSTRUZIONI - NOLEGGI,333
Agenzia Trasporti gia De Paoli,Riva del Carbon 4641,,Spedizioni e Trasporti,OCCASIONI - CAMBI - RICOSTRUZIONI - NOLEGGI,333
Aggio Antonio,Piazza 25 Ottobre 62,Mestre,Alimentari (dett.),OCCASIONI - CAMBI - RICOSTRUZIONI - NOLEGGI,333
A.G.I.P.,S. Marco 4023,,Azienda Generale Italiana Petroli,Uffici; Raffineria e Depositi in Marghera,333
Agrimo Lucia,D. Duro 1626,,Mercerie,filati e affini,333
Agnottoleto Amedeo,S. Luca 4276,,Barbiere,OCCASIONI - CAMBI - RICOSTRUZIONI - NOLEGGI,333
Agnottoleto Olivo,"Piazza Umberto I, 35",Mestre,Calzaturificio,OCCASIONI - CAMBI - RICOSTRUZIONI - NOLEGGI,333
Agnottoleto Vittorio,S. Marco 4250,,Calzature,OCCASIONI - CAMBI - RICOSTRUZIONI - NOLEGGI,333
Agnottoleto Vittorio,S. Marco 4459,,Mercerie,filati e affini,333
Agosti Giuseppe,Via Fabris,Marghera,Autonoleggio e Autorimessa,OCCASIONI - CAMBI - RICOSTRUZIONI - NOLEGGI,333
Agostinelli Amelia,Via Malamocco 110,Lido,Macelleria,salumi (grossista),333
Agostinelli dr. Carlo,Via Malamocco 110,S. Angelo,Medicina Generale,OCCASIONI - CAMBI - RICOSTRUZIONI - NOLEGGI,333
Agostinelli Francesco,Lido Malamocco 108,,Panificio,OCCASIONI - CAMBI - RICOSTRUZIONI - NOLEGGI,333
Agostini Arturo fu Giacinto,S. Marco 1341,,Assicurazioni,OCCASIONI - CAMBI - RICOSTRUZIONI - NOLEGGI,333
Agostini Arturo,Cannaregio 229x,,Perito,OCCASIONI - CAMBI - RICOSTRUZIONI - NOLEGGI,333
Agostini Fausto,Via N. Sauro 38,Mestre,Rappresentante Generi Alimentari,OCCASIONI - CAMBI - RICOSTRUZIONI - NOLEGGI,333
Agostini Giovanni,S. Polo 341,,Decoratore e Pittore,OCCASIONI - CAMBI - RICOSTRUZIONI - NOLEGGI,333
Agostini Luciano,S. Lio 5773,,Sarto da Uomo,OCCASIONI - CAMBI - RICOSTRUZIONI - NOLEGGI,333
Agostini M. S.,Cannaregio 932,,Vinai,commercio enologico,333
Agostini Maria,S. Polo 1460,,Carbone e Legna,dettaglio,333
Agostinis Leone,S. Polo 1460,S. Lucia,Capo Rip. Personale,"Provv ricio dello Stato, Direzione",333
Agozzino col. Vincenzo,S. Polo 1460,Campo Gesuiti,Capo Ufficio Matricola,Distretto Militare di Venezia,333
