Name,Address,Location,Category,Additional Info,Profession,Role,page
Ditta G. Checchin & C.,"Fabbrica: Tolentini, fdm. Rio Nuovo, 3493, Negozio: S. Giovanni Grilsostomo, 5787.",,AFFITTANO APPARTAMENTI,FONDATA NEL 1877,"Vetri, cristalli e specchi",",",385
Ditta F.lli Domenichini,Via Marghera 193,Mestre,autotrasporti,FONDATA NEL 1877,Duplicatori,",",385
Ditta Antonio Rallo,"Via Cesare Battisti, Strada Ospedela",Mestre,"Fabbricazione proprie Casse mortuarie comuni, di lusso, zincate, Arredi funebri ed affini","Servizio puntuale. Prezzi modici, Assume ogni incarico per pratiche di Legge e trasporten funebri per città e Provincie e per L'estero.",Duplicatori,",",385
Ditta F.lli Scavone,Casalle 4137,,AFFITTANO APPARTAMENTI,imbarich e sba-chi,Duplicatori,",",385
Ditta Panio Silvano,Calle die Sale 431,Mestre,industria boschiva,FONDATA NEL 1877,Duplicatori,",",385
Ditta Sandi,S. Marco 4254,,AFFITTANO APPARTAMENTI,vetri cristalli e spicchi (commercio e lavorazione),Duplicatori,",",385
Ditta Carlo TONOlo fu Matteo,S. Marco 1341,,agenzia marittima,FONDATA NEL 1877,Duplicatori,",",385
Digitura Adele,D. Duro 606,,AFFITTANO APPARTAMENTI,lavanderie e stire-i-ta,Duplicatori,",",385
Valmavana Pia,San Vio 864,,AFFITTANO APPARTAMENTI,merletti e ricami,Duplicatori,",",385
Diti Vito Domenico,Campo S. Zaccaria,,Comandante le tenezioni eigione Territ. dei Carabinieri,FONDATA NEL 1877,Duplicatori,",",385
Di Vittorio Paola,"S. Marco, 788",,AFFITTANO APPARTAMENTI,"mercerie, flati e affini. linget'o e maglierie",Duplicatori,",",385
Tooks Cotoni,"Calle della Fava 5599, Casella Postale n. 381",Venezia,"Sbarghi, Imbarohi, Spedizioni. Assistenze e Controlli Autotrasporti, Immagazzinamenti, Agenzia Marittima",FONDATA NEL 1877,Duplicatori,",",385
Dodi Giorgio,Cannareggio 6306,,farmascista,FONDATA NEL 1877,Duplicatori,",",385
"Dodi S.p.a.,",S. Felice 3823-A,,farmacia,FONDATA NEL 1877,Duplicatori,",",385
Doga Amelia,Via Porretto 46,Mestre,pellicceria,FONDATA NEL 1877,Duplicatori,",",385
Doga Giovanni,"Curpenedo, Via S. Donà",Mestre,macelleria,FONDATA NEL 1877,Duplicatori,",",385
Dogi Pietro,Piazza Umberto I,Mestre,liquori (dettalgio),FONDATA NEL 1877,Duplicatori,",",385
Dolcetta Attilio,Selizzada San Iio 3672,,AFFITTANO APPARTAMENTI,vetri cristalli e specchi (commercio e lavorazione),Duplicatori,",",385
Dolcetta Eugenio,San Giovanni Grisostomo 5801,,AFFITTANO APPARTAMENTI,lingerie e maglierie,Duplicatori,",",385
Dolcetti Aldo,S. Polo 58,,AFFITTANO APPARTAMENTI,profumeria,Duplicatori,",",385
Dolcetti Alessandro,San Marco 2670,,AFFITTANO APPARTAMENTI,olii combustibili,Duplicatori,",",385
Dolcetti Carlo,S. Marco 1692,,AFFITTANO APPARTAMENTI,apparecchi e materiale radio,Duplicatori,",",385
Dolcetti dr. Renzo,S. Marco,,Vice Presidente,Compagnia Rella Yela,Duplicatori,",",385
Dolcetti Seconde,S. Marco 915,,AFFITTANO APPARTAMENTI,"mercerie, Piati e affini",Duplicatori,",",385
Dolcetti Giovanni,S. Barnaba num. 2262,,farmaciasta,FONDATA NEL 1877,Duplicatori,",",385
Dolomiti,Calle Friuli 727-3,,pensione,FONDATA NEL 1877,Duplicatori,",",385
Domenegchi Giovanni,Castello num. 6645,,pasticceria,FONDATA NEL 1877,Duplicatori,",",385
Domenichini Silvio,Via Dante,Mestre,autotrasporti,FONDATA NEL 1877,Duplicatori,",",385
Domesntei Emilio,S. Polo 1573,,AFFITTANO APPARTAMENTI,"mercerie, fPiatei e affini",Duplicatori,",",385
Dominici Alfonsin',Tolentini 2411,,rappresentanze varie,FONDATA NEL 1877,Duplicatori,",",385
