Name,Address,Location,Category,Additional Info,page
Azienda Municipale Affissioni,S. Marco 4102,Mestre,Affissioni e pubblicità,costruzione,135
A.B.C. di Giuseppe Busanel,"Cannaregio Rio Terrà Maddalena, 2064",Mestre,Agenzie e d'affari,costruzione,135
Cannavò Vincenzo,S. Marco 4738,Mestre,Agenzie e d'affari,costruzione,135
Lerovato Giovanni,"Piazza Mater, 2",Mestre,Agenzie e d'affari,costruzione,135
Marion Antonio,"S. Marco, 3717 A",Mestre,Agenzie e d'affari,costruzione,135
Piazza Giuseppe,S. Marco 4156,Mestre,Agenzie e d'affari,costruzione,135
Raban Riccardo,S. Marco 2380,Mestre,Agenzie e d'affari,costruzione,135
Basciano Raffaele,Via Palazzo 23,Mestre,Agenzie compra-vendita immobili,"affittanze,  mediazioni ammazione,",135
Capurzo Mauro,"P. G. Bruno, 16",Mestre,Agenzie compra-vendita immobili,"affittanze,  mediazioni ammazione,",135
Ferro Luigi,Gran Viale 19,Lido,Agenzie compra-vendita immobili,"affittanze,  mediazioni ammazione,",135
AGENZIA D'AFFARI L'AUTOMOBILE,Via Olivi 31,Mestre,Agenzie e d'affari,"affittanze,  mediazioni ammazione,",135
A.L.S. Agenzia La Segreteria,S. Salvador 4807,Mestre,Agenzie compra-vendita immobili,"affittanze,  mediazioni ammazione,",135
Bortoluzzi P.,S. Luca 4152a,Mestre,Agenzie e d'affari,"affittanze,  mediazioni ammazione,",135
Agenzia Fotografica Internazionale,"S. Marco, Calle Stagneri, 5238",Mestre,Foto reportage," Foto industriale,  Foto artistiche",135
Aster Detective,"San Stefano, Corte Pizzocchere, 3515",Mestre,Istituto di Informazioni e Investigazioni,"affittanze,  mediazioni ammazione,",135
Marangoni Gianni,S. Marco 553,Mestre,Agenzie di traslochi,"affittanze,  mediazioni ammazione,",135
