Name,Address,Location,Role,Profession,Additional Info,page
Imparato dr. Mario,Palazzo Loredan,p. II,Medici di Circondario,", ,",,49
Vacante (II),Palazzo Loredan,p. II,Medici di Circondario,", ,",,49
Vacante (III),Palazzo Loredan,p. II,Medici di Circondario,", ,",,49
Sannazzari dr. Ugo,Palazzo Loredan,p. II,Medici di Circondario,", ,",,49
Giacobbi dr. Innocente,Palazzo Loredan,p. II,Medici di Circondario,", ,",,49
Vacante (VI),Palazzo Loredan,p. II,Medici di Circondario,", ,",,49
Bombassei dr. Melchiore,Palazzo Loredan,p. II,Medici di Circondario,", ,",,49
Pacetti dr. Angelo,Palazzo Loredan,p. II,Medici di Circondario,", ,",,49
Magnani dr. Mario,Palazzo Loredan,p. II,Medici di Circondario,", ,",,49
Vacante (X),Palazzo Loredan,p. II,Medici di Circondario,", ,",,49
Grella dr. Giuseppe,Palazzo Loredan,p. II,Medici di Circondario,", ,",,49
Vidotti dr. Luigi,Palazzo Loredan,p. II,Medici di Circondario,", ,",,49
Pietropoli Char.met dr. Giorgio,Palazzo Loredan,p. II,Medici di Circondario,", ,",,49
Andres dr. Romano,Palazzo Loredan,p. II,Medici di Circondario,", ,",,49
Rizzi dr. Guido,Palazzo Loredan,p. II,Medici di Circondario,", ,",,49
Oselladore dr. Luigi,Palazzo Loredan,p. II,Medici di Circondario,", ,",,49
Piazza dr. Romualdo,Palazzo Loredan,p. II,Medici di Circondario,", ,",,49
Agostinelli dr. Carlo,Palazzo Loredan,p. II,Medici di Circondario,", ,",,49
Bendazzoli dr. Egidio,Palazzo Loredan,p. II,Medici di Circondario,", ,",,49
Loffredo dr. Luigi,Palazzo Loredan,p. II,Medici di Circondario,", ,",,49
Maggio dr. Stefano,Palazzo Loredan,p. II,Mestre,", ,",,49
Mareschi dr. Leonardo,Palazzo Loredan,p. II,Mestre,", ,",,49
Bertoldi dr. Aldo,Palazzo Loredan,p. II,Mestre,", ,",,49
Dal Lago dr. Emilio,Palazzo Loredan,Chirignago,Medici di Circondario,", ,",,49
Bazzarin dr. Mariano,Palazzo Loredan,Favaro Venu.,Medici di Circondario,", ,",,49
Montesanto dr. Mario,Palazzo Loredan,Zelarino,Medici di Circondario,", ,",,49
Vacante,Palazzo Loredan,Murano,Medici di Circondario,", ,",,49
Duso dr. Renzo,Palazzo Loredan,Murano,Medici di Circondario,", ,",,49
Vacante,Palazzo Loredan,Pellestrina,Medici di Circondario,", ,",,49
Vacante,Palazzo Loredan,S. Pietro in Volta,Medici di Circondario,", ,",,49
Vacante,Palazzo Loredan,Cavallino,Medici di Circondario,", ,",,49
Feole dr. Michele,Palazzo Loredan,Treporti,Medici di Circondario,", ,",,49
Vacante,Palazzo Loredan,Burano,Medici di Circondario,", ,",,49
Guazzo dr. Gaspare,Palazzo Loredan,Marghera,Medici di Circondario,", ,",,49
Vacante S. Elena,Palazzo Loredan,p. II,Ostetriche di Reparto,", ,",,49
Silan Maria,Palazzo Loredan,Bragora,Ostetriche di Reparto,", ,",,49
Costa Angela,Palazzo Loredan,S. Marco,Ostetriche di Reparto,", ,",,49
Martini Italia,Palazzo Loredan,Cannaregio,Ostetriche di Reparto,", ,",,49
Carlessara Noemi,Palazzo Loredan,Cannaregio,Ostetriche di Reparto,", ,",,49
Lombardo Giulia,Palazzo Loredan,Cannaregio,Ostetriche di Reparto,", ,",,49
Mazzarol Nilda,Palazzo Loredan,S. Croce,Ostetriche di Reparto,", ,",,49
Burlinetto Dorotea,Palazzo Loredan,Frari,Ostetriche di Reparto,", ,",,49
Simionato Maria,Palazzo Loredan,Dorsoduro,Ostetriche di Reparto,", ,",,49
Giacobbi Regina,Palazzo Loredan,Giudecca,Ostetriche di Reparto,", ,",,49
Bressan Giuditta,Palazzo Loredan,Lido,Ostetriche di Reparto,", ,",,49
Bagolin Marta,Palazzo Loredan,Murano,Ostetriche di Reparto,", ,",,49
Dariol Regina,Palazzo Loredan,Murano,Ostetriche di Reparto,", ,",,49
Oskricarian Graziana,Palazzo Loredan,S. Erasmo,Ostetriche di Reparto,", ,",,49
Grossi Cesira,Palazzo Loredan,Burano,Ostetriche di Reparto,", ,",,49
Cadol Amelia,Palazzo Loredan,Treporti,Ostetriche di Reparto,", ,",,49
Bonamico Margherita,Palazzo Loredan,Cavallino,Ostetriche di Reparto,", ,",,49
Vacante,Palazzo Loredan,S. Pietro in Volta,Ostetriche di Reparto,", ,",,49
Vianello Maria,Palazzo Loredan,Pellestrina,Ostetriche di Reparto,", ,",,49
Moro Giovanna,Palazzo Loredan,Carpenedo,Ostetriche di Reparto,", ,",,49
Rizzi Bianca,Palazzo Loredan,p. II,Mestre,", ,",,49
Micheli Maria,Palazzo Loredan,p. II,Mestre,", ,",,49
Marinelli Giacomina,Palazzo Loredan,p. II,Mestre,", ,",,49
Previdi Maria,Palazzo Loredan,Marghera,Ostetriche di Reparto,", ,",,49
Bettolo Margherita,Palazzo Loredan,Favaro,Ostetriche di Reparto,", ,",,49
Dal Bo Antonietta,Palazzo Loredan,Zelarino,Ostetriche di Reparto,", ,",,49
Sacchetti comm,"Palazzo Farsetti, P. It",p. II,DIREZIONE DI RAGIONERIA E TRIBUTI,", ,","Ragioniere gen., | dr. rag. Tommaso",49
Zaghini cav. rag. Antonio,"Palazzo Farsetti, P. It",p. II,DIREZIONE DI RAGIONERIA E TRIBUTI,Capo divisione di ragioneria,,49
Economo,"Palazzo Farsetti, P. It",p. II,DIREZIONE DI RAGIONERIA E TRIBUTI,vacante,,49
De Liberato cav. Giuseppe,"Palazzo Farsetti, P. It",p. II,Ufficio Dazio,Capo seziono,,49
Segreteria capo Divisione,"Palazzo Loredan, p. t.",p. II,vacante,", ,",,49
Toti dr. Tomaso,"Palazzo Loredan, p. t.",p. II,CORPO DEI VIGILI URBANI,Comandante,,49
Vice Comandante,"Palazzo Loredan, p. t.",p. II,CORPO DEI VIGILI URBANI,vacante,,49
,"Palazzo Loredan, p. t.",S. Marco Palazzo Loredan,Comando Vigili,", ,",,49
,S. Marco: Stp. dei Preti 1245,p. II,Sezioni,", ,",,49
,Campo Tana 2124-c,Castello,(II),", ,",,49
,"Campo Tana 2124-c, palazzo Diedo numero 2386",p. II,Cannaregio,(III),S. Marziale,49
,"Campo Tana 2124-c, palazzo Diedo numero 2386, Sstin 25-43",p. II,S. Polo, Santa Croce,"(IV), , | S",49
,S. Trovasto 1184-B,Dorsoduro,(V),", ,",,49
,fdm. S. Chiara 545,Piazzale Roma,(VI),", ,",,49
,"fdm. S. Chiara 545, Michiel 58",p. II,Lido,(VII),Via Dog,49
,Via Caneve 9,Mestre,Sezioni,", ,",,49
,"S. Croce, S. Giacomo dall’Orto 1743",p. II,Sezioni,", ,","Sez,  dei canali, ",49
,S. Marco, palazzo Loredan,Sezioni,", ,","Sez. vigili informatori, ",49
,S. Marco,Lato arrivi,Ferrovia,(I),,49
,Calle S. Domenico 1260,p. II,Giardini Pubblici,(III),,49
,S. Eufemia 372,Giudecca,(III),", ,",,49
,S. Eufemia 372,Macello,(IV),", ,",,49
,Via Durando 1,Marghera,(V),", ,",,49
,Via Durando 1,Burano,(VI),", ,",Ufficio comunale,49
,Via Durando 1,Murano,(VII),", ,",Ufficio comunale,49
,Via Durando 1,Pellestrina,(VIII),", ,",Ufficio comunale,49
,Via Durando 1, campo S. Giacometto,Sottosezioni,Mercati,Rialto,49
Alessandri avv. Alessandro,Via Durando 1,p. II,GIUDICI CONCILIATORI,Conciliatori di Mestre,,49
Paladini avv. Antonio,Via Durando 1,p. II,GIUDICI CONCILIATORI,Conciliatori di Mestre,,49
