Name,Address,Location,Category,Additional Info,page,location_cleaned
Bacchelli Ernesto,S. Polo 91,,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,True
Baldan Alfredo,D. Duro 2464,Mestre,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,False
Baldan Enrico,"S. Marco, 475-476",,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,True
Baldan Francesco,Castello 2543,,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,True
Ballarin Alfredo,S. Croce 666 B,,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,True
Barbieri Amedeo,S. Marco 3532,,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,True
Barbieri Pietro,S. Marco 1918,,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,True
Barbiani Giuseppe,Giudecca 54 Dorsoduro 523,,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,True
Barbisani Dom.,Cann. 6051,,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,True
Baratton Luigi,Cannar. 5942,,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,True
Baratton Umberto,Cannaregio 5941,,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,True
Barbolini Antonio,S. Croce 1587,,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,True
Bassai Mario,S. Mar.o 3891,Mestre,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,False
Battistel Antonio,Dorsoduro 3126,,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,True
Battocchio Mario,Cannar. 3184-C,,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,True
Beggiato Armando,Cannar. 224,,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,True
Begotti Ferdinando,Cann. 2652,,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,True
Bellato Teresa,Favaro Veneto via Bagarone 191,Mestre,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,False
Benuin Ernesto,S. Marco 5244-45,,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,True
Benven Aldo,Castello 1496,,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,True
Bernardi Giuseppe,Mestre Via Piraghetto,Mestre,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,False
Bergamini Giulio,Cann. 3077,,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,True
Berg Antonio,S. Polo 3055,,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,True
Beran Antonio,Cannar. 1822-83,,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,True
Bettinati Giovanni,S. Polo 80-87,,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,True
Bettini Rosalia,Castello 1782,,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,True
Bianchini Giovanni e Costantini Federico,Cannar. 159-1815,,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,True
Bianchini Antonio,Mestre v. Cavallotti n. 15-A,Mestre,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,False
Bicato Luigi,Marghera Via Zambelli 3,Mestre,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,False
Biondo Augusto,S. Polo 267,,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,True
Bonometto Giov.,Cann. 3044,,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,True
Boscolo Antonio,Cann. 505,,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,True
Borgato Ermenegildo,Dorsod 2510,Mestre,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,False
Borin Virginio,Cannaregio 3724,,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,True
Borlin Giovanni,Cannar. 3044,,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,True
Bortoluzzi Giuseppe,Castello 1063,,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,True
Borca Alvise,Giudecca 284,,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,True
Burchiani Santina,Castello 3454,,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,True
Cabrelotto R. A.,Mestre Piazza Umh. I,Mestre,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,False
Cadel Silvio,Dorsoduro 164 Cann. 1316,,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,True
Camuffo Luigi,S. Margherita 2904,Mestre,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,False
Carino Attilio,S. Marco 1699 e 1504,,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,True
Carrara Guido,Castello 737-2494-1514,,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,True
Carrer Ida,Castello 737-2494-1514,,MOBILI e ACCESSORI per UFFICIО,Mestre,141,True
Cassagrande Giuseppe,Giudecca 673,,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,True
Casarin Antonio,Carpenedo v. San Donà,Mestre,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,False
Casella Giuseppe,Cannaregio 2326,,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,True
Casella Luigi,Castello 6519 B,,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,True
Catozzo Andrea,Cannar. 3738,,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,True
Catozzo Nicolò,Castello 5554,,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,True
Cattapan Basilio e Elia Luigi,Mestre Via Palazzo,Mestre,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,False
Cavaleri Maria,Castello 925,,MOBILI e ACCESSORI per UFFICIО,Category: MOBILI e ACCESSORI per UFFICIО,141,True
