Name,Address,Location,Category,Additional Info,page,location_cleaned
Caffi Marcello e Luigi,S. Marco 5319.5159,,Tessili,Porcellane e affini,300,True
Industrie Riunite Mira Tessiture e Confezioni,Castello 6061,,Tessili,Porcellane e affini,300,True
Pedrini Luigi,S. Marco 4947,,Tessili,Porcellane e affini,300,True
Rossi Guido,S. Marco 4947,,Tessili,Piazzetta S. Francesco,300,True
Rocchi P. Graziotesto,S. Marco 4947,,Tessili,S. Aponal,300,True
Vidali Giorgio,S. Marco 1470,,Tessili,Porcellane e affini,300,True
Bevilacqua Luigi,"S. Marco 1470, S. Croce 1313-20",,Tessiture seriche per l'arredamento,Soc. an.,300,True
Jesurum e C. (Soc. M.) Soc. An.,Castello 4283,,Tessiture seriche per l'arredamento,Porcellane e affini,300,True
"Rubelli Lorenzo e Figli S. A. Succ. a G. B. Trapolin, Direzione: Campo S. Gallo 1093-A",Castello 4283,,Tessiture seriche per l'arredamento,"Negozi: Piazza San Marco Procuratia Nuove 65, Tel. 23-461, Campo San Gallo 1091, Tel. 25-557. Passamanterie - Campo S. Gallo 1091",300,True
Alta Moda,San Zulian 737,Lido,Tessuti,Porcellane e affini,300,False
Alzeni Fili,Castello 4306,,Tessuti,Porcellane e affini,300,True
Benevento Giuseppe,Cannaregio 3991,,Tessuti,Porcellane e affini,300,True
Bertoldi Ugo,S. Marco 4599,,Tessuti,Porcellane e affini,300,True
Bortoli Carlo,Dorsoduro 5863,Lido,Tessuti,Porcellane e affini,300,False
Busetto Umberto,Via G. Pepe 10,Mestre,Tessuti,Porcellane e affini,300,False
Camoli Luigi,S. Polo 10-11,,Tessuti,Porcellane e affini,300,True
Carnieli e Pellizzari,Rialto 338-85,,Tessuti,Porcellane e affini,300,True
Cedolini Emilio,"S. Maria Gloriosa dei Frari, 2700",,Tessuti,Porcellane e affini,300,True
Celo Mario,Castello 5606,,Tessuti,Porcellane e affini,300,True
Celmanti Antonio,S. Marco 2807,,Tessuti,Porcellane e affini,300,True
Ceroni Alessandro,S. Marco 4789,,Tessuti,Porcellane e affini,300,True
Ceschin Pietro,S. Marco 727,,Tessuti,Porcellane e affini,300,True
Chisciotti Angelo,Cannaregio 4395,,Tessuti,Porcellane e affini,300,True
Ciutarini Giovanni,Campo S Bartolomeo 5381,,Tessuti,Porcellane e affini,300,True
C. I. M.,Campo S Bartolomeo 5381,"San Luca, Calle Goldoni",Tessuti,Consorzio Italiano Manufatti,300,False
C.I.M.A.,"Campo S Bartolomeo 5381, S. Marco 4918",,Tessuti,di Naldo Antibaldi,300,True
Dall'Acqua Eodardo,San Marco 5044,Lido,Tessuti,Porcellane e affini,300,False
Del Pra Giacomo,S. Simeone 957,,Tessuti,Porcellane e affini,300,True
De Murani Luigia in Borin Alla Città di Schio,Cannaregio 2292-B,,Tessuti,Porcellane e affini,300,True
Ferronato Primo,Via Manin 5,Mestre,Tessuti,Porcellane e affini,300,False
Fortunati F.lli,Dorsoduro 3701,,Tessuti,Porcellane e affini,300,True
Fusello Luigi,"S. Marco, 703-38",,Tessuti,Porcellane e affini,300,True
Gasparetto F.lli,Via Garibaldi 1253,Lido,Tessuti,Porcellane e affini,300,False
Giada Luigi,S. Polo 7,Lido,Tessuti,Porcellane e affini,300,False
Giotti Alfredo,S. Marco 4945,,Tessuti,Porcellane e affini,300,True
Linassi Luigi,Castello 4698,,Tessuti,Porcellane e affini,300,True
Mabilia Ernesto,Rialto 3735,Lido,Tessuti,Porcellane e affini,300,False
Magazzini Mauro,S. Marco 5315,Lido,Tessuti,Porcellane e affini,300,False
Mazzaro Carlo,Via Stazione 10,Mestre,Tessuti,Porcellane e affini,300,False
Mescola Virginio,Castello 6231,,Tessuti,Porcellane e affini,300,True
Miotto Elisa,"Doletta, Cannaregio 5801",,Tessuti,Porcellane e affini,300,True
Natali Galiano,Via Ol di Lang 2 B,Mestre,Tessuti,Porcellane e affini,300,False
Nicolaj Ulferico,S. Marco 5415,Lido,Tessuti,Porcellane e affini,300,False
