Name,Address,Location,Role,Profession,Additional Info,page
Cioogna co. ing. Giovanni,S. Marco,,Ingegnere capo,-,",",45
Sanmartin ing. Giacomo,S. Marco,,Primo ingegnere,-,",",45
Lombardo ing. Ferruces,S. Marco,,Ingegnere,-,",",45
Colombo geino. Ugo,S. Marco,,Primo geometra,-,",",45
Cendon du. Giuseppe,S. Marco,,Economo Proviliziale,-,",",45
Cortesi prof. Tancredi,S. Marco,,Direttore,-,(S. Servolo),45
Fattovich prof. Giovanni,S. Marco,,V. Direttore,-,(S. Clemente),45
Gatti dr. Giovanni,S. Marco,,Medici,-,(S. Servolo),45
Giorgini dott. Rodolfo,S. Marco,,Medici,-,(S. Servolo),45
Angiasani jr. Domenico,S. Marco,,Medici,-,",",45
Fossati dr. Carlo,S. Marco,,Medici,-,(S. Clemente),45
Nicolai jr. Nicolò,S. Marco,,Medici,-,(S. Clemente),45
Con Giordana dr. Carlo,S. Marco,,Medici straordinari,-,(S. Servolo),45
Cavagna d.ssa Cecilla,S. Marco,,Medici straordinari,-,(Istituto Medico Pedagogico),45
Caiola dr. Renato,S. Marco,,Farmacista,-,(S. Clemente),45
Ferrante Ernesto,S. Marco,,Economi di Sezione,-,(S. Servolo),45
Bavarieso rag. Luigi,S. Marco,,Economi di Sezione,-,(S. Clemente),45
Costantini Giulio,S. Marco,,Economi di Sezione,-,(Istituto medico-pedagogico),45
Elmi padre prof. Arturo,S. Marco,Marocco di Mogliano Veneto,Direttore,-,",",45
Cortesi prof. Tancredi,S. Marco,Marocco di Mogliano Veneto,Direttore del Dispensario,-,",",45
Crocetta Elvira,S. Marco,Marocco di Mogliano Veneto,Assistente visitatrice,-,",",45
Giudice dott. Antonio,S. Marco,Marocco di Mogliano Veneto,Direttore incaricato,Sezione medico micrografica,",",45
Ceola dr. Adolfo,S. Marco,Marocco di Mogliano Veneto,Direttore incaricato,Sezione Chimica,",",45
Tursi prof. Angiolo,S. Marco,Marocco di Mogliano Veneto,Presidente,-,",",45
Sepulcri prof. dr. Piero,S. Marco,Marocco di Mogliano Veneto,Esperto malariologo,-,",",45
Tursi prof. Angi°10°,S. Marco,Marocco di Mogliano Veneto,Presidente,-,",",45
Favaretto Pisca ing Giovanni,S. Marco,Marocco di Mogliano Veneto,Vice Presidente,-,",",45
Pancino dr. Giuseppe,S. Marco,Marocco di Mogliano Veneto,Segretario,-,",",45
Taromina dr. Alessandro,S. Marco,Marocco di Mogliano Veneto,Direttore,-,",",45
Tursi prof,S. Marco,Marocco di Mogliano Veneto,GIUNTA PROV. AMMINISTRATIVA,Presic. Comitato Provinciale antitubercolare,Angiolo,45
Vitali prof. Fabio,S. Marco,Marocco di Mogliano Veneto,Com ponenti Comitato Provinciale antitubercolare,-,",",45
Reggiani prof. Giorgio,S. Marco,Marocco di Mogliano Veneto,Com ponenti Comitato Provinciale antitubercolare,-,",",45
Ori prof. Alessandro,S. Marco,Marocco di Mogliano Veneto,Com ponenti Comitato Provinciale antitubercolare,-,",",45
Bruni dr. Romolo,S. Marco,Marocco di Mogliano Veneto,Com ponenti Comitato Provinciale antitubercolare,-,",",45
Battain dr. Mario,S. Marco,Marocco di Mogliano Veneto,Com ponenti Comitato Provinciale antitubercolare,-,",",45
Mion prof. Giuseppe,S. Marco,Marocco di Mogliano Veneto,Com ponenti Comitato Provinciale antitubercolare,-,",",45
Pancino dr,S. Marco,Marocco di Mogliano Veneto,GIUNTA PROV. AMMINISTRATIVA,Segretario Comitato Provinciale antitubercolare,Giuseppe,45
Taromaa dr,S. Marco,,GIUNTA PROV. AMMINISTRATIVA,Medico Direttore,Alessandro,45
Luzzato dr,S. Marco,,GIUNTA PROV. AMMINISTRATIVA,Medico aiuto,Giovanni,45
Tursi prof. Angiolo,S. Marco,,Presidente,-,",",45
Pancino dr. Giuseppe,S. Marco,,Segretario,-,",",45
Batticch dr,S. Marco,,GIUNTA PROV. AMMINISTRATIVA,Direttore Sanitario,Dorno.mecq°,45
