Name,Address,Location,Category,Additional Info,page
Compagnia Elettrotecnica Italiana S. p. A.,"Via Maravigli 7, Milano",Mestre,Agenzie di trasporto,"Impianti ellettrol di luce, Forza Motrice, Segnalazioni, Telefoni, Impianti di illuminazione pubblica, Impianti di linee floviarie, Costruzioni apparecchiature elettriche e di materiale per linee di contatto",217
Super Lux S. A.,"S. Moise, 2052",Mestre,Agenzie di trasporto,Rappresentante per il Veneto,217
Ferraboschi Silvio,"S. Moise, 2052",Venezia,Agenzie di trasporto,"Impianti Costruzioni Elettriche Industriali, Tel. 25-847",217
Longga Francesco,S. Polo 1931,Mestre,Agenzie di trasporto,(fabbriche),217
"Officina Elettromeccanica, Garbato & Scarpa","Calle Castelleria 5326, San Lio",Mestre,Agenzie di trasporto,"Impianti Stagni, Antifurto, Frigoriferi, Riparazioni Motori & Scoppio in genere",217
Oliva & C. S. r. l.,"Ponte della Verona 3672, S. Fantin",Mestre,Agenzie di trasporto,"Impianti Elettrici, Idraulici, Sanitari, Officina di riparazioni, Telefono 32-751",217
"S.A.C.E., Soc. An. Cost. ELETTROMECANiche","Ponte della Verona 3672, S. Fantin",Bergamo,Agenzie di trasporto,"Apparecchiature alta & bassa tensione, Interruttori ad olio ridotto, Interruttori autoceofanti, Separatori a corrosivo, Quadri di manovra, Batterie blindate, Cabine di trasformazione, Apparecchiatura per bordo, Teletruttori, Grandi di manutani in aria e in Olio, Valvole ad alta capacità di rottura, Apparecchiature automatiche, Comandi e controlli a distanza, Progetti, Offerte, Listini, Illustrazioni a richiesta",217
Studio Tecnico Michele Trapefti,"Ponte della Verona 3672, S. Fantin",Mestre,Agenzie di trasporto,"Telefono 24-587 | Corso del Popolo, Padova",217
S.A. Super Lux,"San Moise, 2052, Venezia",Mestre,Agenzie di trasporto,"Impianti elettrici di qualsiasi tipo, Lampadari, Complessi Illuminanti, Apparecch e materiale elettrico, Proiettori, Vetri diffusori prismatici Holelophane Fidenza, Insegne decorazioni al Neon, Impianti di Illuminazione con tubi a gas rari, Rappresentante delle Società",217
"S.I.T.E.A., di V. Fior.",S. Croce 990,Mestre,Agenzie di trasporto,(fabbriche),217
Ferraboschi Silvio,S. Croce 990,Venezia,Agenzie di trasporto,"Impianti elettrici di bordo, Impianti elettrici per Ospedali e per Teatri, Impianti elettrici di segnalazione e telefonicci, Impianti illuminazione stradale in serie e in derivazione, Tel. 25-847",217
Crovaio Antonio fond.,Tolentini 181,Mestre,Agenzie di trasporto,Impianti frigoriferi,217
De Cal Andrea,Dorsoduro 2519,Mestre,Agenzie di trasporto,(fabbriche),217
S.A. Giuseppe De Micheli & C.,"S. Luca, 4569, Venezia",Mestre,Agenzie di trasporto,"Impianti riscaldamento, Sanitari, Lavanderie meccaniche, Condizionamento d'aria, Cucine, Costruzioni meccaniche, Sede e amministrazione: Firenze, Piazza Stazione, 1, Tel. 21-832 ; 33 ; 34 ; 25-753 ; 54",217
Bizzarro Giovanni,S. Polo 2768,Mestre,Agenzie di trasporto,Impianti di riscaldamento,217
Carcassachi Pietro,Calle della Bissa 5475,Mestre,Agenzie di trasporto,(fabbriche),217
Del Pra Guido,Cannaregio 180,Mestre,Agenzie di trasporto,(fabbriche),217
Fabbi Demetrio,S. Polo 915,Mestre,Agenzie di trasporto,(fabbriche),217
Furlanetto Aldo &. A.,"Ss. Giovanni e Paolo 6270, Venezia",Mestre,Agenzie di trasporto,Telefono 25-857,217
Isabella Alberto (Ditta),"Calle del Teatro Goldoni, 4666, S. Luca",Mestre,Agenzie di trasporto,"Cucine economiche, Fumisteria, Idraulica sanitaria, Impianti di riscaldamento, Impianti sanitari, Termosifoni ad Apparecchi Elettrici, Tel. 23-453",217
Isabella I e P. (Ditta),"Campiello Riccardo Selvatico, 5588, S. Maria Formosa",Mestre,Agenzie di trasporto,"Uffici, Negozio, Officina, Telefono 42-405",217
Longega Francesco (Succ),S. Polo 1901,Mestre,Agenzie di trasporto,(fabbriche),217
Oliva e C. s. a. r. l.,S. Marco 3827,Mestre,Agenzie di trasporto,(fabbriche),217
Patescio Ettore (succ.),Dorsoduro 1405,Mestre,Agenzie di trasporto,(fabbriche),217
Rebuffi Fratelli (Ditta),"Via Vittorio Emanuele, Campo 5",Mestre,Agenzie di trasporto,Telefono 3683-84,217
duse,"Via XXII Marzo, 2288, Venezia",Mestre,Agenzie di trasporto,"Forniture complete MOBILI e ACCESSORI per UFFICIO, Telefono 25.889",217
