Name,Address,Location,Role,Profession,Additional Info,page
Maria Immacolata ex Mafalda,San Trovaso 1321,,Tel: 25-004,ACCADEMIA di Belle Arti e Liceo Artistico,(annesso il Collegio Canossiane),78
Spano mons. dr. Giuseppe,San Trovaso 1321,,Presidente del Consiglio d'amministrazione,(Seminario Patriarcale),ISTIT. MAGISTRALE PARIFICATO,78
Spano mons. dr. Giuseppe,Zattere 923,Preside agli studi,Tel: 25-004,ACCADEMIA di Belle Arti e Liceo Artistico,ISTIT. MAGISTRALE PARIFICATO,78
Maria Immacolata ex Mafalda,San Trovaso 1324,,Tel: 25-004,ACCADEMIA di Belle Arti e Liceo Artistico,Per cultura di giovanette e per il conseguimento del diploma di maestra giardiniera (annesso il Collegio Canossiane),78
Spano mons. dr. Giuseppe,Zattere 923,Preside agli studi,Tel: 25-004,ACCADEMIA di Belle Arti e Liceo Artistico,SCUOLA MAGISTRALE RICONOSCIUTA,78
Maria Immacolata,Zattere 923,,Tel: 25-004,Preside,Spano mons. dr. Giuseppe (Zattere numero 923),78
Istituto Italiano Rava’,S. Canziano 6000,,Tel: 25-004,Rettore,Lugaresi prof. dr. Ottavio,78
Istituto A. Manzoni,"S. Antonin, pal. Salvioni 3463",,Tel: 25-004,ACCADEMIA di Belle Arti e Liceo Artistico,"(approvato dall'Autorità scolastica) Convitto, Scuole interne. Corso di avviamento alle scuole medie, Istituto tecnico inf. e sup. Istituto magistrale inf e sup. Liceo classico e scientifico. Scuola commerciale",78
Carmignolo prof. dott. Gino,"S. Antonin, pal. Salvioni 3463",,Direttore,ACCADEMIA di Belle Arti e Liceo Artistico,ISTITUTO « A. MANZONI »,78
Istituto Vittorio Alfieri,"Santa Croce, 2267",,Tel: 25-004,ACCADEMIA di Belle Arti e Liceo Artistico,Corsi diurni e serali di preparazione. Tutti i tipi di scuola.,78
Stradella dr. prof. Antonio,"Santa Croce, 2267",,Preside,ACCADEMIA di Belle Arti e Liceo Artistico,ISTITUTO VITTORIO ALFIERI,78
Zane dr. Mario,"Santa Croce, 2267",,Vice Direttore,ACCADEMIA di Belle Arti e Liceo Artistico,ISTITUTO VITTORIO ALFIERI,78
Istituto Convitto G. Marconi,Campo S. Maria Formosa,,Tel: 25-004,ACCADEMIA di Belle Arti e Liceo Artistico,Autorizzato dal Govern. Tutti i tipi di scuola.,78
Maione prof. Giuseppe,Campo S. Maria Formosa,,Preside-Rettore,ACCADEMIA di Belle Arti e Liceo Artistico,ISTITUTO CONVITTO « G. MARCONI »,78
Istituto Cavanis,Santa Agnese,,Tel: 25-004,ACCADEMIA di Belle Arti e Liceo Artistico,"Scuole Medie, ginnasiali e liceali",78
Andreatta padre dr. Aurelio,Santa Agnese,,Superiore,ACCADEMIA di Belle Arti e Liceo Artistico,ISTITUTO CAVANIS,78
Collegio S. Giuseppe,Santa Maria Formosa. Ponte della Guerra,,Tel: 25-004,ACCADEMIA di Belle Arti e Liceo Artistico,"Scuole elementari, Asilo. Scuola di Musica",78
Istituto Suore di Nevers,Frari 2554,,Tel: 25-004,ACCADEMIA di Belle Arti e Liceo Artistico,"Istituto per l’educazione, Liceo classico, ginnasio, scuola media, elementare, scuola materna.",78
Istituto delle Suore del S. Cuore,San Geremia. fondamenta Savorgnan 349,,Tel: 25-004,ACCADEMIA di Belle Arti e Liceo Artistico,"Corsi ginnasiali, liceali e di perfezionamento. Corsi di lingue straniere. (Convittrici, semi. convittrici, esterne).",78
Collegio Armeno M. Raphael,Carmini num. 2567,,Tel: 25-004,ACCADEMIA di Belle Arti e Liceo Artistico,Liceo pareggiato scientifico e tecnico.,78
The Berlitz School of Languages,Barino Orseolo numero 1757,,Tel: 25-004,ACCADEMIA di Belle Arti e Liceo Artistico,Istituto linguistico mondiale,78
Scuola Merletti di Burano Regina Elena,Ponte Canonica 4310,,Tel: 25-004,ACCADEMIA di Belle Arti e Liceo Artistico,SCUOLA MERLETTI DI BURANO,78
Levy Moreno,Ponte Canonica 4310,,Procuratore,ACCADEMIA di Belle Arti e Liceo Artistico,SCUOLA MERLETTI DI BURANO,78
ZAGO F.LLI,"VENEZIA - S. Polo, 1479",,Tel: 25-004,Ritratti artistici - Lavori industriali - Reparto elio cinografico - vendita materiale fotocinematografico,SCUOLA MERLETTI DI BURANO,78
« duse»,"VENEZIA - Via XXII Marzo, 2288",,Tel: 25-004,Macchine per scrivere - Calcolatrici - Duplicatori OCCASIONI - CAMBI - RICOSTRUZIONI - NOLEGGI,SCUOLA MERLETTI DI BURANO,78
