Name,Address,Location,Role,Profession,Additional Info,page
Spanio mons. dr. Giuseppe,Via XXII Marzo,,Presidente del Consiglio d'amministrazione,ISTIT. MAGISTRALE PARIFICATO,Seminario Patriarcale,78
Spanio mons. dr. Giuseppe,Zattere 923,Preside agli studi,Title,ISTIT. MAGISTRALE PARIFICATO,"Casseforti e mobili in metallo per uffici della ""LIPS VAGO"" di Milano",78
Spanio mons. dr. Giuseppe,Zattere 923,Preside agli studi,Title,SCUOLA MAGISTRALE RICONOSCIUTA,"Casseforti e mobili in metallo per uffici della ""LIPS VAGO"" di Milano",78
Spanio mons. dr. Giuseppe,Zattere 923,Preside,Title,SCUOLA MEDIA PARIFICATA,"Casseforti e mobili in metallo per uffici della ""LIPS VAGO"" di Milano",78
Lugaresi prof. dr. Ottavio,S. Canziano 6000,Rettore,Title,ISTITUTO ITALIANO RAVA',"Casseforti e mobili in metallo per uffici della ""LIPS VAGO"" di Milano",78
Carmignola prof. dott. Gino,"S. Antonin, pal. Salvioni 3463",Direttore,Title,ISTITUTO « A. MANZONI »,"Casseforti e mobili in metallo per uffici della ""LIPS VAGO"" di Milano",78
Favretto dr. Umberto,"SS. Apostoli, corte Lenz Bianco numero 5681",Direttore,Title,ISTITUTO ZAMBLER,"Casseforti e mobili in metallo per uffici della ""LIPS VAGO"" di Milano",78
Stradella dr. prof. Antonio,"Santa Croce, 2267",Preside,Title,ISTITUTO VITTORIO ALFIERI,"Casseforti e mobili in metallo per uffici della ""LIPS VAGO"" di Milano",78
Zane dr. Mario,"Santa Croce, 2267",,Vice Direttore,ISTITUTO VITTORIO ALFIERI,"Casseforti e mobili in metallo per uffici della ""LIPS VAGO"" di Milano",78
Maione° prof. Giuseppe,Campo S. Maria Formosa,Preside-Rettore,Title,ISTITUTO CONVITTO « G. MARCONI »,"Casseforti e mobili in metallo per uffici della ""LIPS VAGO"" di Milano",78
Andreatta padre dr. Aurelio,Santa Agnese,Superiore,Title,ISTITUTO CAVANIS,"Casseforti e mobili in metallo per uffici della ""LIPS VAGO"" di Milano",78
,"Santa Maria Formosa, Ponte della Guerra",,Title,COLLEGIO S. GIUSEPPE,"Casseforti e mobili in metallo per uffici della ""LIPS VAGO"" di Milano",78
,Frari 2554,,Title,ISTITUTO SUORE DI NEVERS,"Casseforti e mobili in metallo per uffici della ""LIPS VAGO"" di Milano",78
,"San Geremia, fondamenta Savorgnun 349",,Title,ISTITUTO DELLE SUORE DEL S. CUORE,"Casseforti e mobili in metallo per uffici della ""LIPS VAGO"" di Milano",78
,Carmine num. 2567,,Title,COLLEGIO ARMENO « M. RAPHAEL »,"Casseforti e mobili in metallo per uffici della ""LIPS VAGO"" di Milano",78
,Barina Orseolo numero 1757,,Title,THE BERLITZ SCHOOL OF LANGUAGES,"Casseforti e mobili in metallo per uffici della ""LIPS VAGO"" di Milano",78
Levi Moreno,Ponte Canonica 4310,Procuratore,Title,SCUOLA MERLETTI DI BURANO REGINA ELENA,"Casseforti e mobili in metallo per uffici della ""LIPS VAGO"" di Milano",78
