Name,Address,Location,Category,Additional Info,page,location_cleaned
Barrera C.,"Merceria Capitello 4048, S. Salvatore",,Agenzie di trasporto,"motopompe,  elettropompe,",275,True
Brocco Ettore,"Campo degli Arditi 510, S. Marco",,Agenzie di trasporto,"motopompe,  elettropompe,",275,True
Ciben Nino,San Felice 3713,,Radiotecnico,"Laboratorio Radio, Specializzato",275,True
Gasparini Mario,S. Marco 4943,,Agenzie di trasporto,"motopompe,  elettropompe,",275,True
La Radiotecnican.,SS. Giov. e Paolo 6339,Mestre,Agenzie di trasporto,"motopompe,  elettropompe,",275,False
La Radiotecnica,S. Giovanni e Paolo 6339,,"RADIORIPARAZIONI A DOMICILIO, NOLEGGIO RADIOGRAMMFONI",MASSIMA PUNTUALITA',275,True
Lunetta Alfredo,"Rialto, 14",Mestre,Agenzie di trasporto,"Radio elettricista, radi o ri p a raz ioni, Impianti Industri ali",275,False
Radio Rialto di A. Sorinzi,"Ponte di Rialto, 14",,Concessionario Marelli,"Apparecchi di tutte le Marche, Defondi Ducati, Amplificatori, Impianti Cine, Negozio e Laboratorio",275,True
Radio Lanza,SS. Filippo e Giacomo 4523,Mestre,Appracci delle migliori Marchen e Officina di Riparazioni,"motopompe,  elettropompe,",275,False
Radiofonica di Bruno Scarpa,Campo S. Bartolomeo 5398,Mestre,Agenzie di trasporto,"motopompe,  elettropompe,",275,False
Radio Marelli,Mercerie dell'Orologio 10,Mestre,Agenzie di trasporto,"motopompe,  elettropompe,",275,False
Radio Perucci,Calle dei Fabbri 4742,Mestre,Agenzie di trasporto,"motopompe,  elettropompe,",275,False
Ricordi Pericle,Cannaregio 5741,,Phonola radio,"motopompe,  elettropompe,",275,True
Rominelli,Via XXII Marzo 3067,,Agenzie di trasporto,", | Serranderi Diana",275,True
Doete Pietro e Brunolitto Luigi,"S. Geremia, Lista di Spagna n. 242",,Agenzie di trasporto,"LA RADIOELETTRICA, RIPARAZIONE E VENDITA, Impianti e riparazioni macchine cinematografiche e apparati sonori",275,True
Negri Tito Evangelista,S. Marco 1996,,Agenzie di trasporto,"motopompe,  elettropompe,",275,True
Paoletti Guglielmo,S. Croce 432,Mestre,Agenzie di trasporto,"motopompe,  elettropompe,",275,False
Pasquali Ing. Giorgio,S. Tomà 2788,,Agenzie di trasporto,"STUDIO radioelettro, Socio A.E.I. - R.C.I., Consulenze, riparazioni radiotelerivi, Amplificatori, Strumenti, Impianti radio, telefoni fissi e mobili su veicoli, natanti e aerei, fonoregistrazione, scuola radiotrazioni tecniche",275,True
Philips Radio,"S. Tomà 2788, S. Marco 4142",,Agenzie di trasporto,", | agenzia Ruffolo Gina S. a.",275,True
Radio Barbin e C.,Castello 3416.A,,Agenzie di trasporto,"motopompe,  elettropompe,",275,True
Radiocinematografia S. a. r. l.,Dorsoduro 3593,Mestre,Agenzie di trasporto,"motopompe,  elettropompe,",275,False
Radioelettrotecnica s. r. l.,Ruga Rialto n. 778.A,,Agenzie di trasporto,"APPARECCHI RADIO - IMPIANTI SONORI, LABORATORIO RADIO - RIPARAZIONI ACCURATE - CONSULENZA TECNICA, VENDITE RATEALI",275,True
Radio Ponte Canonica,S. Marco Ponte Canonica,Mestre,Agenzie di trasporto,"motopompe,  elettropompe,",275,False
Tommasina Mario,S. Marco 4606,,Agenzie di trasporto,"motopompe,  elettropompe,",275,True
Tron Pierangelo,S. Croce 1972,,Agenzie di trasporto,"motopompe,  elettropompe,",275,True
Barbin Sergio,Castello 3899,,Rodio,Riparazioni,275,True
Busetto Adone,"via Circonvallazione n. 2.D, Mestre",Mestre,Agenzie di trasporto,"motopompe,  elettropompe,",275,False
Caser Ireos,Dorsoduro 522,,Agenzie di trasporto,"motopompe,  elettropompe,",275,True
Ciben Giacomo,Cannaregio 3713,,Agenzie di trasporto,"motopompe,  elettropompe,",275,True
D’Alpa Andrea,Dorsoduro 2754,,Agenzie di trasporto,"motopompe,  elettropompe,",275,True
