Provincia,Section,Role_or_Profession,Name,Address,page
BONO,PROFESSIONISTI,Farmacisti,Fabroni Francesca,,548
BONO,PROFESSIONISTI,Farmacisti,Scarpa dr. Arrigo,,548
BONO,PROFESSIONISTI,Farmacisti,Fratto Francesco,,548
BONO,PROFESSIONISTI,Ingegneri,Dal Moro cav. Nicolo,,548
BONO,PROFESSIONISTI,Ingegneri,De Gøizeco, cav. Ettore,,548
BONO,PROFESSIONISTI,Ingegneri,Deganini ing. Franco,,548
BONO,PROFESSIONISTI,Ingegneri,Longo ing. Chino,,548
BONO,PROFESSIONISTI,Ingegneri,Arreghini ing. Natale,,548
BONO,PROFESSIONISTI,Ingegneri,Moro ing. Tgo,,548
BONO,PROFESSIONISTI,Ingegneri,Vendrame Gino,,548
BONO,PROFESSIONISTI,Ingegneri,Pasteto Neino,,548
BONO,PROFESSIONISTI,Ingegneri,Morlacco Dego,,548
BONO,PROFESSIONISTI,Ingegneri,Veronese Augusto,,548
BONO,PROFESSIONISTI,Medici,Cernigatti dott. Gio,,548
BONO,PROFESSIONISTI,Medici,Dal Moro dott. Luigi,Ospedale Civile,548
BONO,PROFESSIONISTI,Medici,Sepoleto dott. Giovanni,,548
BONO,PROFESSIONISTI,Medici,Barbi no dott. Ezio,,548
BONO,PROFESSIONISTI,Medici,Del Zotto dott. Luciano,,548
BONO,PROFESSIONISTI,Medici,Bottollu dott. Sergio,,548
BONO,PROFESSIONISTI,Medici,Statuti dott. Giuseppe,,548
BONO,PROFESSIONISTI,Medici,Bergamo dott. Luigi,,548
BONO,PROFESSIONISTI,Medici,Caiatto dott. Sante,,548
BONO,PROFESSIONISTI,Medici,Bettli dott. Bettino,,548
BONO,PROFESSIONISTI,Medici,Rossi dott. Gio Bat a,,548
BONO,PROFESSIONISTI,Notai,Sacardo dott. Gian Franco,,548
BONO,PROFESSIONISTI,Notai,Magri: ni comm. Settimo,Via Garibaldi 38,548
BONO,PROFESSIONISTI,Odontotaiti,Trevisanato dott. Giustino,gabinetto dentistico, piazza Municipio,548
BONO,PROFESSIONISTI,Odontotaiti,dott, Visentin Marcello,,548
BONO,PROFESSIONISTI,Ostetriche,Furian Amelia,,548
BONO,PROFESSIONISTI,Ostetriche,Filipputti Amalia, ,548
BONO,PROFESSIONISTI,Ostetriche,Trevisanato Amalia,,548
BONO,PROFESSIONISTI,Ostetriche,Martin Fernanda,,548
BONO,PROFESSIONISTI,Ostetriche,Traverso Vincenza,,548
BONO,PROFESSIONISTI,Ostetriche,Molin Vittoria,,548
BONO,PROFESSIONISTI,Ostetriche,Marola Luigia,,548
BONO,PROFESSIONISTI,Patroonatorio legali,Magrini comm. prof. Settimo,,548
BONO,PROFESSIONISTI,Periti,Battaini Raffaello,,548
BONO,PROFESSIONISTI,Periti,Bituto Bon Eugenio,,548
BONO,PROFESSIONISTI,Periti,Cominotto Furio,,548
