Name,Address,Location,Category,Additional Info,page
Sarti Bruno,"Calle Specchieri, 823",Mestre,Frigoriferi,"Manutenzione e Riparazioni, Telefono 26-868",211
Pistolato Antonio,"Zelarino, Via Gatta",Mestre,Frumento,Fornitori di bordo,211
Antonello Cesare,"Zelarino, Via Gatta",Mestre,Frutta,Fornitori di bordo,211
Cettone Primo,Castello 3276,Mestre,Frutta,Fornitori di bordo,211
Marchesin Giuseppe,S. Polo 30,Mestre,Frutta,Fornitori di bordo,211
Plescia Emilia,"Mestre, Via Verdi 72",Mestre,Frutta,Fornitori di bordo,211
Rioflo Arnaldo e Vio Emilio,S. Croce 782,Mestre,Frutta,Fornitori di bordo,211
Tommasini Marcello,"Mestre, Via Mestr. 10",Mestre,Frutta,Fornitori di bordo,211
Tonini Galdino,S. Marco 4539-A,Mestre,Frutta,Fornitori di bordo,211
Soc. An. Frutti Esotiche SAFRE,"S. Luca 4541, S. Polo 921",Mestre,Frutta,Fornitori di bordo,211
Vianello Ermenegildo Giovanni,"S. Luca 4541, S. Polo 921",Mestre,Frutta,Pellegrina,211
Zanon Ferruccio,S. Polo 544,Mestre,Frutta,Fornitori di bordo,211
Zennaro A.,Cannaregio 4471,Mestre,Frutta,Fornitori di bordo,211
Busetto Severino,Cannaregio 4245,Mestre,Frutta secca,Fornitori di bordo,211
Da Par Giuseppe,Dorsoduro 2537,Mestre,Frutta secca,Fornitori di bordo,211
De Min Achille,S. Polo 129,Mestre,Frutta secca,Fornitori di bordo,211
Gallo Giuseppina,Dorsoduro 1705,Mestre,Frutta secca,Fornitori di bordo,211
Gobesso & C,"Marghera, Via F.lli Bandira 17 A",Mestre,Frutta secca,Fornitori di bordo,211
Manzato Pietro,Cannaregio 3231,Mestre,Frutta secca,Fornitori di bordo,211
Marchesin Giuseppe,S. Polo 30,Mestre,Frutta secca,Fornitori di bordo,211
Ortigale Italo,Castello 4930,Mestre,Frutta secca,Fornitori di bordo,211
Pellegrinotti G. e C.,S. Polo 1518,Mestre,Frutta secca,Fornitori di bordo,211
Pellegrinotti Mario (ditta),"S. Polo 1518, Cannaregio 6025",Mestre,Frutta secca,Fornitori di bordo,211
Pavanello e Bottecchia,Dorsoduro 1318,Mestre,Frutta secca,Fornitori di bordo,211
Salvato e Amato,Dorsoduro 1206,Mestre,Frutta secca,Fornitori di bordo,211
Scarpa Luigia,Castello 2677,Mestre,Frutta secca,Fornitori di bordo,211
Tonini Galdino,S. Marco 4539-A,Mestre,Frutta secca,Fornitori di bordo,211
Tortato Giovanni,S. Marco 4539-A,Mestre,Frutta secca,Burano Cavallino Ghetto,211
Vianello Giovanni-Antonio,S. Marco 50-a,Mestre,Frutta secca,Fornitori di bordo,211
Acerbi Vincenzo Succ. Umberto Mello e C.,S. Polo 196,Frutta e verdura GROSSISTI,Frutta secca,Fornitori di bordo,211
Bahaiyantz Karapet,Lido Viale Enrico Dand. Dolo 238,Frutta e verdura GROSSISTI,Frutta secca,Fornitori di bordo,211
Bergamo Egidio,S. Polo 993,Frutta e verdura GROSSISTI,Frutta secca,Fornitori di bordo,211
Boscolo Guido,Mestre Via Olivi 13,Frutta e verdura GROSSISTI,Frutta secca,Fornitori di bordo,211
Bozzo Augusto,S. Polo Mercato Rialto,Frutta e verdura GROSSISTI,Frutta secca,Fornitori di bordo,211
Buscemi Francesco,S. Polo 1196,Frutta e verdura GROSSISTI,Frutta secca,Fornitori di bordo,211
Ceschin Gino,S. Polo 515,Frutta e verdura GROSSISTI,Frutta secca,Fornitori di bordo,211
Congregazione Armena Mechitaristi,S. Polo 187,Frutta e verdura GROSSISTI,Frutta secca,Fornitori di bordo,211
Conti Pietro,Cannaregio 2293,Frutta e verdura GROSSISTI,Frutta secca,Fornitori di bordo,211
De Min Achille,S. Polo 129,Frutta e verdura GROSSISTI,Frutta secca,Fornitori di bordo,211
De Min Valentino,S. Polo 127,Frutta e verdura GROSSISTI,Frutta secca,Fornitori di bordo,211
De Roni Gino e Zornes,S. Polo 120.144,Frutta e verdura GROSSISTI,Frutta secca,Fornitori di bordo,211
