Name,Address,Location,Category,Additional Info,Profession,Role,page,location_cleaned
Canova Igino,S. Polo 696,,calzature,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Canovi Newton,S. Rocco 3070,,to-ba,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Cantamessa dr. Gustavo,Via Partecipazione,Lido,medicina generale,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Cantiere F.lli Astolfo,fdm. Navagero 67,Murano,cantiere navale,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Cantiere Celeste Soccol,"Abbazia, 3547",Cannaregio,Costruzioni Navali,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Cantiere Celeste Soccol,"Abbazia, 3547",Cannaregio,Trasporti Postali Carcerari,soc.,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Cantiere Cinti,Giudecco 10,,cantiere navale,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Cantiere Floratti,"S. Moise, 2053",Milano,Generatori Acetilene Brevettati,Rappresentanti per il Veneto: Boc. Rappresentanze Generali,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Cantiere Lanza,Castello 368,,cantiere navale,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Cantiere Magnanini & C.,Castello 644,,navi in legno,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Cantiere Navale Giulio Poli,"Castello, 787D",,Forniture complete MOBILI e ACCESSORI per UFFICI,cantiere navale,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Cantiere Navale ed Officine Meccaniche Veneziane G. Pagan,"Castello, 787D",Giudecca,cantiere navale,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Cantiere Navale F.lli Rossi,Giudecca 693C,,cantiere navale,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Cantiere S.A.I.N.O.M.,Cannaregio 3027-C,,cantiere navale S. An,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Cantiere e San Marco 9 di Dal Zenunaro Leone,"S. Girolamo, Chiovere 2973",,cantiere navale,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Cantiere Sernicelli,S. Marco numero 4293,,cantiere navale,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Cantieri Celli,S. Elena 1,,Costruzioni Navali,da Diporto Sportive e da Guerra,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Cantieri Navali Adriatico,San Marco 2307,,cantiere navale,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Cantieri Navali del Levante,San Trovaso 1057-C,,cantiere navale,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Cantieri Navali e Officine Meccaniche di Venezia,San Marco 4023,,officina meccanica e metallurgica,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Cantieri Navali Picini S. A.,Via 22 Marzo 2382-A,,riocupe i navali,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Cantieri Navali del Quarnaro,San Marco 2309,,cantiere navale,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Cantieri Navali di S. Pietro,Castello 4158,,cantiere navale,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Cantieri Navali Sronvini Guglielmo,Castello 4158,Zona industriale,cantiere navale Monigrea,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Cantieri S.AINOM.,Cannaregio 3027-C,,imprese opere marittime,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Cantine Umberto,Cannaregio 3027-C,,modificatore,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,True
Cantina Carp. Antonio,S. Marco 1324,,Demanio e Pesca Capparinesi di Porto,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Cantelina dr. Antonio,"S. Marco, numero 1757",,chirurgo,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Cantina Sociale Coop. di Tezzo di Piave,Castello 5490,,vini grossista,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Cantarini Adriano,Malamocco 298,,tratto-ia,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Canton Bruno,"Mestre, Via Salomone 10",,autoservizi,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Canton Cipriano,"Mestre, Via Allegeri numero 15",,rosticceria,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Canton Giuseppe,"Mestre, Via Piave 17",,macchine utensili,nuove e d'occasione,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Canuccio Gabriele & C.,San Marco 2588,,spedizioni e trasporti,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Canzani dr. Aldo e C.,"Marghera, Via della Pila 4",,prodotti chimici,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Canziani Gino,Cannaregio 5393,,Geometra,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Canziani dr. Ulisse,Cannaregio 2409,,medicina generale,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Caos Erminia,"S. Elena, Via Chinotti 24",,osteria,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Capanna Giovanni,San Marco 976,,macchine cinematografiche,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Capello Cesare,San Marco numero 553,,cartoline illustrate,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Capitano Aldo,S. Croce 1362,,macelleria,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Capitano Guido,Castello 1241,,macelleria,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Capitano Paolina,Castello 251,,macelleria,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Capitolo dr. Manlio,Rialto 199,,Presidente Tribunale Civile e Penale,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Capogrosso Adolfo G.,Rialto 199,,Gestione P. Y. Socimezarea,Direzione | S. Lucia,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Capogrosso Rodolfo & C.,S. Polo 3089,,trasporti marittimi fluviali e terrestri,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Capoia don Miu'o,S. Polo 3089,Marroco S. Maria del Carmine,curato autonomo,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Caponetto Sebastiano,San Polo 2464-N,,mediatore,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Capovilla Augusto,rio Manin 353-A,,notai1o,fabbriche,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Capparin Antonio,rio Manin 353-A,Mestre,fiori piante e sementi,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Cappellei Gianni,Castello 6086,,rappresentante generali alimentarali,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Cappellari Luigi,D. Duro 2311,,sottoscrira,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Cappellin Eiron di Maurizio,Cannaregio 5996,,rappresentante profumi,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Cappeln Manlio,S. Marco 223-28,,mercegie pellicceria,confezioni,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Cappelin Mario,Cannaregjo 5739,,rappresentante varie,articoli funebri,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Cappelletti prof. dr. Luigi,Cannaregjo 5739,S. Maurizio,matalto neuro-se,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Cappellotto Leo (ditta),"Vio Dope W, Michieli 16",Lido,acute gasaste,l.1 cado,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Cappelttein Mario e Liquisi,"Vio Dope W, Michieli 16",Lido,industria,gas vendita,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Cappelli Wagner Villan Paradiso,Gran Viale 41,Lido,alberghi,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Cappello Carlo,S. S. Fosca 2237,,barberie,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Cappello Edoardo,S. Marco 1755,,parrucchiere per signora,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Caputo dr. Gino,S. Marco 1755,,Bibliotecc 1. stituto Universitario Economia Commercio Co Foscar.,direttore,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Cappello Concetta,S. Marco numero 0,,lavanderia e stireria,Phone: 25-889,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
Cappon Giovanni,Cannaregjo 2569,,detersivi saponi aflini,vendita,Macchine per scrivere - Calcolatrici - Duplicatori,",",362,False
