Name,Address,Location,Role,Profession,Additional Info,page
Porreca dr. Silvio,S. Angelo 3883,S. Leonardo,Direttore della Sede,",",",",69
Raselli comm. rag. Renato,S. Angelo 3883,S. Leonardo,Ispettore Compartimentale Amministrativo per le Tre Venezie,",",",",69
Dr. Gastone Marselli,Dorsoduro 3498-A,S. Leonardo,Reggente,",",",",69
dr. Enrico Boldi,Dorsoduro 3498-A,S. Leonardo,Capo dei Servizi Sanitari,",",",",69
,Dorsoduro 3498-A,Ambulatorio Malcanton,Rio Nuovo 3498-A,",",",",69
,Dorsoduro 3498-A,Poliambulatorio di Cannaregio,Fontamenta S. Felice 3084,",",",",69
,Dorsoduro 3498-A,Poliambulatorio di Castello,Calle della Pietà n. 3660,",",",",69
,Dorsoduro 3498-A,Poliambulatorio di Dorsoduro,Ponte dei Pugni,",",",",69
,Dorsoduro 3498-A,Poliambulatorio di Mestre,Via Cappuccina n. 129,",",",",69
,Dorsoduro 3498-A,Ambulatorio della Giudecca,Calle del Forno N. 466,",",",",69
,Dorsoduro 3498-A,Ambulatorio S. Polo,Campo S, Silvestro,",",69
,Dorsoduro 3498-A,Ambulatorio di Lido,Via Ex Pietro Marsch n. 3,",",",",69
,Dorsoduro 3498-A,Ambulatorio di Murano,Corte Bigaglia,",",",",69
Grandesco dott. Michele,Ramo primo della Ascensione numero 1253,S. Leonardo,Medico fiduciario,",",",",69
Montalto dott. Ugo,Ramo primo della Ascensione numero 1253,S. Leonardo,Medico fiduciario,",",",",69
Polichati prof. Enrico,Ramo primo della Ascensione numero 1253,S. Leonardo,Medico fiduciario,",",(per Mestre e Porto Marghera),69
Miotto cav. Angelo,S. Simeone Grande 927,S. Leonardo,Commissario,",",",",69
Bastiaonetto avv. Cerleste,S. Simeone Grande 927,S. Leonardo,Membro commissione,",",",",69
De Senzi Ermenegildo,S. Simeone Grande 927,S. Leonardo,Membro commissione,Lavoratore,",",69
Mazzucato dott. Alessandro,S. Simeone Grande 927,S. Leonardo,Direttore Amm.,",",",",69
Comandante Alessandro Arcauggeli,Zattere 1485-B,,Presidente,ASSOCIAZIONE FRA PROPRIETARI DI FABBRICATI DELLA PROVINCIA DI VENEZIA,", ,",69
Galletti Alberto,Zattere 1485-B,,Vice Presidente,ASSOCIAZIONE FRA PROPRIETARI DI FABBRICATI DELLA PROVINCIA DI VENEZIA,", ,",69
Perale Federico,Zattere 1485-B,,Vice Presidente,ASSOCIAZIONE FRA PROPRIETARI DI FABBRICATI DELLA PROVINCIA DI VENEZIA,", ,",69
Vianello dr. Riccardo,"Presso Ca' Matteioti, Via XXVIII aprile",,Presidente,ASSOCIAZIONE FRA PROPRIETARI DI FABBRICATI DELLA PROVINCIA DI VENEZIA,",",69
Samuele Aurelio,"Presso Ca' Matteioti, Via XXVIII aprile",,Vice Segretario,ASSOCIAZIONE FRA PROPRIETARI DI FABBRICATI DELLA PROVINCIA DI VENEZIA,",",69
Cosciutta Giorgio,"Presso Ca' Matteioti, Via XXVIII aprile",,Vice Segretario,ASSOCIAZIONE FRA PROPRIETARI DI FABBRICATI DELLA PROVINCIA DI VENEZIA,",",69
