Name,Address,Location,Category,Additional Info,Profession,Role,page,location_cleaned
Ditta G. Checchin & C.,Via Marghera 193,Mestre,Vetri, cristalli e specchi,"Fabbrica: Tolentini, Negozio: S. Giovanni Grisostomo, 5787",VIA FELISATI N. 31,385,False
Ditta Fratelli Domenichelli,Via Marghera 193,Mestre,Autotrasporti,Officina Riparazioni,Macchine per scrivere - Calcolatrici - Duplicatori,VIA FELISATI N. 31,385,False
Ditta Antonio Rallo,"Via Venenome Battisti, Strada Ospedale",Mestre,Fabbricazione di arredi funebri,Officina Riparazioni,Macchine per scrivere - Calcolatrici - Duplicatori,VIA FELISATI N. 31,385,False
Ditta Fratelli Scavone,Casalle 4137,,Imbarcazioni e sbarchi,Officina Riparazioni,Macchine per scrivere - Calcolatrici - Duplicatori,VIA FELISATI N. 31,385,True
Ditta Panio Silvano,Calle del Sale 47,Mestre,Industria boschiva,Officina Riparazioni,Macchine per scrivere - Calcolatrici - Duplicatori,VIA FELISATI N. 31,385,False
Ditta Sandri,S. Marco 4254,,Vetri, cristalli e specchi (commercio e lavorazione),Macchine per scrivere - Calcolatrici - Duplicatori,VIA FELISATI N. 31,385,True
Ditta Carlo Tonolo fu Matteo,S. Marco 1341,,Agenzia marittima,Officina Riparazioni,Succ: Fratelli Scarpa,VIA FELISATI N. 31,385,True
Ditta Adele,D. Duro 606,,Lavanderie e stirerie,Officina Riparazioni,Macchine per scrivere - Calcolatrici - Duplicatori,VIA FELISATI N. 31,385,True
Ditta Valmarana Pia,San Vio 864,,Merletti e ricami,Officina Riparazioni,Macchine per scrivere - Calcolatrici - Duplicatori,VIA FELISATI N. 31,385,True
Di Vita Domenico,San Vio 864,Campo S. Zaccaria,Comandante le tenenze Legione Territoriale dei Carabinieri,Officina Riparazioni,Macchine per scrivere - Calcolatrici - Duplicatori,VIA FELISATI N. 31,385,False
Dott. Dodl Giorgio,Cannaregio 6308,Mestre,Farmacista,Officina Riparazioni,Macchine per scrivere - Calcolatrici - Duplicatori,VIA FELISATI N. 31,385,False
Farmacia Dodl S.p.A.,S. Felice 3823-A,,Farmacia,Officina Riparazioni,Macchine per scrivere - Calcolatrici - Duplicatori,VIA FELISATI N. 31,385,True
Doge Amelia,Via Ferretto 48,Mestre,Pellicceria,Officina Riparazioni,Macchine per scrivere - Calcolatrici - Duplicatori,VIA FELISATI N. 31,385,False
Doge Giovanni,Via S. Dona,Mestre,Macelleria,Ca' Penedo,Macchine per scrivere - Calcolatrici - Duplicatori,VIA FELISATI N. 31,385,False
Doge Piero,Via S. Dona,Mestre,Liquori (dettaglio),Piazza Umberto I,Macchine per scrivere - Calcolatrici - Duplicatori,VIA FELISATI N. 31,385,False
Dogi Rossi,Campo S. Cassiano 1726,,Farmacia,Officina Riparazioni,Macchine per scrivere - Calcolatrici - Duplicatori,VIA FELISATI N. 31,385,True
Dogo Massimiliano,Castello 2667-8,,Carbone e legna (vendita al dettaglio),Officina Riparazioni,Macchine per scrivere - Calcolatrici - Duplicatori,VIA FELISATI N. 31,385,True
Dott. Dolcetti Renzo,S. Marco 6,Mestre,Vice Presidente,Compagnia Delta,Macchine per scrivere - Calcolatrici - Duplicatori,VIA FELISATI N. 31,385,False
Dolcetto Attilio,Seguso da San Vio 3671,,Vetri, cristalli e specchi (commercio e lavorazione),Macchine per scrivere - Calcolatrici - Duplicatori,VIA FELISATI N. 31,385,True
Dolcetti Eugenio,San Giovanni Grisostomo 5801,Mestre,Lingerie e maglierie,Officina Riparazioni,Macchine per scrivere - Calcolatrici - Duplicatori,VIA FELISATI N. 31,385,False
Dolcetto Aldo,S. Polo 58,,Profumeria,Officina Riparazioni,Macchine per scrivere - Calcolatrici - Duplicatori,VIA FELISATI N. 31,385,True
Dolcetti Alessandro,San Marco 2670,,Olii combustibili,Officina Riparazioni,Macchine per scrivere - Calcolatrici - Duplicatori,VIA FELISATI N. 31,385,True
Dolcetti Carlo,S. Marco 152,,Apparecchi o materiale radio,Officina Riparazioni,Macchine per scrivere - Calcolatrici - Duplicatori,VIA FELISATI N. 31,385,True
Dolcetti Secondo,S. Marco 915,,Mercerie, filati e affini,Macchine per scrivere - Calcolatrici - Duplicatori,VIA FELISATI N. 31,385,True
Dolcetti Giovanni,S. Barnaba 2262,Mestre,Farmacista,Officina Riparazioni,Macchine per scrivere - Calcolatrici - Duplicatori,VIA FELISATI N. 31,385,False
Dolomiti,Calle Friuli 752-7,Mestre,Pensione,Officina Riparazioni,Macchine per scrivere - Calcolatrici - Duplicatori,VIA FELISATI N. 31,385,False
Domenicini Giovanni,Castello 6645,,Pasticceria,Officina Riparazioni,Macchine per scrivere - Calcolatrici - Duplicatori,VIA FELISATI N. 31,385,True
Domenichini Silvio,Castello 6645,,Autotrasporti,Via Dante,Macchine per scrivere - Calcolatrici - Duplicatori,VIA FELISATI N. 31,385,True
Domestici Emilio,S. Polo 1571,,Mercerie, filati e affini,Macchine per scrivere - Calcolatrici - Duplicatori,VIA FELISATI N. 31,385,True
Dominici Alfonso,Tolentini 2441,Mestre,Rappresentanze varie,Officina Riparazioni,Macchine per scrivere - Calcolatrici - Duplicatori,VIA FELISATI N. 31,385,False
Dominici Giuseppe,San Marco 659-64,,Antichità e belle arti,Officina Riparazioni,Macchine per scrivere - Calcolatrici - Duplicatori,VIA FELISATI N. 31,385,True
Donna & Figli Jordon,San Marco 2493,,Falegnameria,Officina Riparazioni,Macchine per scrivere - Calcolatrici - Duplicatori,VIA FELISATI N. 31,385,True
Dona Giuseppe,S. Pantalon 3888,,Barbiere,Officina Riparazioni,Macchine per scrivere - Calcolatrici - Duplicatori,VIA FELISATI N. 31,385,True
Dona Guido,S. Polo 5,Mestre,Oreficeria, gioielleria,Macchine per scrivere - Calcolatrici - Duplicatori,VIA FELISATI N. 31,385,False
Dona & C.,"Murano, fondazione Vetroi 104",Mestre,Vetrai artistici,Officina Riparazioni,Macchine per scrivere - Calcolatrici - Duplicatori,VIA FELISATI N. 31,385,False
Dott. Dona Sergio,S. Polo 2910,,Architetto,Officina Riparazioni,Macchine per scrivere - Calcolatrici - Duplicatori,VIA FELISATI N. 31,385,True
Dondi dr. Sergio,S. Polo 1098-B,,Barbiere,Officina Riparazioni,Macchine per scrivere - Calcolatrici - Duplicatori,VIA FELISATI N. 31,385,True
Doni Mario,Cannaregio 3912,,Fruttivendolo,Officina Riparazioni,Macchine per scrivere - Calcolatrici - Duplicatori,VIA FELISATI N. 31,385,True
Dond Silvano,Castello 4552,,Bar,Officina Riparazioni,Macchine per scrivere - Calcolatrici - Duplicatori,VIA FELISATI N. 31,385,True
Dona Silvio,Castello 2625,,Panificio,Officina Riparazioni,Macchine per scrivere - Calcolatrici - Duplicatori,VIA FELISATI N. 31,385,True
Doniselli Mario,Lido S. M. Elisabetta 23,Mestre,Trattoria,Officina Riparazioni,Macchine per scrivere - Calcolatrici - Duplicatori,VIA FELISATI N. 31,385,False
Donaldi Giuseppa,S. Marco 4771,,Abbigliamento uomo,Officina Riparazioni,Macchine per scrivere - Calcolatrici - Duplicatori,VIA FELISATI N. 31,385,True
