Name,Address,Location,Category,Additional Info,page,location_cleaned
Rigon Angelo,"Piazzale Rossarol, Marghera",Marghera,Cantieri Navali,", Cantieri Navali",207,False
Officine Meccaniche e Fonderie Bosca,P. Marghera C. P. 88,Marghera,Cantieri Navali,", Cantieri Navali",207,False
Soc. An. Fonderia Meccanica Veneziana,Giudecca 944,,Fornitori di bordo,Cantieri Navali,207,True
Soc. An. Polvere di metalli,Via Marghera 105,Mestre,Cantieri Navali,", Cantieri Navali",207,False
Soc. Industrie Fonderie e Lavorazione Metalli J.F.E.L.M.,S. Marco 4155,,Fornitori di bordo,Cantieri Navali,207,True
Soc. It. Ernesto Breda,S. Marco 4155,,Cantieri Navali,Porto Industriale,207,True
Valese Luigi (Ditta),"calle Bandi, 5474",Marghera,Cantieri Navali,Fonderia Artistica e Meccanica con Laboratorio Bronzi,207,False
Valese Luigi,"San Marco, Calle Speccchieri, 634",,Fornitori di bordo,"Cantieri Navali, Negozio di vendita Bronzi Artistici e Articoli in 'P'exiglas",207,True
Zannini G.,Via L. Serena 8,Marghera,Cantieri Navali,", Cantieri Navali",207,False
Cendese Carlo,Idm. Vetrai 55,Murano,Foraggi,Foraggi,207,False
Pasella Giovanni,S. Marco 2338,,Foraggi,Foraggi,207,True
Rossi Senatore,Asseggiano 488,Chirignano,Foraggi,Foraggi,207,False
Casarin Carlo,Via del Forte,Carpenedo,Fornaci da calce e laterizi,Fornaci da calce e laterizi,207,False
Danella Aldo (ditta),Cannaregio 1643,,Fornaci da calce e laterizi,Fornaci da calce e laterizi,207,True
Eraclit Venier S.A.P.,Via Elettricità 14,Marghera,Fornaci da calce e laterizi,Fornaci da calce e laterizi,207,False
Frazoi Edoardo,Cannaregio 3379,,Fornaci da calce e laterizi,Fornaci da calce e laterizi,207,True
Industria Laterizi S. A.,S. Marco 3380,,Fornaci da calce e laterizi,Fornaci da calce e laterizi,207,True
Padovan Vincenzo,Cannaregio 1004,,Fornaci da calce e laterizi,Fornaci da calce e laterizi,207,True
Perale Federico e Ing. Ettore Jogna,Castello 3385 B,,Fornaci da calce e laterizi,Fornaci da calce e laterizi,207,True
Fornaci Ing. Mario Scarpari,S. Croce 1992,,Fornaci da calce e laterizi,Fornaci da calce e laterizi,207,True
Italycil Soc. a resp. limit.,S. Marco 2938,,Fornaci da calce e laterizi,Fornaci da calce e laterizi,207,True
Molin Luigi & C.,Dorsoduro 403,Marghera,Fornaci da calce e laterizi,Fornaci da calce e laterizi,207,False
Refrattari Laterizi e Calce,"Dorsoduro 403, Castello 4511",Marghera,Fornitori di bordo,"Fornaci da calce e laterizi, | Soc. a resp. limitata",207,False
S.A.I.A. S. A. Industrie laterizi e affini,"Dorsoduro 403, Castello 4511",Marghera,Fornaci da calce e laterizi,Malcontenta,207,False
Soc. An. Costruzioni e Laterizi,S. Marco numero 3416,,Fornaci da calce e laterizi,Fornaci da calce e laterizi,207,True
Soc. An. Immobiliare ed Esercizio Fornaci. S.A.I.F.F.,Castello 3385 B,,Fornaci da calce e laterizi,Fornaci da calce e laterizi,207,True
Soc. An. Materiali Edilizi,"Castello 3385 B, S. Marco 2050",,Fornitori di bordo,"Fornaci da calce e laterizi, | »S.AME»",207,True
Totti Emilio Laterizi Metano,"Castello 3385 B, S. Marco 2050, S. Marco 5074",,Fornitori di bordo,"Fornaci da calce e laterizi, | Soc. per Az.",207,True
Bortoli Comm. Ettore,Campiello R. Selvatico 5658,S. Canciano,Forni e Fornelli Elettrici,"Negozi: Bottega del P'Elettricità, Telef. 22-945, Bottega della Luce, Calle Goldoni 4511 Telefono 22756, Casa Lucente, Lido di Venezia, Viale S. Maria Elisabetta 10",207,False
Approvvigionamento Combustibili del dr. G. Messinis,S. Marco 5042,Marghera,Fornitori di bordo,Fornitori di bordo,207,False
