Name,Address,Location,Role,Profession,Additional Info,page
Zanus don Giovanni,San Simeone Profeta,Torcello,Parrocco,Arciprete-parroco,San Simeone Profeta,92
Massaria don Silvio,SS. SIMEONE GIUDA,Torcello,Vicario,Arciprete-parroco,SS. SIMEONE GIUDA,92
Da Biasio mons. Giuseppe,San Stefano,Torcello,Parrocco,Arciprete-parroco,San Stefano,92
Kirchmayr don Giacomo,SAN VITALE,Torcello,Vicario,Arciprete-parroco,SAN VITALE,92
Vecchi don Valentino,SAN MAURIZIO,Torcello,Rettore,Arciprete-parroco,SAN MAURIZIO,92
Fusaro don Ermenegildo,SAN SAMUELE,Torcello,Rettore,Arciprete-parroco,SAN SAMUELE,92
Marchetti Mons. Giuseppe,San Zaccaria,Torcello,Parroco,Arciprete-parroco,San Zaccaria,92
Mondro don Giuseppe,San Zaccaria,Torcello,Cooperatore,Arciprete-parroco,San Zaccaria,92
Vianello don Gino,SAN GIOVANNI IN OLEO,Torcello,Vicario,Arciprete-parroco,SAN GIOVANNI IN OLEO,92
Ongarato don Giuseppe,S. Maria Elisabetta di Lido,Torcello,Parroco,Arciprete-parroco,S. Maria Elisabetta di Lido,92
Ghezzo don Giovanni,S. Maria Elisabetta di Lido,Torcello,Cooperatore,Arciprete-parroco,S. Maria Elisabetta di Lido,92
Viaggi don Amedeo,S. Maria Elisabetta di Lido,Torcello,Cooperatore,Arciprete-parroco,S. Maria Elisabetta di Lido,92
Prendin padre Andrea O.F.M.,SAN NICOLÒ DI LIDO,Torcello,Rettore,Arciprete-parroco,SAN NICOLÒ DI LIDO,92
Brugnolo Mons. Giuseppe,SAN NICOLÒ DI LIDO,Torcello,Arciprete,Malamocco,Canonico Onorario della Basilica di San Marco,92
Tosi don Benedetto,"SS. Maria Assunta, Donato e Cipriano",Torcello,Parroco,Malamocco,"SS. Maria Assunta,  Donato e Cipriano",92
Vianello don Vittorio,"SS. Maria Assunta, Donato e Cipriano",Torcello,Cooperatore,Malamocco,"SS. Maria Assunta,  Donato e Cipriano",92
Tosi don Benedetto,"SS. Maria Assunta, Donato e Cipriano",Torcello,Canonico Decano,Capitolo Collegiale,",",92
Marchini don Giovani,"SS. Maria Assunta, Donato e Cipriano",Torcello,Canonico,Capitolo Collegiale,",",92
Vianello don Vittorio,"SS. Maria Assunta, Donato e Cipriano",Torcello,Canonico,Capitolo Collegiale,",",92
Semenzato don Luigi,San Pietro,Torcello,Parroco,Capitolo Collegiale,San Pietro,92
D’Alti don Attilio,San Pietro,Torcello,Cooperatore,Capitolo Collegiale,San Pietro,92
Marchini don Giovanni,SANTA MARIA DEGLI ANGELI,Torcello,Vicario,Capitolo Collegiale,SANTA MARIA DEGLI ANGELI,92
Tagliapietra don Francesco,S. MARIA ASSUNTA,Torcello,Arciprete,Torcello,S. MARIA ASSUNTA,92
