Name,Address,Location,Category,Additional Info,page
Ditta CARLO CASTIGLIONI,"2288""",Milano,Meccanuficio,",",239
Ditta rag. RINALDO GRIFFINI,"2288""",Milano,Meccanuficio,",",239
ITALRIPRODUTTORE,Via XXII MARZO 2402,S. Marco,Meccanuficio,Macchine per Ufficio,239
Duse dr. Bruno,Via XXII Marzo 2288,Mestre,Meccanuficio,"Macchine per scrivere nuove e d'occasione, Accessori, Mobili per Ufficio",239
Olivetti Ing. C. & C. S. p. A.,"Via XXII Marzo 2288, 1218",Mestre,Meccanuficio,"Macchine per scrivere da ufficio e portatili, Macchine contabili, Schedule visibili orizzontali synthesis | Bacino Orseolo",239
Pellegrini cav. Giuseppe,cp. S. Bartolomeo 5379,Mestre,Meccanuficio,",",239
Toppo Adriano,Castello 2684,Mestre,Meccanuficio,"Addizionatrici, Calcolatrici, Macchine Contabili, Agricole, Utensili, Enologiche, da Scrivere ecc.",239
Cantoni Giuseppe,Via Piave 17,Mestre,Macchine utensili,",",239
FIAT,S. Marco 181-A,Mestre,Macchine utensili,",",239
Freddi Leonardo,Via Amba Alagi,Mestre,Macchine utensili,",",239
Moschini Vittorio,campo S. Zaccaria,Mestre,Macchine utensili,",",239
VITTORIO MOSCHINI,Campo S. Zaccaria,Mestre,Macchine utensili,"Macchine per la lavorazione dei metalli e del legno, Esposizione Deposito",239
Leonardo FREDDI e Fratelli,Campo S. Zaccaria,Mestre,Macchine utensili,Ottime occasioni,239
AGENZIA P. BORTOLUZZI,S. Luc. 4152,Venezia,Macchine utensili,"Affitti appartamenti vuoti e ammobiliati, Compr.-vendite case - terreni, Amministrazione",239
