Name,Address,Location,Category,Additional Info,page
RIGON ANGELO,Piazzale Rossarol,Marghera,Cantieri Navali,Modellista Meccanico,207
FONDERIA G. ZANNINI,Via Leone Serena 8,Marghera,Cantieri Navali,Officina Costruzioni Meccaniche,207
Cendese Carlo,Idm. Vetrati 55,Murano,Foraggi,(fabbriche),207
Pasella Giovanni,Idm. Vetrati 55,S. Marco,Foraggi,(fabbriche),207
Rossi Senatore,"Chirignano, Asseggiano 488",Murano,Foraggi,(fabbriche),207
Casarin Carlo,Via del Forte,Carpenedo,Fornaci da calce e laterizi,(fabbriche),207
Danella Aldo,Cannaregio 1643,Murano,Fornaci da calce e laterizi,(fabbriche),207
Eredi Venier S.A.P.,Via Elettricità 14,Marghera,Fornaci da calce e laterizi,(fabbriche),207
Frazoi Edoardo,Cannaregio 3379,Murano,Fornaci da calce e laterizi,(fabbriche),207
Industria Laterizi S. A. «Ilian»,S. Marco 3380,Murano,Fornaci da calce e laterizi,(fabbriche),207
Padovan Vincenzo,Cannaregio 1004,Murano,Fornaci da calce e laterizi,(fabbriche),207
Perale Federico e ing. Ettore Jogna,Castello 3385 B,Murano,Fornaci da calce e laterizi,(fabbriche),207
Fornaci Ing. Mario Scarpari,S. Croce 1992,Murano,Fornaci da calce e laterizi,(fabbriche),207
Italedi Soc. a resp. limit.,S. Marco 2938,Murano,Fornaci da calce e laterizi,(fabbriche),207
Molin Luigi e C.,Dorsoduro 403,Murano,Fornaci da calce e laterizi,(fabbriche),207
Refritta Laterizi e Calce,"Dorsoduro 403, Castello 4511",Murano,Fornaci da calce e laterizi,"Fornaci da calce e laterizi, | Soc. a resp. limitata",207
SAILA S. A.,"Dorsoduro 403, Castello 4511",Murano,Malcontenta,"Fornaci da calce e laterizi, | Industrie laterizi e affini",207
Soc. An. Costruzioni e Laterizi,S. Marco 3416,Murano,Fornaci da calce e laterizi,(fabbriche),207
Soc. An. Immobiliare ed Esercizio Fornaci S.A.I.F.F.,Castello 3385 B,Murano,Fornaci da calce e laterizi,(fabbriche),207
Soc. An. Materiali Edilizia «SAME»,S. Marco 2050,Murano,Fornaci da calce e laterizi,(fabbriche),207
Totti Emilio Latezici Metano,"S. Marco 2050, S. Marco 5074",Murano,Fornaci da calce e laterizi,"Fornaci da calce e laterizi, | Soc. per Az.",207
Bortoli Comm. Ettore,"S. Marco 2050, S. Marco 5074",S. Canciano,Forni e Fornelli Elettrici,"Negozi: Bottega dell'Elettricità, Campiello R. Selvatico 5569 Telef. 22-945, Bottega della Luce, S. Marco, Calle Goldoni 4511 Telefono 22.756. Casa Lucente, Lido di Venezia, Viale S. Maria Elisabetta 16.",207
Fornitori di bordo,S. Marco 5042,Murano,Forni e Fornelli Elettrici,Approvvigionamento Combustibili del dr. G. Messinis,207
