Name,Address,Location,Role,Profession,page
D’Udine dr. Virgilio,San Luca 4041,Palazzo Camera di Commercio,Dirigente,Comm. Agg.,54
Coglitore dr. Luigi,San Luca 4041,Palazzo Camera di Commercio,Dirigente,V. Comm. Agg.,54
Cortelli dr. Mario,San Luca 4041,Palazzo Camera di Commercio,Dirigente,Comm. Agg.,54
Andriulli dr. Ennio,San Luca 4041,Palazzo Camera di Commercio,Dirigente,V. Comm.,54
Marino dr. Vincenzo,San Luca 4041,Palazzo Camera di Commercio,Dirigente,V. Comm.,54
Mazzoni Cav. Uff. dr. Renato,San Luca 4041,Palazzo Camera di Commercio,Dirigente,Comm. Capo,54
Grossi dr. Tommaso,San Luca 4041,Palazzo Camera di Commercio,Addetto,Comm. Agg.,54
Parascando Comm. dr. Alberto,San Luca 4041,Palazzo Camera di Commercio,Dirigente,Comm. Capo,54
Papa dr. Elia,San Luca 4041,Palazzo Camera di Commercio,Dirigente,Comm.,54
Antonini dr. Alfredo,San Luca 4041,Palazzo Camera di Commercio,Primo presidente,Commissariato di S. Elena,54
Pellegrini dr. Gilberto,San Luca 4041,Palazzo Camera di Commercio,Presidente di Sezione,Commissariato di S. Elena,54
Guzzetta dr. Mario,San Luca 4041,Palazzo Camera di Commercio,Consigliere,Commissariato di S. Elena,54
Carlini dr. Ovidio,San Luca 4041,Palazzo Camera di Commercio,Consigliere,Commissariato di S. Elena,54
Tilli dr. Alfredo,San Luca 4041,Palazzo Camera di Commercio,Consigliere,Commissariato di S. Elena,54
Bellano dr. Giuseppe,San Luca 4041,Palazzo Camera di Commercio,Consigliere,Commissariato di S. Elena,54
Groppa dr. Nicola,San Luca 4041,Palazzo Camera di Commercio,Consigliere,Commissariato di S. Elena,54
Capitolo dr. Manlio,San Luca 4041,Palazzo Camera di Commercio,"Incaricato della supplenza del Presidente del Tribunale di Venezia,",Consigliere,54
Pisani dr. Guido,San Luca 4041,Palazzo Camera di Commercio,Consigliere,Commissariato di S. Elena,54
Cabrini dr. Aldo,San Luca 4041,Palazzo Camera di Commercio,Consigliere,Commissariato di S. Elena,54
Presutti dr. Ferdinando,San Luca 4041,Palazzo Camera di Commercio,Presidente di Sezione,Commissariato di S. Elena,54
Giocoli dr. Lorenzo,San Luca 4041,Palazzo Camera di Commercio,Consigliere,Commissariato di S. Elena,54
De Carli dr. Giulio,San Luca 4041,Palazzo Camera di Commercio,Consigliere,Commissariato di S. Elena,54
Guerrzazi dr. Guerrazzo,San Luca 4041,Palazzo Camera di Commercio,Consigliere,Commissariato di S. Elena,54
Di Masico dr. Orazio,San Luca 4041,Palazzo Camera di Commercio,Consigliere,Commissariato di S. Elena,54
Sociatti dr. Orazio,San Luca 4041,Palazzo Camera di Commercio,"Funziona da Presidente del Tribunale per i minorenni,",Consigliere,54
Zink dr. Pietro,San Luca 4041,Palazzo Camera di Commercio,Consigliere,Commissariato di S. Elena,54
Grieb dr. Tommaso,San Luca 4041,Palazzo Camera di Commercio,Consigliere,Commissariato di S. Elena,54
Tissi dr. Guido,San Luca 4041,Palazzo Camera di Commercio,Presidente di Sezione,Commissariato di S. Elena,54
Gregorich dr. Otmaro,San Luca 4041,Palazzo Camera di Commercio,Consigliere,Commissariato di S. Elena,54
Di Giuseppe dr. Berardo,San Luca 4041,Palazzo Camera di Commercio,Consigliere,Commissariato di S. Elena,54
Alessandri dr. Alessandro,San Luca 4041,Palazzo Camera di Commercio,Consigliere,Commissariato di S. Elena,54
Illich dr. Ernesto,San Luca 4041,Palazzo Camera di Commercio,Consigliere,Commissariato di S. Elena,54
Ferjanin dr. Ermanno,San Luca 4041,Palazzo Camera di Commercio,Consigliere,Commissariato di S. Elena,54
Tallandini dr. Francesco,San Luca 4041,Palazzo Camera di Commercio,Consigliere,Commissariato di S. Elena,54
Bellano dr. Giuseppe,San Luca 4041,Palazzo Camera di Commercio,Presidente supplente,Commissariato di S. Elena,54
Cappelletti prof. Luigi,San Luca 4041,Palazzo Camera di Commercio,Componente privato effettivo,Commissariato di S. Elena,54
Rota prof. Antonio,San Luca 4041,Palazzo Camera di Commercio,Componenti privati supplenti,Commissariato di S. Elena,54
Ori prof. Alessandro,San Luca 4041,Palazzo Camera di Commercio,Componenti privati supplenti,Commissariato di S. Elena,54
Pellegrini dr. Gilberto,San Luca 4041,Palazzo Camera di Commercio,Presidente,Commissariato di S. Elena,54
De Carli dr. Giulio,San Luca 4041,Palazzo Camera di Commercio,Consigliere effettivo,Commissariato di S. Elena,54
Tilli dr. Alfredo,San Luca 4041,Palazzo Camera di Commercio,Consigliere effettivo,Commissariato di S. Elena,54
Groppa dr. Nicola,San Luca 4041,Palazzo Camera di Commercio,Consigliere effettivo,Commissariato di S. Elena,54
Grieb dr. Tommaso,San Luca 4041,Palazzo Camera di Commercio,Supplente,Commissariato di S. Elena,54
Cabrini dr. Aldo,San Luca 4041,Palazzo Camera di Commercio,Supplente,Commissariato di S. Elena,54
Tissi dr. Guido,San Luca 4041,Venezia,Presidente,Commissariato di S. Elena,54
Di Giuseppe dr. Berardo,San Luca 4041,Venezia,Consigliere effettivo,Commissariato di S. Elena,54
Pisani dr. Guido,San Luca 4041,Venezia,supplente,Commissariato di S. Elena,54
N. N.,San Luca 4041,Belluno,Presidente,Commissariato di S. Elena,54
Alessandri dr. Alessandro,San Luca 4041,Belluno,Consigliere effettivo,Commissariato di S. Elena,54
Tissi dr. Guido,San Luca 4041,Padova,Presidente,Commissariato di S. Elena,54
Guerrzazi dr. Guerrazzo,San Luca 4041,Padova,consigliere effettivo,Commissariato di S. Elena,54
Pisani dr. Guido,San Luca 4041,Padova,supplente,Commissariato di S. Elena,54
N. N.,San Luca 4041,Rovigo,Presidente,Commissariato di S. Elena,54
