Provincia,Section,Role_or_Profession,Name,Address,page
PORTOGRUARO,UFFICI PUBBLICI,Comando di Tenenza e di Stazione RR. CC.,Portogruaro,,547
PORTOGRUARO,UFFICI PUBBLICI,Ufficio Registro,Portogruaro,,547
PORTOGRUARO,UFFICI PUBBLICI,Procuratore,Chillemi Salvatore,,547
PORTOGRUARO,UFFICI PUBBLICI,Agenzia Imposte,Portogruaro,,547
PORTOGRUARO,UFFICI PUBBLICI,Procuratore capo,Castellitto dott. Timoleonte,,547
PORTOGRUARO,UFFICI PUBBLICI,Ufficio Postale,Portogruaro, Luggunana, Pradipozzo,,547
PORTOGRUARO,UFFICI PUBBLICI,Titolare,cav. G. B. Gottardi,,547
PORTOGRUARO,UFFICI PUBBLICI,Ufficio Telegrafico,Portogruaro,,547
PORTOGRUARO,UFFICI PUBBLICI,Telefono pubblico,Portogruaro, Lison (Cabina della Telve),,547
PORTOGRUARO,UFFICI PUBBLICI,Cattedra Ambulante di Agricoltura,Favero Leandro,,547
PORTOGRUARO,ISTITUZIONI RELIGIOSE,Vescovo,D'Alessi mons. Vittorio,,547
PORTOGRUARO,ISTITUZIONI RELIGIOSE,Curia Vescovile,Sandrini mons. Paolo,,547
PORTOGRUARO,ISTITUZIONI RELIGIOSE,Cancelliere,Favron don Giuseppe,,547
PORTOGRUARO,ISTITUZIONI RELIGIOSE,Capitolo Cattedrale,Sandrini mons. Paolo,,547
PORTOGRUARO,ISTITUZIONI RELIGIOSE,Capitolo Cattedrale,Carrara mons. Emilio,,547
PORTOGRUARO,ISTITUZIONI RELIGIOSE,Capitolo Cattedrale,Giacomuzzi mons. Lodovico,,547
PORTOGRUARO,ISTITUZIONI RELIGIOSE,Capitolo Cattedrale,Marzin Mons. Giacomo,,547
PORTOGRUARO,ISTITUZIONI RELIGIOSE,Capitolo Cattedrale,Panono monsignor Giovanni,,547
PORTOGRUARO,ISTITUZIONI RELIGIOSE,Capitolo Cattedrale,De Marchi mons. Luigi,,547
PORTOGRUARO,ISTITUZIONI RELIGIOSE,Parroco Cattedrale,Lunes mons. prof. cav. Luigi,,547
PORTOGRUARO,ISTITUZIONI RELIGIOSE,Parroco concattedrale Cecon mons. Mario,,,547
PORTOGRUARO,ISTITUZIONI RELIGIOSE,Parroci,Bortolossi don Luigi,,547
PORTOGRUARO,ISTITUZIONI RELIGIOSE,Parroci,Maartin don Luigi,,547
PORTOGRUARO,ISTITUZIONI RELIGIOSE,Parroci,Buttignol don Antonio,,547
PORTOGRUARO,ISTITUZIONI RELIGIOSE,Parroci,Giacomuzzi don Luigi,,547
PORTOGRUARO,ISTITUZIONI RELIGIOSE,Parroci,Puppin don Antonio,,547
PORTOGRUARO,ISTITUZIONI RELIGIOSE,Parroci,Marson don Pietro,,547
PORTOGRUARO,ISTITUZIONI RELIGIOSE,Parroci,Cecchini don Michele,,547
PORTOGRUARO,ISTITUZIONI RELIGIOSE,Parroci,Zanier don Pietro,,547
VENEZIA,UFFICI MILITARI,Distretto militare,Venezia,,547
PORTOGRUARO,UFFICI MILITARI,Comando di Tenenza Carabinieri,Mantarro Santi,,547
PORTOGRUARO,UFFICI MILITARI,Comando Stazione Carabinieri,Maresciallo Prastacro Salvatore,,547
PORTOGRUARO,ISTITUZIONI,Presidente,Dal Moro dott. Gino,,547
PORTOGRUARO,ISTITUZIONI,Presidente,Bon Luigi,,547
PORTOGRUARO,ISTITUZIONI,Sezione Ttro a Volo,C. M. Mario Bon,,547
PORTOGRUARO,ISTITUZIONI,R. Scuola Secondaria d'Avv. Commerciale,,,547
PORTOGRUARO,ISTITUZIONI,"Collegio Vescovile ""G. Marconi""",Rettore Zovatto dott. Prof,,547
PORTOGRUARO,ISTITUZIONI,Ginnasio,Preside Giacomuzzi prof. cav. uff. Lodovico,,547
PORTOGRUARO,ISTITUZIONI,Istituto Magistrale,Preside (vacante),,547
PORTOGRUARO,ISTITUZIONI,Direzione didattica del Circolo di Porto,,,547
PORTOGRUARO,ISTITUZIONI,Ospedale Civile S. Tommaso,Presidenza Veronese ing. Agosto Nino,,547
PORTOGRUARO,ISTITUZIONI,Primario Cengiarotti,dr. Gio. Batta,,547
PORTOGRUARO,ISTITUZIONI,O. P. Francescon - Presidente,Bertoloni prof. cav. Lodovico,,547
PORTOGRUARO,ISTITUZIONI,Segretario,Carturan Rag. cav. Lodovico,,547
PORTOGRUARO,ISTITUZIONI,Monte di Pietà,Del Prà Enrico,,547
PORTOGRUARO,ISTITUZIONI,Comitato Comunale Opera Maternità e Infanzia,Molin Vittoria,,547
PORTOGRUARO,ISTITUZIONI,Comitato antitubercolare,Presidente Rubbazzer avv. cav. Ottalo,,547
PORTOGRUARO,ISTITUZIONI,Opera S. Vincenzo de' Paoli,Presid. Sandrini mons. Paolo,,547
PORTOGRUARO,ISTITUZIONI,Asilo Infantile e S. Guiseppe (Calasanzio),Cecon mon. Mario,,547
PORTOGRUARO,ISTITUZIONI,Comitato Croce Rossa Italiana,Deleg. Ruhbazzer avv. cav. Otleto,,547
PORTOGRUARO,ISTITUZIONI,Ente Comunale di Assistenza,Presidente Degani Gio Batta,,547
PORTOGRUARO,ISTITUZIONI,Segretario,Carturan rag. cav. Lodovico,,547
PORTOGRUARO,ISTITUZIONI,Sez. Reduci,Scarpa colonnello Angelo,,547
PORTOGRUARO,ISTITUZIONI,Sezione Madri e Vedove caduti in Guerra,Presid. Fasola Vinetta nob. Giuseppina,,547
PORTOGRUARO,ISTITUZIONI,Gruppo del Nastro Azzurro,Presid. Vendrame mag. Dino,,547
PORTOGRUARO,ISTITUZIONI,Sez. Mutilati ed Invalidi di Guerra,V. Presidente Piccolo Anselmo,,547
PORTOGRUARO,ISTITUZIONI,Sezione Combattenti,,,547
PORTOGRUARO,ISTITUZIONI,Sezione Ufficiali in Congego,,,547
PORTOGRUARO,ISTITUZIONI,Sezione Bersaglieri,Presid. onorario Giacomuzzi mons. Lodovico,,547
PORTOGRUARO,ISTITUZIONI,Sezione Bersaglieri,Commissionari Spessotto Gifuso,,547
PORTOGRUARO,ISTITUZIONI,Gripp Alpini - Come te Sottosezione,Capo Gruppo Scotti Alfredo,,547
PORTOGRUARO,ISTITUZIONI,Sezione Cavalieri in congedo,,,547
PORTOGRUARO,ISTITUZIONI,Sezione Artiglieri in congedo,,,547
PORTOGRUARO,ISTITUZIONI,Sezione Genieri in congedo,,,547
PORTOGRUARO,ISTITUZIONI,Sezione Granatieri in congedo,,,547
PORTOGRUARO,PROFESSIONISTI,Avvocati,Pellegrini avv. Oreste,,547
PORTOGRUARO,PROFESSIONISTI,Avvocati,Bianchi avv. Aldo,,547
PORTOGRUARO,PROFESSIONISTI,Avvocati,Vida cavour,,547
PORTOGRUARO,PROFESSIONISTI,Avvocati,E Belli avv. Marcey,,547
PORTOGRUARO,PROFESSIONISTI,Avvocati,Launio avv. Gaetano,,547
PORTOGRUARO,PROFESSIONISTI,Avvocati,Della Fattima avv. cv. Audref,,547
PORTOGRUARO,PROFESSIONISTI,Avvocati,Da Paola,via Mazzini 2,,547
PORTOGRUARO,PROFESSIONISTI,Avvocati,Marigraivir prof. comm. Emilio,,547
PORTOGRUARO,PROFESSIONISTI,Avvocati,Mavezzi dott. Luigi,,547
PORTOGRUARO,PROFESSIONISTI,Avvocati,Tognazzi avv. Roberto,,547
PORTOGRUARO,PROFESSIONISTI,Avvocati,via Cavour 7,,547
PORTOGRUARO,PROFESSIONISTI,Avvocati,Damante dott. Enrico,,547
PORTOGRUARO,PROFESSIONISTI,Direttori di aziende,Scrosoni Severino,,547
PORTOGRUARO,PROFESSIONISTI,Direttori di aziende,Dovetre Fabbrica Perofscafi,,547
