Name,Address,Location,Category,Additional Info,page
Testolini Adelchi,S. Marco 1746,Marghera,Camicerie da uomo,Carta Cartoni ed affini,177
Vernier Olivo,S. Croce 2205,Marghera,Camicerie da uomo,Carta Cartoni ed affini,177
Zucchetto Carlo,Via Marcello 40,Mestre,Camicerie da uomo,Carta Cartoni ed affini,177
Cartiera di Riva Ing. Andrea Peloso,Cannaregio 5343,Marghera,Carta da impacco,Carta Cartoni ed affini,177
Ermini Vittore,Via Elettricità,Marghera,Carta da impacco,Carta Cartoni ed affini,177
Gallimberti Carlo,"Riva del Vin, 122, 123",Marghera,Carta da impacco,"Carta, Cartoni, Cancelleria",177
Lazzari Antonio,S. Croce 1729,Marghera,Carta da impacco,Carta Cartoni ed affini,177
Parigi Edoardo,Piazza 27 Ottobre,Mestre,Carta da impacco,Carta Cartoni ed affini,177
Venchierutti Ant. e F.lli,Cannaregio 3399-A,Marghera,Carta da impacco,Carta Cartoni ed affini,177
Bolzonella Augusto,Castello 6084,Marghera,Carta da macero,Carta Cartoni ed affini,177
Cartiera S. A.,"Rialto, S. Silvestro n. 1112-1173",Marghera,Carta da macero,Tel. 23.692 e 24-676,177
Nocentin Dino,Cannaregio 2119,Marghera,Carta da macero,Carta Cartoni ed affini,177
Pittau Francesco,S. Polo 2305-A,Marghera,Carta da macero,Carta Cartoni ed affini,177
Querci Della Rovere (Ditta),"Rialto, Rughetta Ravano, 1052-53",Marghera,Carta da macero,"Casa Fondata nel 1870, Tel. 24738. Ditta autorizzata per l'acquisto di carta da macero scarto archivio, giornali e riviste vecchie che ne garantisce il macero, Ritiro, Pesatura e Pagamento a Domicilio",177
"Darai Ada in, Visentin",S. Marco 4599-A,Marghera,Carta da parati e affini,Carta Cartoni ed affini,177
Ermini Vittore,Via Elettricità,Marghera,Carta da parati e affini,Carta Cartoni ed affini,177
Morelli,Via Elettricità,Marghera,Carta da parati e affini," ""Campo S. Fantin""",177
Baroni Arnaldo,Cannaregio 2581,Marghera,Carte e Stracci per Cartiere,Carta Cartoni ed affini,177
Gobbo Celeste,"S. Stefano, 3531",Marghera,Carte da Gioco,"Carte da gioco «Modiano», tipo comune e di lusso, Preventivi per edizioni speciali con rovescio pubblicitario. Telefono 25-572.",177
Cartiere F. A. Marsoni,"Rialto, S. Silvestro 1112-1173",Marghera,Cartiere,Tel. 23-692 e 24-676,177
"Cartiera di Riva, Ing. Andrea Peloso",San Canciano 5344,Marghera,Cartiere,Carta Cartoni ed affini,177
Gaggio Gianni,"Rialto, Riva del Vin 741",Marghera,Cartiere,Deposito Carta,177
Querci Della Rovere (Ditta),"Rialto, Rughetta Ravano, 1052-53",Marghera,Cartiere,"Deposito Carta, Tel. 24-738",177
Soglie e Successori Malcolin,S. Marco 1165,Marghera,Cartiere,Carta Cartoni ed affini,177
Aiekin Carlo,S. Zulian 740,Marghera,oggetti di Cancelleria,Carta Cartoni ed affini,177
Alfonsi Luigi,S. Zulian 740,"Burano, Torcello",oggetti di Cancelleria,Carta Cartoni ed affini,177
Alzetta Giovanna Maria,S. Marco 2821,Marghera,oggetti di Cancelleria,Carta Cartoni ed affini,177
Angelini Maria,S. Marco 5168,Marghera,oggetti di Cancelleria,Carta Cartoni ed affini,177
Antonello Luigi,S. Croce 1996,Marghera,oggetti di Cancelleria,Carta Cartoni ed affini,177
Arditi Tranquilla,S. Croce 1996,Malamocco,oggetti di Cancelleria,Carta Cartoni ed affini,177
Azienda Cartaria e affini,S. Polo 276-A,Marghera,oggetti di Cancelleria,Carta Cartoni ed affini,177
Bassan Luigi,Piazza Umberto I,Mestre,oggetti di Cancelleria,Carta Cartoni ed affini,177
