Provincia,Section,Role_or_Profession,Name,Address,page
TEGLIO VENETO,UFFICI AMMINISTRATIVI,Sindaco,Battiston Antonio,,567
TEGLIO VENETO,UFFICI AMMINISTRATIVI,Segretario Comunale,Biancheri Giovanni,,567
TEGLIO VENETO,UFFICI AMMINISTRATIVI,Esattoria Comunale,Cassa di Risparmio di Venezia (Filiale di Portogruaro),,567
TEGLIO VENETO,UFFICI AMMINISTRATIVI,Ufficiale Sanitario,Pagnacco dr. Oscar,,567
TEGLIO VENETO,UFFICI AMMINISTRATIVI,Veterinario Comunale,Colonna dr. Cornelio,,567
TEGLIO VENETO,UFFICI AMMINISTRATIVI,Maestre elementari,Natalion Gemitin Giannina,,567
TEGLIO VENETO,UFFICI AMMINISTRATIVI,Maestre elementari,Barri Maria,,567
TEGLIO VENETO,UFFICI AMMINISTRATIVI,Maestre elementari,Argento,,567
TEGLIO VENETO,UFFICI AMMINISTRATIVI,Maestre elementari,Grillo Maria,,567
TEGLIO VENETO,UFFICI AMMINISTRATIVI,Maestre elementari,Borghesato Caterina,,567
TEGLIO VENETO,UFFICI AMMINISTRATIVI,Maestre elementari,Colonna Romano Guido,,567
TEGLIO VENETO,UFFICI PUBBLICI,Tribunale,Venezia,,567
TEGLIO VENETO,UFFICI PUBBLICI,Pretura,Portogruaro,,567
TEGLIO VENETO,UFFICI PUBBLICI,Concilia tori,Pagnacco dr. Oscar,,567
TEGLIO VENETO,UFFICI PUBBLICI,vice conciliatore,Bolis Giacomo,,567
TEGLIO VENETO,UFFICI PUBBLICI,"Ufficio P, S.",Venezia,,567
TEGLIO VENETO,UFFICI PUBBLICI,Ufficio Registro,Portogruaro,,567
TEGLIO VENETO,UFFICI PUBBLICI,Agenzia Imposte,Teglio Veneto,,567
TEGLIO VENETO,UFFICI PUBBLICI,Ufficio Postale,Teglio Veneto,,567
TEGLIO VENETO,UFFICI PUBBLICI,TJfficìo Telegrafico,Portogruaro,,567
TEGLIO VENETO,UFFICI PUBBLICI,Telefono Pubblico,Teglio Veneto,,567
TEGLIO VENETO,UFFICI PUBBLICI,Parroci,Camielli. don Antonio,,567
TEGLIO VENETO,UFFICI PUBBLICI,Parroci,Don Osvaldo Pegorer,,567
TEGLIO VENETO,ISTITUZIONI,"Federa?. Prov. del Commercio, Delegazione di Teglio Veneto. Presidente",Piana Vassilli,,567
