Name,Address,Location,Category,Additional Info,page
Marinetto Giovanni,Via Catene 4,Mestre,Vulcanizzazione gomma,S. Margherita,318
Zanchi Fausto,Piaz. 27 Ottobre 4,Mestre,Vulcanizzazione gomma,S. Margherita,318
Fausto Zanchi,Piazza XXVII Ottobre,Mestre,Vulcanizzazione gomma,S. Margherita,318
Nuova Editoriale S. A.,"""S. Marco Calle Stagneri, 5238""",Lido,Venezia,"Zincografia, Direzione e Amministrazione, Tel. 22-648",318
Zincografia « Serenissima »,Rio Terrà SS. Apostoli 4823,Lido,Zincografia,"Tel. 24-648, Clichés in zinco, rame ed ottone, Esecuzione rapida ed accurata.",318
Montecatini soc. generale per l'Industria Mineraria e Chimica,Rio Terrà SS. Apostoli 4823,P. Marghera,Zolfo,deposito,318
Pace e Severi,Rio Terrà SS. Apostoli 4823,P. Marghera,Zolfo,compravendita,318
Consorzio Nazionale Produttori Zucchero,S Marco 4218,Lido,Zuccherifici,compravendita barbabietole,318
Ardizzon Ferdinando,Castello 2292,Lido,Zucchero,S. Margherita,318
Caberlotto R. A.,Castello 2292,Mestre,Zucchero,P. Umberto I,318
Cattapan Basilio ed Elia Luigi,Via Palazo 4,Mestre,Zucchero,S. Margherita,318
Poggi Ferruccio,Dorsoduro 3525,Lido,Zucchero,S. Margherita,318
Universale Commercio Generale di Mario Perozzi,Via Lemno 1,Lido,Zucchero,S. Margherita,318
Nuova Editoriale S.A.,Calle Stagneri n. 5238,Lido,ZINCOGRAFIA,"OGNI TIPO DI CLICHÉS: Bicomrie - Tricromie - Fotolitogie, Telefono n. 22-648",318
duse,"Via XXII Marzo, 2288",Venezia,Zucchero,"Forniture complete MOBILI e ACCESSORI per UFFICIO, Telefono 25-889",318
ZAGO F.LLI,"S. Polo, 1479",Venezia,Zucchero,"Ritratti artistici - Lavori industriali - Reparto elio­cinografico - vendita materiale fotocinematografico, Telefono 24-296",318
AGENZIA P. BORTOLUZZI,"San Luca, 4152 a",Venezia,Zucchero,"AFFITTI APPARTAMENTI vuoti e ammobiliati - COMRA - VENDITA CASE - TERRENI - AMMINISTRAZIONE BENI IMMOBILI, Tel. 23-432",318
