Name,Address,Location,Category,Additional Info,page
SAN GIORGIO Società Ind. par Az. Gener. Vetstri,"Corso del Popolo, 1",Padova,Agenzie di trasporto,"Agenzia di Padova: Ditta Michele Trappetti,  Tutto il materiale per impianti di riscaldamento",219
S.T.I.E.A.,"Corso del Popolo, 1, Santa Croce 960",Murano,Agenzie di trasporto,"Impianti di segnalazioni marittime acustiche e luminose, | di U. Fiory e C.",219
Ferraboschi Silvio,"Corso del Popolo, 1, Santa Croce 960",Venezia,Agenzie di trasporto,Impianti Costruzioni Elettriche Industriali,219
Gimarosti e Fabris,Via Cattapan 37,Mestre,Impianti sanitari e idraulici,(fabbriche),219
Crovato Antonio,S. M. Formosa 5853.54,Murano,Agenzie di trasporto,(fabbriche),219
Fanelo Adolfo di Fanelo rag. Mario,Ponte della Guerra 5386.70,Murano,Idraullici," Gas,  Piastrelle,  Metalli",219
Giacchetti Enrico (ditta) di Patero Carlo,S. Trovaso 1175,Murano,Agenzie di trasporto,(fabbriche),219
Isabella I. e P. (Ditta),"Campiello Riccardo Selvatico, 5888",Murano,Agenzie di trasporto,"Uffici,  Negozio,  Officina",219
Isabella Alberto (ditta),S. Luca 4606,Murano,Agenzie di trasporto,(fabbriche),219
Longega Francesco,S. Polo 1901,Murano,Agenzie di trasporto,(fabbriche),219
Oliva e C. s. r. l.,Ponte della Verona 3872,S. Fantin,Impianti Elettrici," I. drraulici,  Sanitari,  Offcina di riparazioni",219
Peroni Antonio,Via Piave 68,Mestre,Agenzie di trasporto,(fabbriche),219
S. A. Giuseppe De Micheli & C.,S. Luca 4580,Murano,Impianti riscaldamento," Sanitari,  Lavanderie Meccaniche,  Condizionamento d'aria,  Cucine,  Costruzioni meocaniche,  Sede e amminl- strazione: Firenze,  Piazza Stazione",219
Officina Elettromeccanica,"S. Luca 4580, Calle Casselleria 5326",Murano,San Lio,"Impianti stagni,  Riparazioni Motori a Scoppio In genere,  Frigoriferi | Garbato e Scarpa",219
I.T.A.I. (Bertolotto),S. Polo 2540,Murano,Impianti Telefonici Automatici interni, Autorizzata dall'Azen- da di Stato - Sede in Milano,219
O.R.R.T.,Castello 6072,Murano,Officina, Riparazioni radio telefoniche Soc. e. L.,219
Roberti L. e Figlio,S. Marina 6072,Murano,Agenzie di trasporto,(fabbriche),219
Saladini dott. ing. Francesco,Via Bissuola 1,Mestre,Agenzie di trasporto,(fabbriche),219
A. Girioni e di Giorgio Gironi,S. Polo 1429-B,Murano,Agenzie di trasporto,(fabbriche),219
Ameritalia Società per il Commercio di importazione ed esportazione,S. Polo 1429-B,Murano,Agenzie di trasporto,S. r. l.,219
Azienda Commerciale Italiana Carboni,"S. Polo 1429-B, S. Marco 4023",Murano,Agenzie di trasporto,(Importaz. ghesa),219
Bellinato Giorgio,S. Marziale 2497,Murano,Agenzie di trasporto,C. P. 247,219
Bettinato Uberaldo,Cannaregio 3582,Murano,Agenzie di trasporto,"specialità veneziane,  vetri",219
Bottoni Romolo e C. Succ. Bottoni Aderito,"Cp. SS. Apostoli, 4690",Murano,Agenzie di trasporto,C. P. 334,219
Busetto Severino,Cannaregio 4245,Murano,Agenzie di trasporto,(droghe),219
Carbone Comm. Achille,Castello 46,Murano,Agenzie di trasporto,(fabbriche),219
Collalto Annibale,S. Marco 3629,Murano,Agenzie di trasporto,"specialità veneziane riviste,  giornali",219
Commercio Nafta S. A.,S. Marco 4232,Murano,Agenzie di trasporto,nafta e combustibili liquidi ed affini,219
Compagnia Adriatica Commerciale dott. Zavaretti S. Caberlotto e C.,S. Marco 4232,Murano,Agenzie di trasporto,"prodotti chimici, lubrificanti, alimentari, carburanti, Riva Litorria",219
Damaini e GioGio S. A.,S. Luca 4267-A,Murano,Agenzie di trasporto,prodotti petroliferi,219
De Gobbis Guido e Figli,"S. Luca 4267-A, S. Marco 1497",Murano,Agenzie di trasporto,"macchinari,  tessili,  articoli di abbigliamento",219
Importazione medicinali e affini soc. s. r. l.,"S. Luca 4267-A, S. Marco 1497, S. Marco 2887",Murano,Agenzie di trasporto,(fabbriche),219
„ La Mezzanlcle ” Azienda Veneta Rappresentanze,"S. Luca 4267-A, S. Marco 1497, S. Marco 2887",S. Marco,Agenzie di trasporto,"Commerciali Industriali,  Ramo Calle S. Antonio 4661",219
Lempertt Ernesto,Via- XXII Marzo 2405,Murano,Agenzie di trasporto,(alimentari),219
Marochetto A. & S.,San Moisè 2155,Murano,Agenzie di trasporto,Telefono 296.2.,219
Paolini Villani e C. Soc. c. r. l.,S. Marco 5042,Murano,Agenzie di trasporto,"(droghe,  prodotti chimici)",219
Picerno V. A. e C.,"Lido, Riviera, San Nicolo 1.817",Murano,Agenzie di trasporto,"coloniali,  droghe,  medicinali,  prodotti chimici",219
„ Piurno ” Soc. a. r. 1.,Cannaregio 2334,Murano,Agenzie di trasporto,"alimentari,  coloniali,  droghe",219
Scarpa Agostino,Dorsod. 1369,Murano,Agenzie di trasporto,(legnami),219
S.C.I.A.,"Dorsod. 1369, S. Polo 2680",Murano,Agenzie di trasporto,"(carburanti,  olii minerali e lubrificanti)",219
Sbusland Lodovico e Figli S. A.,S. Marco 3356,Murano,Agenzie di trasporto,"(caffè,  droghe,  coloniali)",219
Zanon Ferruccio,"S. Marco 3356, Riali, 504",Murano,Agenzie di trasporto,"Importazione, Esportazione Frutta e verdura, Forniture Marittime Alberghiere, Telegrammi: Zanron, Albe Apporatori",219
ZAGO F. LLI,"S. Polo, 1479",Murano,ZAGO F. LLI,"Ritratti artistici,  Lavori industriali",219
