Name,Address,Location,Category,Additional Info,page,location_cleaned
Tamai Giovanni,v. Miranese 2,Mestre,Agenzie di trasporto,Category: MOBILI e ACCESSORI per UFFICIО,143,False
Tasca Ermenegildo,Castello 5474,PELLESTRINA,Agenzie di trasporto,Category: MOBILI e ACCESSORI per UFFICIО,143,False
Tasca Marcello,Castello 4826,,Agenzie di trasporto,Category: MOBILI e ACCESSORI per UFFICIО,143,True
Tenerini Cecilia,Cannaregio 5894 A,,Agenzie di trasporto,Category: MOBILI e ACCESSORI per UFFICIО,143,True
Tiozzo Elda,Cannaregio 5894 A,,Agenzie di trasporto,Category: MOBILI e ACCESSORI per UFFICIО,143,True
Toneatti Enrico,Cannaregio 1625,,Agenzie di trasporto,Category: MOBILI e ACCESSORI per UFFICIО,143,True
Trame Angelo,S. Polo 1383,,Agenzie di trasporto,Category: MOBILI e ACCESSORI per UFFICIО,143,True
Trebaldi Vittorio,"Castello 1211, 490",,Agenzie di trasporto,Category: MOBILI e ACCESSORI per UFFICIО,143,True
Trevisani Augusto,"Cannaregio 1522., Mestre, via Colom’o 2-A",,Agenzie di trasporto,Category: MOBILI e ACCESSORI per UFFICIО,143,True
Tussetto Adelina,Castello 2677,,Agenzie di trasporto,Category: MOBILI e ACCESSORI per UFFICIО,143,True
Venturini Arturo,S. Marco 2355,,Agenzie di trasporto,Category: MOBILI e ACCESSORI per UFFICIО,143,True
Venturini Rosa,Giudecca 914,,Agenzie di trasporto,Category: MOBILI e ACCESSORI per UFFICIО,143,True
Venuti Giusppe,S. Marco 3741,,Agenzie di trasporto,Category: MOBILI e ACCESSORI per UFFICIО,143,True
Vianello Angelo,Castello 3005,PELLESTRINA,Agenzie di trasporto,Category: MOBILI e ACCESSORI per UFFICIО,143,False
Vianello Attilio,Castello 4885-86,,Agenzie di trasporto,Category: MOBILI e ACCESSORI per UFFICIО,143,True
Vianello Ermengildo,Dorsoduro 3948,,Agenzie di trasporto,Category: MOBILI e ACCESSORI per UFFICIО,143,True
Vianello Pasquale,Castello 3200,PELLESTRINA,Agenzie di trasporto,Category: MOBILI e ACCESSORI per UFFICIО,143,False
Vianello Sante,Castello 3606,,Agenzie di trasporto,Category: MOBILI e ACCESSORI per UFFICIО,143,True
Visinoni Giacomo,Cannaregio 492,,Agenzie di trasporto,Category: MOBILI e ACCESSORI per UFFICIО,143,True
