Name,Address,Location,Category,Additional Info,page
Amministrazione Imposte Consumo del Comune,"Riva di VI, 1098",Marghera,Imposte di consumo,Category: Ghiacciaie,220
Basaglia cav. uff. Vittorio (Ditta),San Polo 2947,Marghera,Imposte di consumo,Category: Ghiacciaie,220
Bruscagin Alessandro,Cannaregio 3434,Marghera,Imprese di Costruzioni,Category: Ghiacciaie,220
Dal Maschio Valentino,S. Croce 267 A,Marghera,Imprese di Costruzioni,Category: Ghiacciaie,220
Giuseppe e Giorgio Piazza,Rio Marin 902-a,Marghera,Imprese di Costruzioni,Category: Ghiacciaie,220
Impresa ing. Mario Scarpari,S. Croce 1992,Marghera,Imprese di Costruzioni,Category: Ghiacciaie,220
Piazza Giuseppe e Giorgio,"S. Simone Grande, Rio Marin 902",Marghera,Imprese di Costruzioni Edilizie,"magazzino Deposito Materiali da Costruzioni, Uffici: Telefono 22-398, Mestre; Via Castellana (Quattro Cantoni)",220
Missaglia Marco,Castello 66,Marghera,Imprese di Costruzioni,Category: Ghiacciaie,220
Scattolin Angelo (Ditta) di Leone Umberto Scattolin fu Angelo,S. Croce 597 A,Marghera,Imprese di Costruzioni,Category: Ghiacciaie,220
Società Veneta Gestione Cave,S. Marco 3231,Marghera,Fornitura per lavori ed opera edilizia stradali,"canali, porti e vie di comunicazione.",220
Spagnoli Otello,S. Marco 3932,Marghera,Imprese di Costruzioni,Category: Ghiacciaie,220
Bellotto Bruno,San Polo 1733,Marghera,Imprese ed appalti vari,"Carpenter, in legno, palafitte",220
Borin Clemente,"SS. Apostoli, 4838",Marghera,Imprese ed appalti vari,picchettaggio e coloritura navi,220
Cardazzo Vincenzo,"S. Girolamo, 2927 A",Marghera,Imprese ed appalti vari,manutenzione strade,220
Cattelan Rino,Cannaregio 2582,Marghera,Imprese ed appalti vari,manutenzione strade,220
Cecchinato Enrico,Via G. Puccini 3,Mestre,forniture stradali,Category: Ghiacciaie,220
De Berna: di Domenico,San Marziale 2446,Marghera,Imprese ed appalti vari,asfalti,220
Dotto Domenico,S. Baseggio 1908,Marghera,Imprese ed appalti vari,pavimentazione stradale,220
Facchinetti Giuseppe,Lido Via F. Duodo 8,Marghera,Imprese ed appalti vari,manipolazione carboni FF. SS.,220
Foccardi Giovanni,Castel 1455,Marghera,Imprese ed appalti vari,Puliciazioni,220
Garbelgio Vittorio,Castello 1579,Marghera,Imprese ed appalti vari,picchettatura navi,220
I.L.N.E.A.," ""S. Marco 1475""",Marghera,Imprese ed appalti vari,"Impresa Lavori Navali ed Affini Soc. An., Telef. 24-832",220
Impresas Costruzioni Adria I. C. A.," ""Castello 2720""",Marghera,Imprese ed appalti vari,Società a. s. l.,220
Missaglia Marco,Castello 66,Marghera,Imprese ed appalti vari,palafitte e scavi,220
Mononi Tito e C.,"Mestre, viale stazione 14",Marghera,Imprese ed appalti vari,manip. carboni e pulizia piazzali FF. SS.,220
Perini cav. Tito,Cannaregio 3598,Marghera,Imprese ed appalti vari,appalto carcera:10,220
Rigoni Arcadio,Cannaregio 3598,Marghera,manutenzione strade ferrate,Category: Ghiacciaie,220
Ruggeri ing. Ercole,Cannaregio 3598,Mestre,costruzioni ferroviarie,Cà Rossè,220
S.A.C.A.L.M. m.,"el Goldoni, 4410",Marghera,Imprese ed appalti vari,costruzioni marittime,220
Scavone Giacinto,Castello 2365,Marghera,Imprese ed appalti vari,Category: Ghiacciaie,220
Spagnoli Otello,S. Marco 3932,Marghera,Imprese ed appalti vari,Category: Ghiacciaie,220
S. A. Veneziana Esercizio Bacini di Carenaggio,S. Marco 3232,Marghera,Imprese ed appalti vari,Category: Ghiacciaie,220
Società Cooperativa Costruzioni Meccaniche a. r. l.,Castello 42,Marghera,Imprese ed appalti vari,assume in appalto lavori di costruzione meccanica,220
MISSAGLIA MARCO,Castello 42,Marghera,COSTRUZIONI PONTILI E OPERE PORTUALI,"CARPENTERIA - EDILIZIA - TRASPORTI, VENEZIA CASTELLO N. 66 TEL. 24-091 CANTIERE: ISOLA DELLE VIGNOLE",220
SPAGNOLI OTELLO,Castello 42,Marghera,Impresa Lavori Edili e Marittimi,"VENEZIA - UFFICIO S. MARCO 3932 CANAL GRANDE TEL. 53-630, LABORATORIC, SAN MARCO 3931 CANAL GRANDE ROMA - VIA AGRIGENTO 6 TELEFONO 851 - 615 NAPOLI - VIA LORETO 29 TEL. 54-001 - 50-863",220
duse,Castello 42,Marghera,OFFICINA RIPARAZIONI,MACCHINE per SCRIVERE VENEZIA Via XVIII Marzo n. 2288 Telefono XX-889,220
