Provincia,Section,Role_or_Profession,Name,Address,page
VENEZIA,PROFESSIONISTI,Guida Commerciali,Lina Amedeo,Fondamenta Vena,509
VENEZIA,PROFESSIONISTI,Guida Commerciali,Ferro Romano,Canal S. Domenico,509
VENEZIA,PROFESSIONISTI,Guida Commerciali,Ferro Gino,Canal S. Domenico,509
VENEZIA,PROFESSIONISTI,Guida Commerciali,Bullo Gastone,Canal S. Domenico,509
VENEZIA,PROFESSIONISTI,Guida Commerciali,Ramina Giovanni,Calle S. Giacomo,509
VENEZIA,PROFESSIONISTI,Guida Commerciali,Bozzato Egidio,Corso del Popolo,509
VENEZIA,PROFESSIONISTI,Guida Commerciali,Boscolo Angelo,Fondamenta S. Domenico,509
VENEZIA,PROFESSIONISTI,Guida Commerciali,Riccioli Fausto,Riva Vena,509
VENEZIA,PROFESSIONISTI,Guida Commerciali,Bullo Giuseppe,Corso del Popolo,509
VENEZIA,PROFESSIONISTI,Guida Commerciali,Bullo Nino,Corso del Popolo,509
VENEZIA,PROFESSIONISTI,Guida Commerciali,Benvenuto Alberto,Corso del Popolo,509
VENEZIA,PROFESSIONISTI,Benzina,Civiero Marcello,Garage Duomo,509
VENEZIA,COMMERCIO E INDUSTRIA,Bestiame,Tonello Vittorio,S. Anna 161,509
VENEZIA,COMMERCIO E INDUSTRIA,Bestiame,Tonello Bruno,S. Anna 286,509
VENEZIA,COMMERCIO E INDUSTRIA,Biade e alimentari,Agatea Eugenia,Duomo 598,509
VENEZIA,COMMERCIO E INDUSTRIA,Biade e alimentari,Baron Elsa,Sott. 15,509
VENEZIA,COMMERCIO E INDUSTRIA,Biade e alimentari,Ballarin Aldo,S. Giacomo 788,509
VENEZIA,COMMERCIO E INDUSTRIA,Biade e alimentari,Bertotto Filippo,S. Giacomo 387,509
VENEZIA,COMMERCIO E INDUSTRIA,Biade e alimentari,Bonivento Nicolò,S. Giacomo 441,509
VENEZIA,COMMERCIO E INDUSTRIA,Biade e alimentari,Bonivento Faustino,Riva Vena,509
VENEZIA,COMMERCIO E INDUSTRIA,Biade e alimentari,Boscolo Alessandro «Meleguolo»,Sottomarina 1554,509
VENEZIA,COMMERCIO E INDUSTRIA,Biade e alimentari,Boscolo Anna «Mezzomolino»,Sottomarina 795,509
VENEZIA,COMMERCIO E INDUSTRIA,Biade e alimentari,Boscolo Domenico «Non»,Sottomarina 253,509
VENEZIA,COMMERCIO E INDUSTRIA,Biade e alimentari,Boscolo Eugenio «Todaro»,Sottomarina 335,509
VENEZIA,COMMERCIO E INDUSTRIA,Biade e alimentari,Boscolo Fioravante «Natan»,Sottomarina 1169,509
