Name,Address,Location,Category,Additional Info,page,location_cleaned
Battiston Ferruccio,S. Marco 268,,Camicerie da uomo,Porcellane e affini,301,True
Benevento Giacomo,Cannaregio 3991,,Camicerie da uomo,Porcellane e affini,301,True
Baraeto Alceste di Dalla Pasqua Giulia,Cannaregio 2629,,Camicerie da uomo,Porcellane e affini,301,True
Buttaro Alessandro,S. Marco 5237,,Camicerie da uomo,Porcellane e affini,301,True
Caffi Giuseppe,San Marco 5319,,Camicerie da uomo,Porcellane e affini,301,True
Cercolò Alfredo,Piazza Umberto I,Mestre,Camicerie da uomo,Porcellane e affini,301,False
Consorzio Italiano,Piazza Umberto I,San Luca, Calle Goldoni,", | Manufatti C.I.M.",301,False
Costantini Erminio,"Burano, Via Galuppi",Marghera,Camicerie da uomo,Porcellane e affini,301,False
D'Este Edvige,"Burano, Via Galuppi",Burano,Camicerie da uomo,Porcellane e affini,301,False
Frette E. e C.,San Marco 4030,,Camicerie da uomo,"Fabbriche Telerie, | S. A.",301,True
Gaggio Antonio di Dall'Acqua E.,S. Marco 5044,Marghera,Camicerie da uomo,Porcellane e affini,301,False
Gavagnin Giovanni,S. Polo 2171,,Camicerie da uomo,Porcellane e affini,301,True
Romor F.lli,San Marco 4950,,Camicerie da uomo,Porcellane e affini,301,True
Rosato Carlo,Via Giustiniani 21,Marghera,Camicerie da uomo,Porcellane e affini,301,False
Schiavo Adolfo e C.,Viale S. Maria Elisabetta,Lido,Camicerie da uomo,Porcellane e affini,301,False
Succ. p. Granzotto di Amilcare Menegazzi,"S. Aponal, Palazzo Bernardo 1321",Marghera,Camicerie da uomo,Porcellane e affini,301,False
Successori di Arcangelo Vini,Piazza Umberto I,Mestre,Camicerie da uomo,Porcellane e affini,301,False
Trabacchin Giovanni,Via Gatta,Zelarino,Camicerie da uomo,Porcellane e affini,301,False
Trapolini G. B., San Marco 1083,,Succ. Lorenzo Rubelli e Figlio,Porcellane e affini,301,True
Trevisan Antonio e Grego Emma,"Burano, Via Galuppi",Marghera,Camicerie da uomo,Porcellane e affini,301,False
Vandelli Magazzini di Teobaldo Vandelli,San Marco 725,,Camicerie da uomo,Porcellane e affini,301,True
Zanini Virgilio,S. Marco 284,,Camicerie da uomo,Porcellane e affini,301,True
Haas e Figli,Campo S. Moisè 1461,Marghera,S. A. Succ. di Filippo Haas,Porcellane e affini,301,False
Soc. An. Bevilacqua Luigi,S. Marco 5337,,Tessuti stampati e artistici,Porcellane e affini,301,True
Soc. An. Fortuny,Giudecca fdm. S. Biagio 806,,Tessuti stampati e artistici,Porcellane e affini,301,True
Haas e Figli (Soc. An. succ. di Filippo Haas),"Campo San Moisè 1461, Venezia",Marghera,Stoffe per arredamenti," tendaggi e tappeti, ",301,False
Ruffini Giuseppe,S. Marco Mercerie S. Salvador 4987,,Timbri di gomma,"in metallo e Incisioni,",301,True
Costantini Carlo,San Marco 4995,,Timbri di gomma,"in metallo e Incisioni,",301,True
Ghezzo Antonio,Portici Rialto 62,,Fabbrica Timbri in Gomma,"in metallo e Incisioni,",301,True
Santi (Succ.) di Moschini Vittorio,Spadacia 665,Marghera,Timbri di gomma,"in metallo e Incisioni,",301,False
Bassi Elena,via Piave 80 C,Mestre,Tintorie e pulliture a secco,"in metallo e Incisioni,",301,False
D'Este Armando,via Garibaldi 1736,Marghera,Tintorie e pulliture a secco,"in metallo e Incisioni,",301,False
Filemone Fulgenzio,Cannaregio 6425,Marghera,Tintorie e pulliture a secco,"in metallo e Incisioni,",301,False
Lavanderia e stireria Gussoni di Perini Rodolfo,"San Marco 4577-2087, Lido, via Malamocco 47",,Tintorie e pulliture a secco,"in metallo e Incisioni,",301,True
Marino Corbella Carlo,Lido via M. Bragadin 2,Marghera,Tintorie e pulliture a secco,"in metallo e Incisioni,",301,False
Orlando Cesarina,S. Marco 4463,,Tintorie e pulliture a secco,"in metallo e Incisioni,",301,True
Socal Luigi,Cannaregio 5290,,Tintorie e pulliture a secco,"in metallo e Incisioni,",301,True
Stefani Guglielmo,via Olivi 11,Mestre,Tintorie e pulliture a secco,"in metallo e Incisioni,",301,False
Tintoria Lombarda del dr. Enrico Brozzini,Carpenedo Ca' Rossa 4,Marghera,Tintorie e pulliture a secco,"in metallo e Incisioni,",301,False
Veneti Giovanni,San Marco 4535 A,,Tintorie e pulliture a secco,"in metallo e Incisioni,",301,True
„Superintp„,Calle Nuova 703,S. Simeon,Sede di Venezia,"stoffe ecc.,",301,False
